,GEOID,YEAR
326,13121007703,2013.0
327,13121007703,2014.0
328,13121007703,2015.0
329,13121007703,2016.0
330,13121007703,2017.0
331,13121007704,2012.0
332,13121007704,2013.0
333,13121007704,2014.0
334,13121007704,2015.0
335,13121007704,2016.0
336,13121007704,2017.0
337,13121009501,2012.0
338,13121009501,2013.0
339,13121009501,2014.0
340,13121009501,2015.0
341,13121009501,2016.0
342,13121009501,2017.0
343,13089020700,2012.0
344,13089020700,2013.0
345,13089020700,2014.0
346,13089020700,2015.0
347,13089020700,2016.0
348,13089020700,2017.0
349,13121008902,2012.0
350,13121008902,2013.0
351,13121008902,2014.0
352,13121008902,2015.0
353,13121008902,2016.0
354,13121008902,2017.0
355,13121009403,2012.0
356,13121009403,2013.0
357,13121009403,2014.0
358,13121009403,2015.0
359,13121009403,2016.0
360,13121009403,2017.0
361,13121009602,2012.0
362,13121009602,2013.0
363,13121009602,2014.0
364,13121009602,2015.0
365,13121009602,2016.0
366,13121009602,2017.0
367,13121009404,2012.0
368,13121009404,2013.0
369,13121009404,2014.0
370,13121009404,2015.0
371,13121009404,2016.0
372,13121009404,2017.0
373,13121009502,2012.0
374,13121009502,2013.0
375,13121009502,2014.0
376,13121009502,2015.0
377,13121009502,2016.0
378,13121009502,2017.0
379,13121010114,2012.0
380,13121010114,2013.0
381,13121010114,2014.0
382,13121010114,2015.0
383,13121010114,2016.0
384,13121010114,2017.0
385,13121011800,2012.0
386,13121011800,2013.0
387,13121011800,2014.0
388,13121011800,2015.0
389,13121011800,2016.0
390,13121011800,2017.0
391,13089020600,2012.0
392,13089020600,2013.0
393,13089020600,2014.0
394,13089020600,2015.0
395,13089020600,2016.0
396,13089020600,2017.0
397,13089020400,2012.0
398,13089020400,2013.0
399,13089020400,2014.0
400,13089020400,2015.0
401,13089020400,2016.0
402,13089020400,2017.0
403,13089020500,2012.0
404,13089020500,2013.0
405,13089020500,2014.0
406,13089020500,2015.0
407,13089020500,2016.0
408,13089020500,2017.0
409,13089020801,2012.0
410,13089020801,2013.0
411,13089020801,2014.0
412,13089020801,2015.0
413,13089020801,2016.0
414,13089020801,2017.0
415,13089020900,2012.0
416,13089020900,2013.0
417,13089020900,2014.0
418,13089020900,2015.0
419,13089020900,2016.0
420,13089020900,2017.0
421,13121001002,2012.0
422,13121001002,2013.0
423,13121001002,2014.0
424,13121001002,2015.0
425,13121001002,2016.0
426,13121001002,2017.0
427,13121000700,2012.0
428,13121000700,2013.0
429,13121000700,2014.0
430,13121000700,2015.0
431,13121000700,2016.0
432,13121000700,2017.0
433,13121008700,2012.0
434,13121008700,2013.0
435,13121008700,2014.0
436,13121008700,2015.0
437,13121008700,2016.0
438,13121008700,2017.0
439,13089020100,2012.0
440,13089020100,2013.0
441,13089020100,2014.0
442,13089020100,2015.0
443,13089020100,2016.0
444,13089020100,2017.0
445,13089020200,2012.0
446,13089020200,2013.0
447,13089020200,2014.0
448,13089020200,2015.0
449,13089020200,2016.0
450,13089020200,2017.0
451,13089020300,2012.0
452,13089020300,2013.0
453,13089020300,2014.0
454,13089020300,2015.0
455,13089020300,2016.0
456,13089020300,2017.0
457,13121006802,2012.0
458,13121006802,2013.0
459,13121006802,2014.0
460,13121006802,2015.0
461,13121006802,2016.0
462,13121006802,2017.0
463,13121006900,2012.0
464,13121006900,2013.0
465,13121006900,2014.0
466,13121006900,2015.0
467,13121006900,2016.0
468,13121006900,2017.0
469,13121007001,2012.0
470,13121007001,2013.0
471,13121007001,2014.0
472,13121007001,2015.0
473,13121007001,2016.0
474,13121007001,2017.0
475,13121007602,2012.0
476,13121007602,2013.0
477,13121007602,2014.0
478,13121007602,2015.0
479,13121007602,2016.0
480,13121007602,2017.0
481,13121007802,2012.0
482,13121007802,2013.0
483,13121007802,2014.0
484,13121007802,2015.0
485,13121007802,2016.0
486,13121007802,2017.0
487,13121002300,2012.0
488,13121002300,2013.0
489,13121002300,2014.0
490,13121002300,2015.0
491,13121002300,2016.0
492,13121002300,2017.0
493,13121002100,2012.0
494,13121002100,2013.0
495,13121002100,2014.0
496,13121002100,2015.0
497,13121002100,2016.0
498,13121002100,2017.0
499,13121007806,2012.0
500,13121007806,2013.0
501,13121007806,2014.0
502,13121007806,2015.0
503,13121007806,2016.0
504,13121007806,2017.0
505,13121007805,2012.0
506,13121007805,2013.0
507,13121007805,2014.0
508,13121007805,2015.0
509,13121007805,2016.0
510,13121007805,2017.0
511,13121002800,2012.0
512,13121002800,2013.0
513,13121002800,2014.0
514,13121002800,2015.0
515,13121002800,2016.0
516,13121002800,2017.0
517,13121002600,2012.0
518,13121002600,2013.0
519,13121002600,2014.0
520,13121002600,2015.0
521,13121002600,2016.0
522,13121002600,2017.0
523,13121003000,2012.0
524,13121003000,2013.0
525,13121003000,2014.0
526,13121003000,2015.0
527,13121003000,2016.0
528,13121003000,2017.0
529,13121002400,2012.0
530,13121002400,2013.0
531,13121002400,2014.0
532,13121002400,2015.0
533,13121002400,2016.0
534,13121002400,2017.0
535,13121003200,2012.0
536,13121003200,2013.0
537,13121003200,2014.0
538,13121003200,2015.0
539,13121003200,2016.0
540,13121003200,2017.0
541,13121003100,2012.0
542,13121003100,2013.0
543,13121003100,2014.0
544,13121003100,2015.0
545,13121003100,2016.0
546,13121003100,2017.0
547,13121003500,2012.0
548,13121003500,2013.0
549,13121003500,2014.0
550,13121003500,2015.0
551,13121003500,2016.0
552,13121003500,2017.0
553,13121003800,2012.0
554,13121003800,2013.0
555,13121003800,2014.0
556,13121003800,2015.0
557,13121003800,2016.0
558,13121003800,2017.0
559,13121007808,2012.0
560,13121007808,2013.0
561,13121007808,2014.0
562,13121007808,2015.0
563,13121007808,2016.0
564,13121007808,2017.0
565,13121008000,2012.0
566,13121008000,2013.0
567,13121008000,2014.0
568,13121008000,2015.0
569,13121008000,2016.0
570,13121008000,2017.0
571,13121007807,2012.0
572,13121007807,2013.0
573,13121007807,2014.0
574,13121007807,2015.0
575,13121007807,2016.0
576,13121007807,2017.0
577,13121007900,2012.0
578,13121007900,2013.0
579,13121007900,2014.0
580,13121007900,2015.0
581,13121007900,2016.0
582,13121007900,2017.0
583,13121008201,2012.0
584,13121008201,2013.0
585,13121008201,2014.0
586,13121008201,2015.0
587,13121008201,2016.0
588,13121008201,2017.0
589,13121008102,2012.0
590,13121008102,2013.0
591,13121008102,2014.0
592,13121008102,2015.0
593,13121008102,2016.0
594,13121008102,2017.0
595,13121004800,2012.0
596,13121004800,2013.0
597,13121004800,2014.0
598,13121004800,2015.0
599,13121004800,2016.0
600,13121004800,2017.0
601,13121005000,2012.0
602,13121005000,2013.0
603,13121005000,2014.0
604,13121005000,2015.0
605,13121005000,2016.0
606,13121005000,2017.0
607,13121003900,2012.0
608,13121003900,2013.0
609,13121003900,2014.0
610,13121003900,2015.0
611,13121003900,2016.0
612,13121003900,2017.0
613,13121004100,2012.0
614,13121004100,2013.0
615,13121004100,2014.0
616,13121004100,2015.0
617,13121004100,2016.0
618,13121004100,2017.0
619,13121004900,2012.0
620,13121004900,2013.0
621,13121004900,2014.0
622,13121004900,2015.0
623,13121004900,2016.0
624,13121004900,2017.0
625,13121004000,2012.0
626,13121004000,2013.0
627,13121004000,2014.0
628,13121004000,2015.0
629,13121004000,2016.0
630,13121004000,2017.0
631,13121004400,2012.0
632,13121004400,2013.0
633,13121004400,2014.0
634,13121004400,2015.0
635,13121004400,2016.0
636,13121004400,2017.0
637,13121005300,2012.0
638,13121005300,2013.0
639,13121005300,2014.0
640,13121005300,2015.0
641,13121005300,2016.0
642,13121005300,2017.0
643,13121008400,2012.0
644,13121008400,2013.0
645,13121008400,2014.0
646,13121008400,2015.0
647,13121008400,2016.0
648,13121008400,2017.0
649,13121008302,2012.0
650,13121008302,2013.0
651,13121008302,2014.0
652,13121008302,2015.0
653,13121008302,2016.0
654,13121008302,2017.0
655,13121005200,2012.0
656,13121005200,2013.0
657,13121005200,2014.0
658,13121005200,2015.0
659,13121005200,2016.0
660,13121005200,2017.0
661,13121008500,2012.0
662,13121008500,2013.0
663,13121008500,2014.0
664,13121008500,2015.0
665,13121008500,2016.0
666,13121008500,2017.0
667,13121008202,2012.0
668,13121008202,2013.0
669,13121008202,2014.0
670,13121008202,2015.0
671,13121008202,2016.0
672,13121008202,2017.0
673,13121008601,2012.0
674,13121008601,2013.0
675,13121008601,2014.0
676,13121008601,2015.0
677,13121008601,2016.0
678,13121008601,2017.0
679,13121008301,2012.0
680,13121008301,2013.0
681,13121008301,2014.0
682,13121008301,2015.0
683,13121008301,2016.0
684,13121008301,2017.0
685,13121005501,2012.0
686,13121005501,2013.0
687,13121005501,2014.0
688,13121005501,2015.0
689,13121005501,2016.0
690,13121005501,2017.0
691,13121005700,2012.0
692,13121005700,2013.0
693,13121005700,2014.0
694,13121005700,2015.0
695,13121005700,2016.0
696,13121005700,2017.0
697,13121006400,2012.0
698,13121006400,2013.0
699,13121006400,2014.0
700,13121006400,2015.0
701,13121006400,2016.0
702,13121006400,2017.0
703,13121006300,2012.0
704,13121006300,2013.0
705,13121006300,2014.0
706,13121006300,2015.0
707,13121006300,2016.0
708,13121006300,2017.0
709,13121006100,2012.0
710,13121006100,2013.0
711,13121006100,2014.0
712,13121006100,2015.0
713,13121006100,2016.0
714,13121006100,2017.0
715,13121005502,2012.0
716,13121005502,2013.0
717,13121005502,2014.0
718,13121005502,2015.0
719,13121005502,2016.0
720,13121005502,2017.0
721,13121005800,2012.0
722,13121005800,2013.0
723,13121005800,2014.0
724,13121005800,2015.0
725,13121005800,2016.0
726,13121005800,2017.0
727,13121006500,2012.0
728,13121006500,2013.0
729,13121006500,2014.0
730,13121006500,2015.0
731,13121006500,2016.0
732,13121006500,2017.0
733,13121008602,2012.0
734,13121008602,2013.0
735,13121008602,2014.0
736,13121008602,2015.0
737,13121008602,2016.0
738,13121008602,2017.0
739,13121008800,2012.0
740,13121008800,2013.0
741,13121008800,2014.0
742,13121008800,2015.0
743,13121008800,2016.0
744,13121008800,2017.0
745,13121009200,2012.0
746,13121009200,2013.0
747,13121009200,2014.0
748,13121009200,2015.0
749,13121009200,2016.0
750,13121009200,2017.0
751,13121007500,2012.0
752,13121007500,2013.0
753,13121007500,2014.0
754,13121007500,2015.0
755,13121007500,2016.0
756,13121007500,2017.0
757,13121008101,2012.0
758,13121008101,2013.0
759,13121008101,2014.0
760,13121008101,2015.0
761,13121008101,2016.0
762,13121008101,2017.0
763,13121006000,2012.0
764,13121006000,2013.0
765,13121006000,2014.0
766,13121006000,2015.0
767,13121006000,2016.0
768,13121006000,2017.0
