GEOID,YEAR,Income,Rent as % of Income,HHs
13121001500,2014,"$20,000 to $34,999",35.0 to 39.9 percent,66
13121001500,2014,"$20,000 to $34,999",40.0 to 49.9 percent,62
13121001500,2014,"$20,000 to $34,999",50.0 percent or more,57
13121001500,2014,"$35,000 to $49,999",Less than 20.0 percent,46
13121001500,2014,"$35,000 to $49,999",20.0 to 24.9 percent,16
13121001500,2014,"$35,000 to $49,999",25.0 to 29.9 percent,96
13121001500,2014,"$35,000 to $49,999",30.0 to 34.9 percent,49
13121001500,2014,"$35,000 to $49,999",35.0 to 39.9 percent,11
13121001500,2014,"$35,000 to $49,999",40.0 to 49.9 percent,12
13121001500,2014,"$35,000 to $49,999",50.0 percent or more,0
13121001500,2014,"$50,000 to $74,999",Less than 20.0 percent,169
13121001500,2014,"$50,000 to $74,999",20.0 to 24.9 percent,91
13121001500,2014,"$50,000 to $74,999",25.0 to 29.9 percent,58
13121001500,2014,"$50,000 to $74,999",30.0 to 34.9 percent,15
13121001500,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001500,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001500,2014,"$50,000 to $74,999",50.0 percent or more,0
13121001500,2014,"$75,000 to $99,999",Less than 20.0 percent,172
13121001500,2014,"$75,000 to $99,999",20.0 to 24.9 percent,9
13121001500,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121001500,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001500,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121001500,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001500,2014,"$75,000 to $99,999",50.0 percent or more,0
13121001500,2014,"$100,000 or more",Less than 20.0 percent,137
13121001500,2014,"$100,000 or more",20.0 to 24.9 percent,0
13121001500,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121001500,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121001500,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121001500,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121001500,2014,"$100,000 or more",50.0 percent or more,0
13121001500,2015,"Less than $10,000",Less than 20.0 percent,0
13121001500,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121001500,2015,"Less than $10,000",25.0 to 29.9 percent,30
13121001500,2015,"Less than $10,000",30.0 to 34.9 percent,15
13121001500,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121001500,2015,"Less than $10,000",40.0 to 49.9 percent,19
13121001500,2015,"Less than $10,000",50.0 percent or more,207
13121001500,2015,"$10,000 to $19,999",Less than 20.0 percent,47
13121001500,2015,"$10,000 to $19,999",20.0 to 24.9 percent,22
13121001500,2015,"$10,000 to $19,999",25.0 to 29.9 percent,15
13121001500,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001500,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001500,2015,"$10,000 to $19,999",40.0 to 49.9 percent,12
13121001500,2015,"$10,000 to $19,999",50.0 percent or more,59
13121001500,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121001500,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001500,2015,"$20,000 to $34,999",25.0 to 29.9 percent,67
13121001500,2015,"$20,000 to $34,999",30.0 to 34.9 percent,51
13121001500,2015,"$20,000 to $34,999",35.0 to 39.9 percent,59
13121001500,2015,"$20,000 to $34,999",40.0 to 49.9 percent,82
13121001500,2015,"$20,000 to $34,999",50.0 percent or more,48
13121001500,2015,"$35,000 to $49,999",Less than 20.0 percent,47
13121001500,2015,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121001500,2015,"$35,000 to $49,999",25.0 to 29.9 percent,64
13121001500,2015,"$35,000 to $49,999",30.0 to 34.9 percent,46
13121001500,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121001500,2015,"$35,000 to $49,999",40.0 to 49.9 percent,20
13121001500,2015,"$35,000 to $49,999",50.0 percent or more,0
13121001500,2015,"$50,000 to $74,999",Less than 20.0 percent,157
13121001500,2015,"$50,000 to $74,999",20.0 to 24.9 percent,107
13121001500,2015,"$50,000 to $74,999",25.0 to 29.9 percent,51
13121001500,2015,"$50,000 to $74,999",30.0 to 34.9 percent,22
13121001500,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001500,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001500,2015,"$50,000 to $74,999",50.0 percent or more,0
13121001500,2015,"$75,000 to $99,999",Less than 20.0 percent,181
13121001500,2015,"$75,000 to $99,999",20.0 to 24.9 percent,8
13121001500,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121001500,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001500,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121001500,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001500,2015,"$75,000 to $99,999",50.0 percent or more,0
13121001500,2015,"$100,000 or more",Less than 20.0 percent,188
13121001500,2015,"$100,000 or more",20.0 to 24.9 percent,15
13121001500,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121001500,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121001500,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121001500,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121001500,2015,"$100,000 or more",50.0 percent or more,0
13121001500,2016,"Less than $10,000",Less than 20.0 percent,0
13121001500,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121001500,2016,"Less than $10,000",25.0 to 29.9 percent,25
13121001500,2016,"Less than $10,000",30.0 to 34.9 percent,15
13121001500,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121001500,2016,"Less than $10,000",40.0 to 49.9 percent,16
13121001500,2016,"Less than $10,000",50.0 percent or more,185
13121001500,2016,"$10,000 to $19,999",Less than 20.0 percent,44
13121001500,2016,"$10,000 to $19,999",20.0 to 24.9 percent,30
13121001500,2016,"$10,000 to $19,999",25.0 to 29.9 percent,15
13121001500,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001500,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001500,2016,"$10,000 to $19,999",40.0 to 49.9 percent,49
13121001500,2016,"$10,000 to $19,999",50.0 percent or more,31
13121001500,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121001500,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001500,2016,"$20,000 to $34,999",25.0 to 29.9 percent,82
13121001500,2016,"$20,000 to $34,999",30.0 to 34.9 percent,44
13121001500,2016,"$20,000 to $34,999",35.0 to 39.9 percent,35
13121001500,2016,"$20,000 to $34,999",40.0 to 49.9 percent,95
13121001500,2016,"$20,000 to $34,999",50.0 percent or more,43
13121001500,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121001500,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121001500,2016,"$35,000 to $49,999",25.0 to 29.9 percent,56
13121001500,2016,"$35,000 to $49,999",30.0 to 34.9 percent,69
13121001500,2016,"$35,000 to $49,999",35.0 to 39.9 percent,11
13121001500,2016,"$35,000 to $49,999",40.0 to 49.9 percent,28
13121001500,2016,"$35,000 to $49,999",50.0 percent or more,0
13121001500,2016,"$50,000 to $74,999",Less than 20.0 percent,185
13121001500,2016,"$50,000 to $74,999",20.0 to 24.9 percent,94
13121001500,2016,"$50,000 to $74,999",25.0 to 29.9 percent,45
13121001500,2016,"$50,000 to $74,999",30.0 to 34.9 percent,23
13121001500,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001500,2016,"$50,000 to $74,999",40.0 to 49.9 percent,17
13121001500,2016,"$50,000 to $74,999",50.0 percent or more,0
13121001500,2016,"$75,000 to $99,999",Less than 20.0 percent,117
13121001500,2016,"$75,000 to $99,999",20.0 to 24.9 percent,72
13121001500,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121001500,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001500,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121001500,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001500,2016,"$75,000 to $99,999",50.0 percent or more,0
13121001500,2016,"$100,000 or more",Less than 20.0 percent,135
13121001500,2016,"$100,000 or more",20.0 to 24.9 percent,24
13121001500,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121001500,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121001500,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121001500,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121001500,2016,"$100,000 or more",50.0 percent or more,0
13121001500,2017,"Less than $10,000",Less than 20.0 percent,0
13121001500,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121001500,2017,"Less than $10,000",25.0 to 29.9 percent,19
13121001500,2017,"Less than $10,000",30.0 to 34.9 percent,16
13121001500,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121001500,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121001500,2017,"Less than $10,000",50.0 percent or more,168
13121001500,2017,"$10,000 to $19,999",Less than 20.0 percent,49
13121001500,2017,"$10,000 to $19,999",20.0 to 24.9 percent,13
13121001500,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121001500,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001500,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001500,2017,"$10,000 to $19,999",40.0 to 49.9 percent,14
13121001500,2017,"$10,000 to $19,999",50.0 percent or more,38
13121001500,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121001500,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001500,2017,"$20,000 to $34,999",25.0 to 29.9 percent,84
13121001500,2017,"$20,000 to $34,999",30.0 to 34.9 percent,43
13121001500,2017,"$20,000 to $34,999",35.0 to 39.9 percent,12
13121001500,2017,"$20,000 to $34,999",40.0 to 49.9 percent,144
13121001500,2017,"$20,000 to $34,999",50.0 percent or more,68
13121001500,2017,"$35,000 to $49,999",Less than 20.0 percent,47
13121001500,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121001500,2017,"$35,000 to $49,999",25.0 to 29.9 percent,64
13121001500,2017,"$35,000 to $49,999",30.0 to 34.9 percent,28
13121001500,2017,"$35,000 to $49,999",35.0 to 39.9 percent,14
13121001500,2017,"$35,000 to $49,999",40.0 to 49.9 percent,29
13121001500,2017,"$35,000 to $49,999",50.0 percent or more,0
13121001500,2017,"$50,000 to $74,999",Less than 20.0 percent,99
13121001500,2017,"$50,000 to $74,999",20.0 to 24.9 percent,56
13121001500,2017,"$50,000 to $74,999",25.0 to 29.9 percent,12
13121001500,2017,"$50,000 to $74,999",30.0 to 34.9 percent,11
13121001500,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001500,2017,"$50,000 to $74,999",40.0 to 49.9 percent,31
13121001500,2017,"$50,000 to $74,999",50.0 percent or more,0
13121001500,2017,"$75,000 to $99,999",Less than 20.0 percent,124
13121001500,2017,"$75,000 to $99,999",20.0 to 24.9 percent,72
13121001500,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121001500,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001500,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121001500,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001500,2017,"$75,000 to $99,999",50.0 percent or more,0
13121001500,2017,"$100,000 or more",Less than 20.0 percent,177
13121001500,2017,"$100,000 or more",20.0 to 24.9 percent,28
13121001500,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121001500,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121001500,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121001500,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121001500,2017,"$100,000 or more",50.0 percent or more,0
13121001900,2014,"Less than $10,000",Less than 20.0 percent,3
13121001900,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121001900,2014,"Less than $10,000",25.0 to 29.9 percent,8
13121001900,2014,"Less than $10,000",30.0 to 34.9 percent,10
13121001900,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121001900,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121001900,2014,"Less than $10,000",50.0 percent or more,132
13121001900,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121001900,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121001900,2014,"$10,000 to $19,999",25.0 to 29.9 percent,21
13121001900,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001900,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001900,2014,"$10,000 to $19,999",40.0 to 49.9 percent,9
13121001900,2014,"$10,000 to $19,999",50.0 percent or more,42
13121001900,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121001900,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001900,2014,"$20,000 to $34,999",25.0 to 29.9 percent,17
13121001900,2014,"$20,000 to $34,999",30.0 to 34.9 percent,18
13121001900,2014,"$20,000 to $34,999",35.0 to 39.9 percent,15
13121001900,2014,"$20,000 to $34,999",40.0 to 49.9 percent,49
13121001900,2014,"$20,000 to $34,999",50.0 percent or more,18
13121001900,2014,"$35,000 to $49,999",Less than 20.0 percent,16
13121001900,2014,"$35,000 to $49,999",20.0 to 24.9 percent,10
13121001900,2014,"$35,000 to $49,999",25.0 to 29.9 percent,16
13121001900,2014,"$35,000 to $49,999",30.0 to 34.9 percent,36
13121001900,2014,"$35,000 to $49,999",35.0 to 39.9 percent,9
13121001900,2014,"$35,000 to $49,999",40.0 to 49.9 percent,42
13121001900,2014,"$35,000 to $49,999",50.0 percent or more,0
13121001900,2014,"$50,000 to $74,999",Less than 20.0 percent,42
13121001900,2014,"$50,000 to $74,999",20.0 to 24.9 percent,152
13121001900,2014,"$50,000 to $74,999",25.0 to 29.9 percent,30
13121001900,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121001900,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001900,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001900,2014,"$50,000 to $74,999",50.0 percent or more,18
13121001900,2014,"$75,000 to $99,999",Less than 20.0 percent,17
13121001900,2014,"$75,000 to $99,999",20.0 to 24.9 percent,36
13121001900,2014,"$75,000 to $99,999",25.0 to 29.9 percent,24
13121001900,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001900,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121001900,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001900,2014,"$75,000 to $99,999",50.0 percent or more,0
13121001900,2014,"$100,000 or more",Less than 20.0 percent,59
13121001900,2014,"$100,000 or more",20.0 to 24.9 percent,4
13121001900,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121001900,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121001900,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121001900,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121001900,2014,"$100,000 or more",50.0 percent or more,0
13121001900,2015,"Less than $10,000",Less than 20.0 percent,3
13121001900,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121001900,2015,"Less than $10,000",25.0 to 29.9 percent,9
13121001900,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121001900,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121001900,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121001900,2015,"Less than $10,000",50.0 percent or more,97
13121001900,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121001900,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121001900,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121001900,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001900,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001900,2015,"$10,000 to $19,999",40.0 to 49.9 percent,9
13121001900,2015,"$10,000 to $19,999",50.0 percent or more,48
13121001900,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121001900,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001900,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121001900,2015,"$20,000 to $34,999",30.0 to 34.9 percent,19
13121001900,2015,"$20,000 to $34,999",35.0 to 39.9 percent,15
13121001900,2015,"$20,000 to $34,999",40.0 to 49.9 percent,48
13121001900,2015,"$20,000 to $34,999",50.0 percent or more,34
13121001900,2015,"$35,000 to $49,999",Less than 20.0 percent,16
13121001900,2015,"$35,000 to $49,999",20.0 to 24.9 percent,12
13121001900,2015,"$35,000 to $49,999",25.0 to 29.9 percent,19
13121001900,2015,"$35,000 to $49,999",30.0 to 34.9 percent,38
13121001900,2015,"$35,000 to $49,999",35.0 to 39.9 percent,8
13121001900,2015,"$35,000 to $49,999",40.0 to 49.9 percent,19
13121001900,2015,"$35,000 to $49,999",50.0 percent or more,0
13121001900,2015,"$50,000 to $74,999",Less than 20.0 percent,56
13121001900,2015,"$50,000 to $74,999",20.0 to 24.9 percent,135
13121001900,2015,"$50,000 to $74,999",25.0 to 29.9 percent,32
13121001900,2015,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121001900,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001900,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001900,2015,"$50,000 to $74,999",50.0 percent or more,0
13121001900,2015,"$75,000 to $99,999",Less than 20.0 percent,16
13121001900,2015,"$75,000 to $99,999",20.0 to 24.9 percent,34
13121001900,2015,"$75,000 to $99,999",25.0 to 29.9 percent,24
13121001900,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001900,2015,"$75,000 to $99,999",35.0 to 39.9 percent,21
13121001900,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001900,2015,"$75,000 to $99,999",50.0 percent or more,0
13121001900,2015,"$100,000 or more",Less than 20.0 percent,113
13121001900,2015,"$100,000 or more",20.0 to 24.9 percent,6
13121001900,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121001900,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121001900,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121001900,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121001900,2015,"$100,000 or more",50.0 percent or more,0
13121001900,2016,"Less than $10,000",Less than 20.0 percent,3
13121001900,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121001900,2016,"Less than $10,000",25.0 to 29.9 percent,9
13121001900,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121001900,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121001900,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121001900,2016,"Less than $10,000",50.0 percent or more,83
13121001900,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121001900,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121001900,2016,"$10,000 to $19,999",25.0 to 29.9 percent,3
13121001900,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001900,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001900,2016,"$10,000 to $19,999",40.0 to 49.9 percent,9
13121001900,2016,"$10,000 to $19,999",50.0 percent or more,21
13121001900,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121001900,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121001900,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121001900,2016,"$20,000 to $34,999",30.0 to 34.9 percent,20
13121001900,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121001900,2016,"$20,000 to $34,999",40.0 to 49.9 percent,64
13121001900,2016,"$20,000 to $34,999",50.0 percent or more,33
13121001900,2016,"$35,000 to $49,999",Less than 20.0 percent,15
13121001900,2016,"$35,000 to $49,999",20.0 to 24.9 percent,10
13121001900,2016,"$35,000 to $49,999",25.0 to 29.9 percent,25
13121001900,2016,"$35,000 to $49,999",30.0 to 34.9 percent,48
13121001900,2016,"$35,000 to $49,999",35.0 to 39.9 percent,16
13121001900,2016,"$35,000 to $49,999",40.0 to 49.9 percent,27
13121001900,2016,"$35,000 to $49,999",50.0 percent or more,0
13121001900,2016,"$50,000 to $74,999",Less than 20.0 percent,50
13121001900,2016,"$50,000 to $74,999",20.0 to 24.9 percent,112
13121001900,2016,"$50,000 to $74,999",25.0 to 29.9 percent,64
13121001900,2016,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121001900,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001900,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001900,2016,"$50,000 to $74,999",50.0 percent or more,0
13121001900,2016,"$75,000 to $99,999",Less than 20.0 percent,53
13121001900,2016,"$75,000 to $99,999",20.0 to 24.9 percent,42
13121001900,2016,"$75,000 to $99,999",25.0 to 29.9 percent,22
13121001900,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001900,2016,"$75,000 to $99,999",35.0 to 39.9 percent,17
13121001900,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001900,2016,"$75,000 to $99,999",50.0 percent or more,0
13121001900,2016,"$100,000 or more",Less than 20.0 percent,114
13121001900,2016,"$100,000 or more",20.0 to 24.9 percent,0
13121001900,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121001900,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121001900,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121001900,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121001900,2016,"$100,000 or more",50.0 percent or more,0
13121001900,2017,"Less than $10,000",Less than 20.0 percent,0
13121001900,2017,"Less than $10,000",20.0 to 24.9 percent,20
13121001900,2017,"Less than $10,000",25.0 to 29.9 percent,10
13121001900,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121001900,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121001900,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121001900,2017,"Less than $10,000",50.0 percent or more,44
13121001900,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121001900,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121001900,2017,"$10,000 to $19,999",25.0 to 29.9 percent,5
13121001900,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121001900,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121001900,2017,"$10,000 to $19,999",40.0 to 49.9 percent,10
13121001900,2017,"$10,000 to $19,999",50.0 percent or more,43
13121001900,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121001900,2017,"$20,000 to $34,999",20.0 to 24.9 percent,15
13121001900,2017,"$20,000 to $34,999",25.0 to 29.9 percent,29
13121001900,2017,"$20,000 to $34,999",30.0 to 34.9 percent,19
13121001900,2017,"$20,000 to $34,999",35.0 to 39.9 percent,31
13121001900,2017,"$20,000 to $34,999",40.0 to 49.9 percent,55
13121001900,2017,"$20,000 to $34,999",50.0 percent or more,18
13121001900,2017,"$35,000 to $49,999",Less than 20.0 percent,15
13121001900,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121001900,2017,"$35,000 to $49,999",25.0 to 29.9 percent,18
13121001900,2017,"$35,000 to $49,999",30.0 to 34.9 percent,29
13121001900,2017,"$35,000 to $49,999",35.0 to 39.9 percent,14
13121001900,2017,"$35,000 to $49,999",40.0 to 49.9 percent,26
13121001900,2017,"$35,000 to $49,999",50.0 percent or more,0
13121001900,2017,"$50,000 to $74,999",Less than 20.0 percent,46
13121001900,2017,"$50,000 to $74,999",20.0 to 24.9 percent,82
13121001900,2017,"$50,000 to $74,999",25.0 to 29.9 percent,68
13121001900,2017,"$50,000 to $74,999",30.0 to 34.9 percent,9
13121001900,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121001900,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121001900,2017,"$50,000 to $74,999",50.0 percent or more,0
13121001900,2017,"$75,000 to $99,999",Less than 20.0 percent,52
13121001900,2017,"$75,000 to $99,999",20.0 to 24.9 percent,41
13121001900,2017,"$75,000 to $99,999",25.0 to 29.9 percent,17
13121001900,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121001900,2017,"$75,000 to $99,999",35.0 to 39.9 percent,20
13121001900,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121001900,2017,"$75,000 to $99,999",50.0 percent or more,0
13121001900,2017,"$100,000 or more",Less than 20.0 percent,121
13121001900,2017,"$100,000 or more",20.0 to 24.9 percent,20
13121001900,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121001900,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121001900,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121001900,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121001900,2017,"$100,000 or more",50.0 percent or more,0
13121000500,2014,"Less than $10,000",Less than 20.0 percent,0
13121000500,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121000500,2014,"Less than $10,000",25.0 to 29.9 percent,0
13121000500,2014,"Less than $10,000",30.0 to 34.9 percent,0
13121000500,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121000500,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121000500,2014,"Less than $10,000",50.0 percent or more,37
13121000500,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121000500,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121000500,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121000500,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121000500,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121000500,2014,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121000500,2014,"$10,000 to $19,999",50.0 percent or more,84
13121000500,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121000500,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121000500,2014,"$20,000 to $34,999",25.0 to 29.9 percent,41
13121000500,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121000500,2014,"$20,000 to $34,999",35.0 to 39.9 percent,17
13121000500,2014,"$20,000 to $34,999",40.0 to 49.9 percent,50
13121000500,2014,"$20,000 to $34,999",50.0 percent or more,69
13121000500,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13121000500,2014,"$35,000 to $49,999",20.0 to 24.9 percent,63
13121000500,2014,"$35,000 to $49,999",25.0 to 29.9 percent,39
13121000500,2014,"$35,000 to $49,999",30.0 to 34.9 percent,28
13121000500,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121000500,2014,"$35,000 to $49,999",40.0 to 49.9 percent,13
13121000500,2014,"$35,000 to $49,999",50.0 percent or more,0
13121000500,2014,"$50,000 to $74,999",Less than 20.0 percent,14
13121000500,2014,"$50,000 to $74,999",20.0 to 24.9 percent,79
13121000500,2014,"$50,000 to $74,999",25.0 to 29.9 percent,48
13121000500,2014,"$50,000 to $74,999",30.0 to 34.9 percent,149
13121000500,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121000500,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121000500,2014,"$50,000 to $74,999",50.0 percent or more,0
13121000500,2014,"$75,000 to $99,999",Less than 20.0 percent,49
13121000500,2014,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121000500,2014,"$75,000 to $99,999",25.0 to 29.9 percent,13
13121000500,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121000500,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121000500,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121000500,2014,"$75,000 to $99,999",50.0 percent or more,0
13121000500,2014,"$100,000 or more",Less than 20.0 percent,207
13121000500,2014,"$100,000 or more",20.0 to 24.9 percent,84
13121000500,2014,"$100,000 or more",25.0 to 29.9 percent,9
