GEOID,YEAR,Income,Rent as % of Income,HHs
13121006300,2017,"$20,000 to $34,999",50.0 percent or more,10
13121006300,2017,"$35,000 to $49,999",Less than 20.0 percent,18
13121006300,2017,"$35,000 to $49,999",20.0 to 24.9 percent,12
13121006300,2017,"$35,000 to $49,999",25.0 to 29.9 percent,7
13121006300,2017,"$35,000 to $49,999",30.0 to 34.9 percent,5
13121006300,2017,"$35,000 to $49,999",35.0 to 39.9 percent,7
13121006300,2017,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121006300,2017,"$35,000 to $49,999",50.0 percent or more,0
13121006300,2017,"$50,000 to $74,999",Less than 20.0 percent,24
13121006300,2017,"$50,000 to $74,999",20.0 to 24.9 percent,29
13121006300,2017,"$50,000 to $74,999",25.0 to 29.9 percent,5
13121006300,2017,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121006300,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121006300,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121006300,2017,"$50,000 to $74,999",50.0 percent or more,0
13121006300,2017,"$75,000 to $99,999",Less than 20.0 percent,6
13121006300,2017,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121006300,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121006300,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121006300,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121006300,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121006300,2017,"$75,000 to $99,999",50.0 percent or more,0
13121006300,2017,"$100,000 or more",Less than 20.0 percent,12
13121006300,2017,"$100,000 or more",20.0 to 24.9 percent,0
13121006300,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121006300,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121006300,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121006300,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121006300,2017,"$100,000 or more",50.0 percent or more,0
13121006100,2014,"Less than $10,000",Less than 20.0 percent,0
13121006100,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121006100,2014,"Less than $10,000",25.0 to 29.9 percent,0
13121006100,2014,"Less than $10,000",30.0 to 34.9 percent,0
13121006100,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121006100,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121006100,2014,"Less than $10,000",50.0 percent or more,121
13121006100,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121006100,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121006100,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121006100,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121006100,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121006100,2014,"$10,000 to $19,999",40.0 to 49.9 percent,6
13121006100,2014,"$10,000 to $19,999",50.0 percent or more,112
13121006100,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13121006100,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121006100,2014,"$20,000 to $34,999",25.0 to 29.9 percent,15
13121006100,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121006100,2014,"$20,000 to $34,999",35.0 to 39.9 percent,36
13121006100,2014,"$20,000 to $34,999",40.0 to 49.9 percent,26
13121006100,2014,"$20,000 to $34,999",50.0 percent or more,46
13121006100,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13121006100,2014,"$35,000 to $49,999",20.0 to 24.9 percent,9
13121006100,2014,"$35,000 to $49,999",25.0 to 29.9 percent,34
13121006100,2014,"$35,000 to $49,999",30.0 to 34.9 percent,20
13121006100,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121006100,2014,"$35,000 to $49,999",40.0 to 49.9 percent,52
13121006100,2014,"$35,000 to $49,999",50.0 percent or more,0
13121006100,2014,"$50,000 to $74,999",Less than 20.0 percent,8
13121006100,2014,"$50,000 to $74,999",20.0 to 24.9 percent,7
13121006100,2014,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121006100,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121006100,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121006100,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121006100,2014,"$50,000 to $74,999",50.0 percent or more,0
13121006100,2014,"$75,000 to $99,999",Less than 20.0 percent,18
13121006100,2014,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121006100,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121006100,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121006100,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121006100,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121006100,2014,"$75,000 to $99,999",50.0 percent or more,0
13121006100,2014,"$100,000 or more",Less than 20.0 percent,25
13121006100,2014,"$100,000 or more",20.0 to 24.9 percent,0
13121006100,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121006100,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121006100,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121006100,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121006100,2014,"$100,000 or more",50.0 percent or more,0
13121006100,2015,"Less than $10,000",Less than 20.0 percent,0
13121006100,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121006100,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121006100,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121006100,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121006100,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121006100,2015,"Less than $10,000",50.0 percent or more,119
13121006100,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121006100,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121006100,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121006100,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121006100,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121006100,2015,"$10,000 to $19,999",40.0 to 49.9 percent,4
13121006100,2015,"$10,000 to $19,999",50.0 percent or more,130
13121006100,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121006100,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121006100,2015,"$20,000 to $34,999",25.0 to 29.9 percent,15
13121006100,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121006100,2015,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121006100,2015,"$20,000 to $34,999",40.0 to 49.9 percent,26
13121006100,2015,"$20,000 to $34,999",50.0 percent or more,0
13121006100,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121006100,2015,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121006100,2015,"$35,000 to $49,999",25.0 to 29.9 percent,34
13121006100,2015,"$35,000 to $49,999",30.0 to 34.9 percent,50
13121006100,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121006100,2015,"$35,000 to $49,999",40.0 to 49.9 percent,40
13121006100,2015,"$35,000 to $49,999",50.0 percent or more,16
13121006100,2015,"$50,000 to $74,999",Less than 20.0 percent,16
13121006100,2015,"$50,000 to $74,999",20.0 to 24.9 percent,13
13121006100,2015,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121006100,2015,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121006100,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121006100,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121006100,2015,"$50,000 to $74,999",50.0 percent or more,0
13121006100,2015,"$75,000 to $99,999",Less than 20.0 percent,15
13121006100,2015,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121006100,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121006100,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121006100,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121006100,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121006100,2015,"$75,000 to $99,999",50.0 percent or more,0
13121006100,2015,"$100,000 or more",Less than 20.0 percent,32
13121006100,2015,"$100,000 or more",20.0 to 24.9 percent,0
13121006100,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121006100,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121006100,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121006100,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121006100,2015,"$100,000 or more",50.0 percent or more,0
13121006100,2016,"Less than $10,000",Less than 20.0 percent,0
13121006100,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121006100,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121006100,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121006100,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121006100,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121006100,2016,"Less than $10,000",50.0 percent or more,162
13121006100,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121006100,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121006100,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121006100,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121006100,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121006100,2016,"$10,000 to $19,999",40.0 to 49.9 percent,4
13121006100,2016,"$10,000 to $19,999",50.0 percent or more,134
13121006100,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121006100,2016,"$20,000 to $34,999",20.0 to 24.9 percent,14
13121006100,2016,"$20,000 to $34,999",25.0 to 29.9 percent,15
13121006100,2016,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121006100,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121006100,2016,"$20,000 to $34,999",40.0 to 49.9 percent,28
13121006100,2016,"$20,000 to $34,999",50.0 percent or more,10
13121006100,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121006100,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121006100,2016,"$35,000 to $49,999",25.0 to 29.9 percent,27
13121006100,2016,"$35,000 to $49,999",30.0 to 34.9 percent,50
13121006100,2016,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121006100,2016,"$35,000 to $49,999",40.0 to 49.9 percent,18
13121006100,2016,"$35,000 to $49,999",50.0 percent or more,14
13121006100,2016,"$50,000 to $74,999",Less than 20.0 percent,37
13121006100,2016,"$50,000 to $74,999",20.0 to 24.9 percent,36
13121006100,2016,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121006100,2016,"$50,000 to $74,999",30.0 to 34.9 percent,11
13121006100,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121006100,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121006100,2016,"$50,000 to $74,999",50.0 percent or more,0
13121006100,2016,"$75,000 to $99,999",Less than 20.0 percent,15
13121006100,2016,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121006100,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121006100,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121006100,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121006100,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121006100,2016,"$75,000 to $99,999",50.0 percent or more,0
13121006100,2016,"$100,000 or more",Less than 20.0 percent,42
13121006100,2016,"$100,000 or more",20.0 to 24.9 percent,0
13121006100,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121006100,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121006100,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121006100,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121006100,2016,"$100,000 or more",50.0 percent or more,0
13121006100,2017,"Less than $10,000",Less than 20.0 percent,0
13121006100,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121006100,2017,"Less than $10,000",25.0 to 29.9 percent,0
13121006100,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121006100,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121006100,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121006100,2017,"Less than $10,000",50.0 percent or more,147
13121006100,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121006100,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121006100,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121006100,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121006100,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121006100,2017,"$10,000 to $19,999",40.0 to 49.9 percent,2
13121006100,2017,"$10,000 to $19,999",50.0 percent or more,86
13121006100,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121006100,2017,"$20,000 to $34,999",20.0 to 24.9 percent,15
13121006100,2017,"$20,000 to $34,999",25.0 to 29.9 percent,16
13121006100,2017,"$20,000 to $34,999",30.0 to 34.9 percent,16
13121006100,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121006100,2017,"$20,000 to $34,999",40.0 to 49.9 percent,24
13121006100,2017,"$20,000 to $34,999",50.0 percent or more,43
13121006100,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13121006100,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121006100,2017,"$35,000 to $49,999",25.0 to 29.9 percent,27
13121006100,2017,"$35,000 to $49,999",30.0 to 34.9 percent,53
13121006100,2017,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121006100,2017,"$35,000 to $49,999",40.0 to 49.9 percent,7
13121006100,2017,"$35,000 to $49,999",50.0 percent or more,12
13121006100,2017,"$50,000 to $74,999",Less than 20.0 percent,32
13121006100,2017,"$50,000 to $74,999",20.0 to 24.9 percent,45
13121006100,2017,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121006100,2017,"$50,000 to $74,999",30.0 to 34.9 percent,10
13121006100,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121006100,2017,"$50,000 to $74,999",40.0 to 49.9 percent,10
13121006100,2017,"$50,000 to $74,999",50.0 percent or more,0
13121006100,2017,"$75,000 to $99,999",Less than 20.0 percent,13
13121006100,2017,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121006100,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121006100,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121006100,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121006100,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121006100,2017,"$75,000 to $99,999",50.0 percent or more,0
13121006100,2017,"$100,000 or more",Less than 20.0 percent,41
13121006100,2017,"$100,000 or more",20.0 to 24.9 percent,0
13121006100,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121006100,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121006100,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121006100,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121006100,2017,"$100,000 or more",50.0 percent or more,0
13121005502,2014,"Less than $10,000",Less than 20.0 percent,9
13121005502,2014,"Less than $10,000",20.0 to 24.9 percent,10
13121005502,2014,"Less than $10,000",25.0 to 29.9 percent,39
13121005502,2014,"Less than $10,000",30.0 to 34.9 percent,11
13121005502,2014,"Less than $10,000",35.0 to 39.9 percent,32
13121005502,2014,"Less than $10,000",40.0 to 49.9 percent,10
13121005502,2014,"Less than $10,000",50.0 percent or more,148
13121005502,2014,"$10,000 to $19,999",Less than 20.0 percent,26
13121005502,2014,"$10,000 to $19,999",20.0 to 24.9 percent,32
13121005502,2014,"$10,000 to $19,999",25.0 to 29.9 percent,23
13121005502,2014,"$10,000 to $19,999",30.0 to 34.9 percent,64
13121005502,2014,"$10,000 to $19,999",35.0 to 39.9 percent,31
13121005502,2014,"$10,000 to $19,999",40.0 to 49.9 percent,54
13121005502,2014,"$10,000 to $19,999",50.0 percent or more,115
13121005502,2014,"$20,000 to $34,999",Less than 20.0 percent,29
13121005502,2014,"$20,000 to $34,999",20.0 to 24.9 percent,23
13121005502,2014,"$20,000 to $34,999",25.0 to 29.9 percent,18
13121005502,2014,"$20,000 to $34,999",30.0 to 34.9 percent,55
13121005502,2014,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121005502,2014,"$20,000 to $34,999",40.0 to 49.9 percent,31
13121005502,2014,"$20,000 to $34,999",50.0 percent or more,8
13121005502,2014,"$35,000 to $49,999",Less than 20.0 percent,20
13121005502,2014,"$35,000 to $49,999",20.0 to 24.9 percent,23
13121005502,2014,"$35,000 to $49,999",25.0 to 29.9 percent,20
13121005502,2014,"$35,000 to $49,999",30.0 to 34.9 percent,11
13121005502,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121005502,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121005502,2014,"$35,000 to $49,999",50.0 percent or more,0
13121005502,2014,"$50,000 to $74,999",Less than 20.0 percent,48
13121005502,2014,"$50,000 to $74,999",20.0 to 24.9 percent,70
13121005502,2014,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121005502,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121005502,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121005502,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121005502,2014,"$50,000 to $74,999",50.0 percent or more,0
13121005502,2014,"$75,000 to $99,999",Less than 20.0 percent,0
13121005502,2014,"$75,000 to $99,999",20.0 to 24.9 percent,12
13121005502,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121005502,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121005502,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121005502,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121005502,2014,"$75,000 to $99,999",50.0 percent or more,0
13121005502,2014,"$100,000 or more",Less than 20.0 percent,0
13121005502,2014,"$100,000 or more",20.0 to 24.9 percent,0
13121005502,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121005502,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121005502,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121005502,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121005502,2014,"$100,000 or more",50.0 percent or more,0
13121005502,2015,"Less than $10,000",Less than 20.0 percent,6
13121005502,2015,"Less than $10,000",20.0 to 24.9 percent,6
13121005502,2015,"Less than $10,000",25.0 to 29.9 percent,31
13121005502,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121005502,2015,"Less than $10,000",35.0 to 39.9 percent,7
13121005502,2015,"Less than $10,000",40.0 to 49.9 percent,17
13121005502,2015,"Less than $10,000",50.0 percent or more,182
13121005502,2015,"$10,000 to $19,999",Less than 20.0 percent,19
13121005502,2015,"$10,000 to $19,999",20.0 to 24.9 percent,27
13121005502,2015,"$10,000 to $19,999",25.0 to 29.9 percent,20
13121005502,2015,"$10,000 to $19,999",30.0 to 34.9 percent,14
13121005502,2015,"$10,000 to $19,999",35.0 to 39.9 percent,28
13121005502,2015,"$10,000 to $19,999",40.0 to 49.9 percent,89
13121005502,2015,"$10,000 to $19,999",50.0 percent or more,143
13121005502,2015,"$20,000 to $34,999",Less than 20.0 percent,8
13121005502,2015,"$20,000 to $34,999",20.0 to 24.9 percent,24
13121005502,2015,"$20,000 to $34,999",25.0 to 29.9 percent,15
13121005502,2015,"$20,000 to $34,999",30.0 to 34.9 percent,53
13121005502,2015,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121005502,2015,"$20,000 to $34,999",40.0 to 49.9 percent,32
13121005502,2015,"$20,000 to $34,999",50.0 percent or more,19
13121005502,2015,"$35,000 to $49,999",Less than 20.0 percent,5
13121005502,2015,"$35,000 to $49,999",20.0 to 24.9 percent,26
13121005502,2015,"$35,000 to $49,999",25.0 to 29.9 percent,13
13121005502,2015,"$35,000 to $49,999",30.0 to 34.9 percent,10
13121005502,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121005502,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121005502,2015,"$35,000 to $49,999",50.0 percent or more,0
13121005502,2015,"$50,000 to $74,999",Less than 20.0 percent,42
13121005502,2015,"$50,000 to $74,999",20.0 to 24.9 percent,64
13121005502,2015,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121005502,2015,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121005502,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121005502,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121005502,2015,"$50,000 to $74,999",50.0 percent or more,0
13121005502,2015,"$75,000 to $99,999",Less than 20.0 percent,0
13121005502,2015,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121005502,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121005502,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121005502,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121005502,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121005502,2015,"$75,000 to $99,999",50.0 percent or more,0
13121005502,2015,"$100,000 or more",Less than 20.0 percent,0
13121005502,2015,"$100,000 or more",20.0 to 24.9 percent,0
13121005502,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121005502,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121005502,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121005502,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121005502,2015,"$100,000 or more",50.0 percent or more,0
13121005502,2016,"Less than $10,000",Less than 20.0 percent,29
13121005502,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121005502,2016,"Less than $10,000",25.0 to 29.9 percent,20
13121005502,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121005502,2016,"Less than $10,000",35.0 to 39.9 percent,7
13121005502,2016,"Less than $10,000",40.0 to 49.9 percent,16
13121005502,2016,"Less than $10,000",50.0 percent or more,177
13121005502,2016,"$10,000 to $19,999",Less than 20.0 percent,15
13121005502,2016,"$10,000 to $19,999",20.0 to 24.9 percent,15
13121005502,2016,"$10,000 to $19,999",25.0 to 29.9 percent,14
13121005502,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121005502,2016,"$10,000 to $19,999",35.0 to 39.9 percent,17
13121005502,2016,"$10,000 to $19,999",40.0 to 49.9 percent,75
13121005502,2016,"$10,000 to $19,999",50.0 percent or more,84
13121005502,2016,"$20,000 to $34,999",Less than 20.0 percent,8
13121005502,2016,"$20,000 to $34,999",20.0 to 24.9 percent,23
13121005502,2016,"$20,000 to $34,999",25.0 to 29.9 percent,23
13121005502,2016,"$20,000 to $34,999",30.0 to 34.9 percent,58
13121005502,2016,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121005502,2016,"$20,000 to $34,999",40.0 to 49.9 percent,22
13121005502,2016,"$20,000 to $34,999",50.0 percent or more,17
13121005502,2016,"$35,000 to $49,999",Less than 20.0 percent,15
13121005502,2016,"$35,000 to $49,999",20.0 to 24.9 percent,34
13121005502,2016,"$35,000 to $49,999",25.0 to 29.9 percent,8
13121005502,2016,"$35,000 to $49,999",30.0 to 34.9 percent,9
13121005502,2016,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121005502,2016,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121005502,2016,"$35,000 to $49,999",50.0 percent or more,0
13121005502,2016,"$50,000 to $74,999",Less than 20.0 percent,51
13121005502,2016,"$50,000 to $74,999",20.0 to 24.9 percent,39
13121005502,2016,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121005502,2016,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121005502,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121005502,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121005502,2016,"$50,000 to $74,999",50.0 percent or more,0
13121005502,2016,"$75,000 to $99,999",Less than 20.0 percent,0
13121005502,2016,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121005502,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121005502,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121005502,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121005502,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121005502,2016,"$75,000 to $99,999",50.0 percent or more,0
13121005502,2016,"$100,000 or more",Less than 20.0 percent,0
13121005502,2016,"$100,000 or more",20.0 to 24.9 percent,0
13121005502,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121005502,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121005502,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121005502,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121005502,2016,"$100,000 or more",50.0 percent or more,0
13121005502,2017,"Less than $10,000",Less than 20.0 percent,25
13121005502,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121005502,2017,"Less than $10,000",25.0 to 29.9 percent,23
13121005502,2017,"Less than $10,000",30.0 to 34.9 percent,8
13121005502,2017,"Less than $10,000",35.0 to 39.9 percent,8
13121005502,2017,"Less than $10,000",40.0 to 49.9 percent,17
13121005502,2017,"Less than $10,000",50.0 percent or more,130
13121005502,2017,"$10,000 to $19,999",Less than 20.0 percent,14
13121005502,2017,"$10,000 to $19,999",20.0 to 24.9 percent,16
13121005502,2017,"$10,000 to $19,999",25.0 to 29.9 percent,8
13121005502,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121005502,2017,"$10,000 to $19,999",35.0 to 39.9 percent,15
13121005502,2017,"$10,000 to $19,999",40.0 to 49.9 percent,62
13121005502,2017,"$10,000 to $19,999",50.0 percent or more,117
13121005502,2017,"$20,000 to $34,999",Less than 20.0 percent,8
13121005502,2017,"$20,000 to $34,999",20.0 to 24.9 percent,34
13121005502,2017,"$20,000 to $34,999",25.0 to 29.9 percent,35
13121005502,2017,"$20,000 to $34,999",30.0 to 34.9 percent,35
13121005502,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13121005502,2017,"$20,000 to $34,999",40.0 to 49.9 percent,45
13121005502,2017,"$20,000 to $34,999",50.0 percent or more,9
13121005502,2017,"$35,000 to $49,999",Less than 20.0 percent,6
13121005502,2017,"$35,000 to $49,999",20.0 to 24.9 percent,47
13121005502,2017,"$35,000 to $49,999",25.0 to 29.9 percent,17
13121005502,2017,"$35,000 to $49,999",30.0 to 34.9 percent,10
13121005502,2017,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121005502,2017,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121005502,2017,"$35,000 to $49,999",50.0 percent or more,0
13121005502,2017,"$50,000 to $74,999",Less than 20.0 percent,51
13121005502,2017,"$50,000 to $74,999",20.0 to 24.9 percent,47
13121005502,2017,"$50,000 to $74,999",25.0 to 29.9 percent,0
13121005502,2017,"$50,000 to $74,999",30.0 to 34.9 percent,0
13121005502,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121005502,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121005502,2017,"$50,000 to $74,999",50.0 percent or more,0
13121005502,2017,"$75,000 to $99,999",Less than 20.0 percent,40
13121005502,2017,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121005502,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13121005502,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121005502,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121005502,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121005502,2017,"$75,000 to $99,999",50.0 percent or more,0
13121005502,2017,"$100,000 or more",Less than 20.0 percent,0
13121005502,2017,"$100,000 or more",20.0 to 24.9 percent,0
13121005502,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121005502,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121005502,2017,"$100,000 or more",35.0 to 39.9 percent,0
