,GEOID,MEDIAN GROSS RENT (DOLLARS)_Estimate!!Median gross rent,YEAR
836,13121004000,1042.0,2013.0
837,13121004000,1035.0,2014.0
838,13121004000,920.0,2015.0
839,13121004000,888.0,2016.0
840,13121004000,889.0,2017.0
841,13121004400,378.0,2010.0
842,13121004400,550.0,2011.0
843,13121004400,622.0,2012.0
844,13121004400,550.0,2013.0
845,13121004400,620.0,2014.0
846,13121004400,702.0,2015.0
847,13121004400,734.0,2016.0
848,13121004400,638.0,2017.0
849,13121005300,873.0,2010.0
850,13121005300,1164.0,2011.0
851,13121005300,1223.0,2012.0
852,13121005300,1233.0,2013.0
853,13121005300,1510.0,2014.0
854,13121005300,1422.0,2015.0
855,13121005300,1370.0,2016.0
856,13121005300,1237.0,2017.0
857,13121008400,704.0,2010.0
858,13121008400,712.0,2011.0
859,13121008400,720.0,2012.0
860,13121008400,733.0,2013.0
861,13121008400,667.0,2014.0
862,13121008400,690.0,2015.0
863,13121008400,669.0,2016.0
864,13121008400,691.0,2017.0
865,13121008302,780.0,2010.0
866,13121008302,824.0,2011.0
867,13121008302,826.0,2012.0
868,13121008302,842.0,2013.0
869,13121008302,828.0,2014.0
870,13121008302,896.0,2015.0
871,13121008302,904.0,2016.0
872,13121008302,937.0,2017.0
873,13121005200,957.0,2010.0
874,13121005200,1066.0,2011.0
875,13121005200,1079.0,2012.0
876,13121005200,1112.0,2013.0
877,13121005200,1218.0,2014.0
878,13121005200,1217.0,2015.0
879,13121005200,1333.0,2016.0
880,13121005200,1480.0,2017.0
881,13121008500,835.0,2010.0
882,13121008500,841.0,2011.0
883,13121008500,938.0,2012.0
884,13121008500,996.0,2013.0
885,13121008500,1013.0,2014.0
886,13121008500,1020.0,2015.0
887,13121008500,993.0,2016.0
888,13121008500,1010.0,2017.0
889,13121008202,675.0,2010.0
890,13121008202,691.0,2011.0
891,13121008202,737.0,2012.0
892,13121008202,837.0,2013.0
893,13121008202,887.0,2014.0
894,13121008202,890.0,2015.0
895,13121008202,930.0,2016.0
896,13121008202,936.0,2017.0
897,13121008601,545.0,2010.0
898,13121008601,800.0,2011.0
899,13121008601,793.0,2012.0
900,13121008601,828.0,2013.0
901,13121008601,808.0,2014.0
902,13121008601,694.0,2015.0
903,13121008601,648.0,2016.0
904,13121008601,649.0,2017.0
905,13121008301,790.0,2010.0
906,13121008301,905.0,2011.0
907,13121008301,810.0,2012.0
908,13121008301,879.0,2013.0
909,13121008301,940.0,2014.0
910,13121008301,902.0,2015.0
911,13121008301,889.0,2016.0
912,13121008301,845.0,2017.0
913,13121005501,915.0,2010.0
914,13121005501,877.0,2011.0
915,13121005501,843.0,2012.0
916,13121005501,843.0,2013.0
917,13121005501,877.0,2014.0
918,13121005501,887.0,2015.0
919,13121005501,922.0,2016.0
920,13121005501,891.0,2017.0
921,13121005700,668.0,2010.0
922,13121005700,681.0,2011.0
923,13121005700,642.0,2012.0
924,13121005700,678.0,2013.0
925,13121005700,639.0,2014.0
926,13121005700,677.0,2015.0
927,13121005700,753.0,2016.0
928,13121005700,800.0,2017.0
929,13121006400,718.0,2010.0
930,13121006400,705.0,2011.0
931,13121006400,738.0,2012.0
932,13121006400,752.0,2013.0
933,13121006400,653.0,2014.0
934,13121006400,665.0,2015.0
935,13121006400,691.0,2016.0
936,13121006400,734.0,2017.0
937,13121006300,671.0,2010.0
938,13121006300,709.0,2011.0
939,13121006300,775.0,2012.0
940,13121006300,919.0,2013.0
941,13121006300,975.0,2014.0
942,13121006300,987.0,2015.0
943,13121006300,928.0,2016.0
944,13121006300,910.0,2017.0
945,13121006100,886.0,2010.0
946,13121006100,974.0,2011.0
947,13121006100,1005.0,2012.0
948,13121006100,1009.0,2013.0
949,13121006100,1024.0,2014.0
950,13121006100,1059.0,2015.0
951,13121006100,1038.0,2016.0
952,13121006100,1040.0,2017.0
953,13121005502,483.0,2010.0
954,13121005502,538.0,2011.0
955,13121005502,448.0,2012.0
956,13121005502,612.0,2013.0
957,13121005502,596.0,2014.0
958,13121005502,719.0,2015.0
959,13121005502,704.0,2016.0
960,13121005502,771.0,2017.0
961,13121005800,643.0,2010.0
962,13121005800,1179.0,2011.0
963,13121005800,1176.0,2012.0
964,13121005800,1318.0,2013.0
965,13121005800,1260.0,2014.0
966,13121005800,1179.0,2015.0
967,13121005800,1011.0,2016.0
968,13121005800,1105.0,2017.0
969,13121006500,1056.0,2010.0
970,13121006500,1075.0,2011.0
971,13121006500,1140.0,2012.0
972,13121006500,1130.0,2013.0
973,13121006500,1188.0,2014.0
974,13121006500,1216.0,2015.0
975,13121006500,1189.0,2016.0
976,13121006500,1201.0,2017.0
977,13121008602,443.0,2010.0
978,13121008602,575.0,2011.0
979,13121008602,825.0,2012.0
980,13121008602,881.0,2013.0
981,13121008602,931.0,2014.0
982,13121008602,895.0,2015.0
983,13121008602,938.0,2016.0
984,13121008602,971.0,2017.0
985,13121008800,901.0,2010.0
986,13121008800,879.0,2011.0
987,13121008800,811.0,2012.0
988,13121008800,892.0,2013.0
989,13121008800,1068.0,2014.0
990,13121008800,1409.0,2015.0
991,13121008800,1478.0,2016.0
992,13121008800,1513.0,2017.0
993,13121009200,942.0,2010.0
994,13121009200,1039.0,2011.0
995,13121009200,1030.0,2012.0
996,13121009200,1046.0,2013.0
997,13121009200,1097.0,2014.0
998,13121009200,1097.0,2015.0
999,13121009200,1160.0,2016.0
1000,13121009200,1216.0,2017.0
1001,13121007500,604.0,2010.0
1002,13121007500,623.0,2011.0
1003,13121007500,619.0,2012.0
1004,13121007500,642.0,2013.0
1005,13121007500,674.0,2014.0
1006,13121007500,649.0,2015.0
1007,13121007500,655.0,2016.0
1008,13121007500,680.0,2017.0
1009,13121008101,944.0,2010.0
1010,13121008101,959.0,2011.0
1011,13121008101,1051.0,2012.0
1012,13121008101,1153.0,2013.0
1013,13121008101,1069.0,2014.0
1015,13121008101,1067.0,2016.0
1016,13121008101,-666666666.0,2017.0
1017,13121006000,830.0,2010.0
1018,13121006000,822.0,2011.0
1019,13121006000,854.0,2012.0
1020,13121006000,856.0,2013.0
1021,13121006000,862.0,2014.0
1022,13121006000,841.0,2015.0
1023,13121006000,829.0,2016.0
1024,13121006000,903.0,2017.0
