,GEOID,VACANCY STATUS_Estimate!!Total,VACANCY STATUS_Estimate!!Total!!For rent,"VACANCY STATUS_Estimate!!Total!!Rented, not occupied",VACANCY STATUS_Estimate!!Total!!For sale only,"VACANCY STATUS_Estimate!!Total!!Sold, not occupied","VACANCY STATUS_Estimate!!Total!!For seasonal, recreational, or occasional use",VACANCY STATUS_Estimate!!Total!!For migrant workers,VACANCY STATUS_Estimate!!Total!!Other vacant,YEAR
298,13121001001,230.0,15.0,19.0,47.0,10.0,119.0,0.0,20.0,2015.0
299,13121001001,267.0,10.0,31.0,31.0,22.0,151.0,0.0,22.0,2016.0
300,13121001001,345.0,20.0,43.0,42.0,18.0,189.0,0.0,33.0,2017.0
301,13121008903,433.0,364.0,37.0,0.0,14.0,4.0,0.0,14.0,2012.0
302,13121008903,436.0,325.0,35.0,0.0,14.0,6.0,0.0,56.0,2013.0
303,13121008903,489.0,328.0,38.0,0.0,13.0,9.0,0.0,101.0,2014.0
304,13121008903,329.0,202.0,0.0,0.0,12.0,4.0,0.0,111.0,2015.0
305,13121008903,225.0,85.0,0.0,0.0,14.0,5.0,0.0,121.0,2016.0
306,13121008903,203.0,74.0,39.0,0.0,0.0,0.0,0.0,90.0,2017.0
307,13121004300,198.0,95.0,21.0,21.0,0.0,22.0,0.0,39.0,2012.0
308,13121004300,175.0,99.0,33.0,24.0,0.0,0.0,0.0,19.0,2013.0
309,13121004300,142.0,75.0,25.0,25.0,0.0,0.0,0.0,17.0,2014.0
310,13121004300,114.0,54.0,7.0,26.0,0.0,0.0,0.0,27.0,2015.0
311,13121004300,61.0,32.0,8.0,0.0,0.0,0.0,0.0,21.0,2016.0
312,13121004300,42.0,11.0,10.0,0.0,0.0,0.0,0.0,21.0,2017.0
313,13121007603,344.0,201.0,0.0,0.0,0.0,0.0,0.0,143.0,2012.0
314,13121007603,344.0,188.0,0.0,0.0,0.0,0.0,0.0,156.0,2013.0
315,13121007603,411.0,221.0,0.0,28.0,0.0,0.0,0.0,162.0,2014.0
316,13121007603,487.0,215.0,0.0,18.0,0.0,0.0,0.0,254.0,2015.0
317,13121007603,508.0,261.0,0.0,19.0,0.0,0.0,0.0,228.0,2016.0
318,13121007603,507.0,270.0,0.0,20.0,0.0,0.0,0.0,217.0,2017.0
319,13121007604,394.0,282.0,0.0,30.0,0.0,0.0,0.0,82.0,2012.0
320,13121007604,415.0,274.0,0.0,31.0,0.0,0.0,0.0,110.0,2013.0
321,13121007604,396.0,196.0,0.0,34.0,0.0,0.0,0.0,166.0,2014.0
322,13121007604,477.0,173.0,28.0,42.0,0.0,8.0,0.0,226.0,2015.0
323,13121007604,518.0,164.0,37.0,0.0,0.0,7.0,0.0,310.0,2016.0
324,13121007604,499.0,142.0,34.0,0.0,0.0,8.0,0.0,315.0,2017.0
325,13121007703,386.0,189.0,0.0,56.0,0.0,0.0,0.0,141.0,2012.0
326,13121007703,309.0,127.0,0.0,55.0,0.0,0.0,0.0,127.0,2013.0
327,13121007703,303.0,126.0,0.0,54.0,0.0,0.0,0.0,123.0,2014.0
328,13121007703,273.0,142.0,0.0,0.0,0.0,0.0,0.0,131.0,2015.0
329,13121007703,256.0,136.0,0.0,0.0,0.0,0.0,0.0,120.0,2016.0
330,13121007703,287.0,144.0,0.0,43.0,0.0,0.0,0.0,100.0,2017.0
331,13121007704,341.0,123.0,34.0,35.0,26.0,17.0,0.0,106.0,2012.0
332,13121007704,273.0,118.0,36.0,54.0,9.0,22.0,0.0,34.0,2013.0
333,13121007704,231.0,67.0,20.0,23.0,9.0,21.0,0.0,91.0,2014.0
334,13121007704,290.0,56.0,17.0,20.0,8.0,38.0,0.0,151.0,2015.0
335,13121007704,299.0,89.0,18.0,21.0,8.0,37.0,0.0,126.0,2016.0
336,13121007704,330.0,86.0,20.0,19.0,9.0,19.0,0.0,177.0,2017.0
337,13121009501,418.0,0.0,0.0,158.0,98.0,116.0,0.0,46.0,2012.0
338,13121009501,450.0,0.0,24.0,147.0,118.0,110.0,0.0,51.0,2013.0
339,13121009501,416.0,0.0,23.0,139.0,134.0,112.0,0.0,8.0,2014.0
340,13121009501,483.0,0.0,21.0,123.0,127.0,166.0,0.0,46.0,2015.0
341,13121009501,388.0,0.0,25.0,59.0,96.0,144.0,0.0,64.0,2016.0
342,13121009501,374.0,0.0,26.0,84.0,72.0,126.0,0.0,66.0,2017.0
343,13089020700,235.0,60.0,0.0,30.0,0.0,27.0,0.0,118.0,2012.0
344,13089020700,278.0,76.0,0.0,49.0,0.0,0.0,0.0,153.0,2013.0
345,13089020700,260.0,56.0,0.0,49.0,0.0,0.0,0.0,155.0,2014.0
346,13089020700,240.0,16.0,0.0,51.0,0.0,16.0,0.0,157.0,2015.0
347,13089020700,218.0,16.0,0.0,31.0,0.0,39.0,0.0,132.0,2016.0
348,13089020700,219.0,33.0,0.0,24.0,0.0,57.0,0.0,105.0,2017.0
349,13121008902,381.0,169.0,0.0,93.0,0.0,0.0,0.0,119.0,2012.0
350,13121008902,429.0,210.0,47.0,67.0,0.0,0.0,0.0,105.0,2013.0
351,13121008902,391.0,165.0,41.0,40.0,0.0,61.0,0.0,84.0,2014.0
352,13121008902,428.0,159.0,95.0,71.0,0.0,56.0,0.0,47.0,2015.0
353,13121008902,351.0,151.0,82.0,63.0,0.0,55.0,0.0,0.0,2016.0
354,13121008902,604.0,266.0,126.0,57.0,0.0,155.0,0.0,0.0,2017.0
355,13121009403,498.0,174.0,104.0,99.0,40.0,44.0,0.0,37.0,2012.0
356,13121009403,446.0,227.0,46.0,52.0,43.0,48.0,0.0,30.0,2013.0
357,13121009403,459.0,255.0,43.0,59.0,0.0,46.0,0.0,56.0,2014.0
358,13121009403,405.0,172.0,80.0,50.0,0.0,43.0,0.0,60.0,2015.0
359,13121009403,522.0,228.0,134.0,58.0,0.0,46.0,0.0,56.0,2016.0
360,13121009403,380.0,163.0,182.0,0.0,0.0,0.0,0.0,35.0,2017.0
361,13121009602,527.0,209.0,29.0,26.0,23.0,160.0,0.0,80.0,2012.0
362,13121009602,492.0,243.0,29.0,24.0,28.0,168.0,0.0,0.0,2013.0
363,13121009602,538.0,222.0,61.0,45.0,0.0,210.0,0.0,0.0,2014.0
364,13121009602,586.0,106.0,151.0,34.0,33.0,221.0,0.0,41.0,2015.0
365,13121009602,513.0,138.0,154.0,34.0,33.0,117.0,0.0,37.0,2016.0
366,13121009602,577.0,103.0,146.0,33.0,34.0,225.0,0.0,36.0,2017.0
367,13121009404,319.0,36.0,86.0,99.0,0.0,66.0,0.0,32.0,2012.0
368,13121009404,300.0,33.0,60.0,110.0,0.0,66.0,0.0,31.0,2013.0
369,13121009404,306.0,90.0,30.0,126.0,0.0,31.0,0.0,29.0,2014.0
370,13121009404,266.0,96.0,0.0,107.0,0.0,32.0,0.0,31.0,2015.0
371,13121009404,353.0,103.0,0.0,109.0,27.0,12.0,0.0,102.0,2016.0
372,13121009404,342.0,125.0,0.0,81.0,28.0,27.0,0.0,81.0,2017.0
373,13121009502,837.0,263.0,0.0,103.0,292.0,179.0,0.0,0.0,2012.0
374,13121009502,879.0,272.0,0.0,82.0,279.0,246.0,0.0,0.0,2013.0
375,13121009502,843.0,177.0,0.0,84.0,294.0,288.0,0.0,0.0,2014.0
376,13121009502,838.0,94.0,0.0,81.0,325.0,324.0,0.0,14.0,2015.0
377,13121009502,679.0,0.0,0.0,112.0,272.0,284.0,0.0,11.0,2016.0
378,13121009502,689.0,92.0,0.0,45.0,221.0,275.0,0.0,56.0,2017.0
379,13121010114,303.0,130.0,0.0,76.0,0.0,0.0,0.0,97.0,2012.0
380,13121010114,210.0,93.0,0.0,49.0,0.0,0.0,0.0,68.0,2013.0
381,13121010114,103.0,43.0,0.0,0.0,0.0,0.0,0.0,60.0,2014.0
382,13121010114,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2015.0
383,13121010114,160.0,68.0,0.0,0.0,0.0,0.0,0.0,92.0,2016.0
384,13121010114,170.0,69.0,0.0,0.0,0.0,53.0,0.0,48.0,2017.0
385,13121011800,659.0,257.0,19.0,58.0,34.0,0.0,0.0,291.0,2012.0
386,13121011800,879.0,361.0,19.0,58.0,18.0,0.0,0.0,423.0,2013.0
387,13121011800,953.0,349.0,35.0,34.0,18.0,16.0,0.0,501.0,2014.0
388,13121011800,701.0,244.0,29.0,14.0,17.0,15.0,0.0,382.0,2015.0
389,13121011800,729.0,267.0,29.0,15.0,0.0,15.0,0.0,403.0,2016.0
390,13121011800,804.0,267.0,48.0,23.0,18.0,15.0,0.0,433.0,2017.0
391,13089020600,207.0,48.0,0.0,19.0,21.0,47.0,0.0,72.0,2012.0
392,13089020600,199.0,46.0,0.0,21.0,0.0,47.0,0.0,85.0,2013.0
393,13089020600,150.0,22.0,0.0,22.0,0.0,48.0,0.0,58.0,2014.0
394,13089020600,92.0,24.0,0.0,0.0,0.0,0.0,0.0,68.0,2015.0
395,13089020600,91.0,0.0,0.0,10.0,0.0,0.0,0.0,81.0,2016.0
396,13089020600,168.0,48.0,0.0,8.0,60.0,0.0,0.0,52.0,2017.0
397,13089020400,131.0,24.0,19.0,55.0,16.0,0.0,0.0,17.0,2012.0
398,13089020400,107.0,32.0,0.0,35.0,22.0,0.0,0.0,18.0,2013.0
399,13089020400,88.0,24.0,0.0,18.0,19.0,0.0,0.0,27.0,2014.0
400,13089020400,63.0,0.0,0.0,34.0,0.0,0.0,0.0,29.0,2015.0
401,13089020400,43.0,0.0,0.0,14.0,21.0,0.0,0.0,8.0,2016.0
402,13089020400,67.0,22.0,0.0,14.0,22.0,0.0,0.0,9.0,2017.0
403,13089020500,388.0,120.0,0.0,66.0,28.0,0.0,0.0,174.0,2012.0
404,13089020500,397.0,127.0,0.0,44.0,27.0,0.0,0.0,199.0,2013.0
405,13089020500,442.0,115.0,0.0,43.0,0.0,0.0,0.0,284.0,2014.0
406,13089020500,417.0,129.0,0.0,22.0,26.0,0.0,0.0,240.0,2015.0
407,13089020500,397.0,83.0,0.0,50.0,15.0,0.0,0.0,249.0,2016.0
408,13089020500,407.0,54.0,0.0,23.0,20.0,28.0,0.0,282.0,2017.0
409,13089020801,112.0,35.0,0.0,25.0,0.0,14.0,0.0,38.0,2012.0
410,13089020801,131.0,29.0,0.0,20.0,0.0,17.0,0.0,65.0,2013.0
411,13089020801,117.0,20.0,0.0,14.0,0.0,0.0,0.0,83.0,2014.0
412,13089020801,102.0,0.0,0.0,12.0,0.0,0.0,0.0,90.0,2015.0
413,13089020801,101.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2016.0
414,13089020801,139.0,0.0,0.0,0.0,15.0,0.0,0.0,124.0,2017.0
415,13089020900,300.0,52.0,39.0,42.0,0.0,0.0,0.0,167.0,2012.0
416,13089020900,323.0,55.0,38.0,0.0,0.0,0.0,0.0,230.0,2013.0
417,13089020900,384.0,64.0,48.0,0.0,0.0,0.0,0.0,272.0,2014.0
418,13089020900,352.0,0.0,45.0,0.0,0.0,0.0,0.0,307.0,2015.0
419,13089020900,362.0,0.0,42.0,12.0,58.0,0.0,0.0,250.0,2016.0
420,13089020900,335.0,0.0,0.0,12.0,62.0,0.0,0.0,261.0,2017.0
421,13121001002,112.0,54.0,17.0,0.0,0.0,0.0,0.0,41.0,2012.0
422,13121001002,93.0,58.0,18.0,0.0,0.0,0.0,0.0,17.0,2013.0
423,13121001002,125.0,64.0,37.0,0.0,0.0,5.0,0.0,19.0,2014.0
424,13121001002,75.0,28.0,19.0,0.0,0.0,4.0,0.0,24.0,2015.0
425,13121001002,68.0,23.0,33.0,0.0,0.0,8.0,0.0,4.0,2016.0
426,13121001002,88.0,16.0,43.0,0.0,0.0,24.0,0.0,5.0,2017.0
427,13121000700,59.0,11.0,0.0,0.0,0.0,0.0,0.0,48.0,2012.0
428,13121000700,57.0,11.0,0.0,0.0,0.0,0.0,0.0,46.0,2013.0
429,13121000700,49.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,2014.0
430,13121000700,61.0,27.0,0.0,0.0,0.0,0.0,0.0,34.0,2015.0
431,13121000700,64.0,25.0,0.0,0.0,0.0,0.0,0.0,39.0,2016.0
432,13121000700,70.0,14.0,0.0,0.0,0.0,0.0,0.0,56.0,2017.0
433,13121008700,553.0,290.0,40.0,17.0,25.0,0.0,0.0,181.0,2012.0
434,13121008700,579.0,266.0,40.0,15.0,18.0,0.0,0.0,240.0,2013.0
435,13121008700,457.0,177.0,45.0,16.0,0.0,0.0,0.0,219.0,2014.0
436,13121008700,389.0,150.0,44.0,34.0,0.0,0.0,0.0,161.0,2015.0
437,13121008700,388.0,73.0,37.0,31.0,0.0,0.0,0.0,247.0,2016.0
438,13121008700,271.0,0.0,0.0,20.0,0.0,0.0,0.0,251.0,2017.0
439,13089020100,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0
440,13089020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
441,13089020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
442,13089020100,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2015.0
443,13089020100,46.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,2016.0
444,13089020100,55.0,18.0,18.0,0.0,0.0,19.0,0.0,0.0,2017.0
445,13089020200,138.0,29.0,24.0,0.0,0.0,39.0,0.0,46.0,2012.0
446,13089020200,153.0,28.0,23.0,0.0,0.0,52.0,0.0,50.0,2013.0
447,13089020200,175.0,27.0,44.0,0.0,0.0,53.0,0.0,51.0,2014.0
448,13089020200,159.0,47.0,50.0,0.0,0.0,62.0,0.0,0.0,2015.0
449,13089020200,196.0,72.0,43.0,0.0,0.0,61.0,0.0,20.0,2016.0
450,13089020200,169.0,81.0,25.0,0.0,0.0,40.0,0.0,23.0,2017.0
451,13089020300,127.0,31.0,16.0,0.0,34.0,0.0,0.0,46.0,2012.0
452,13089020300,144.0,32.0,23.0,0.0,30.0,10.0,0.0,49.0,2013.0
453,13089020300,150.0,50.0,22.0,0.0,0.0,9.0,0.0,69.0,2014.0
454,13089020300,133.0,22.0,25.0,0.0,0.0,10.0,0.0,76.0,2015.0
455,13089020300,128.0,25.0,24.0,0.0,0.0,35.0,0.0,44.0,2016.0
456,13089020300,103.0,25.0,0.0,0.0,0.0,40.0,0.0,38.0,2017.0
457,13121006802,88.0,27.0,16.0,0.0,0.0,0.0,0.0,45.0,2012.0
458,13121006802,99.0,12.0,24.0,0.0,0.0,0.0,0.0,63.0,2013.0
459,13121006802,87.0,12.0,20.0,0.0,0.0,0.0,0.0,55.0,2014.0
460,13121006802,78.0,11.0,17.0,0.0,0.0,0.0,0.0,50.0,2015.0
461,13121006802,69.0,13.0,9.0,0.0,0.0,0.0,0.0,47.0,2016.0
462,13121006802,47.0,13.0,10.0,0.0,0.0,0.0,0.0,24.0,2017.0
463,13121006900,402.0,171.0,0.0,62.0,19.0,18.0,0.0,132.0,2012.0
464,13121006900,411.0,142.0,26.0,66.0,19.0,0.0,0.0,158.0,2013.0
465,13121006900,444.0,138.0,24.0,60.0,20.0,0.0,0.0,202.0,2014.0
466,13121006900,402.0,156.0,21.0,35.0,18.0,0.0,0.0,172.0,2015.0
467,13121006900,354.0,137.0,20.0,0.0,0.0,3.0,0.0,194.0,2016.0
468,13121006900,311.0,126.0,20.0,0.0,18.0,4.0,0.0,143.0,2017.0
469,13121007001,463.0,159.0,46.0,72.0,0.0,0.0,0.0,186.0,2012.0
470,13121007001,555.0,174.0,44.0,40.0,0.0,0.0,0.0,297.0,2013.0
471,13121007001,469.0,104.0,44.0,40.0,15.0,0.0,0.0,266.0,2014.0
472,13121007001,459.0,104.0,20.0,17.0,5.0,0.0,0.0,313.0,2015.0
473,13121007001,473.0,81.0,20.0,17.0,4.0,0.0,0.0,351.0,2016.0
474,13121007001,521.0,105.0,0.0,26.0,6.0,0.0,0.0,384.0,2017.0
475,13121007602,160.0,75.0,0.0,35.0,0.0,4.0,0.0,46.0,2012.0
476,13121007602,159.0,74.0,0.0,14.0,0.0,5.0,0.0,66.0,2013.0
477,13121007602,153.0,64.0,0.0,14.0,0.0,4.0,0.0,71.0,2014.0
478,13121007602,190.0,37.0,0.0,16.0,6.0,4.0,0.0,127.0,2015.0
479,13121007602,157.0,23.0,0.0,0.0,3.0,3.0,0.0,128.0,2016.0
480,13121007602,170.0,23.0,0.0,0.0,7.0,0.0,0.0,140.0,2017.0
481,13121007802,738.0,265.0,61.0,159.0,29.0,0.0,0.0,224.0,2012.0
482,13121007802,771.0,280.0,49.0,214.0,30.0,0.0,0.0,198.0,2013.0
483,13121007802,818.0,319.0,59.0,206.0,29.0,0.0,0.0,205.0,2014.0
484,13121007802,750.0,221.0,62.0,114.0,31.0,0.0,0.0,322.0,2015.0
485,13121007802,496.0,87.0,35.0,68.0,40.0,15.0,0.0,251.0,2016.0
486,13121007802,405.0,146.0,0.0,38.0,30.0,14.0,0.0,177.0,2017.0
487,13121002300,719.0,139.0,25.0,52.0,27.0,0.0,0.0,476.0,2012.0
488,13121002300,727.0,116.0,8.0,36.0,28.0,21.0,0.0,518.0,2013.0
489,13121002300,661.0,82.0,7.0,15.0,30.0,17.0,0.0,510.0,2014.0
490,13121002300,663.0,82.0,8.0,18.0,9.0,22.0,0.0,524.0,2015.0
491,13121002300,622.0,63.0,7.0,9.0,7.0,24.0,0.0,512.0,2016.0
492,13121002300,633.0,72.0,6.0,9.0,0.0,28.0,0.0,518.0,2017.0
493,13121002100,174.0,61.0,0.0,26.0,20.0,9.0,0.0,58.0,2012.0
494,13121002100,174.0,47.0,0.0,39.0,20.0,10.0,0.0,58.0,2013.0
495,13121002100,183.0,43.0,0.0,47.0,31.0,21.0,0.0,41.0,2014.0
496,13121002100,133.0,48.0,0.0,50.0,11.0,24.0,0.0,0.0,2015.0
497,13121002100,185.0,42.0,0.0,52.0,11.0,24.0,0.0,56.0,2016.0
498,13121002100,242.0,79.0,13.0,28.0,14.0,35.0,0.0,73.0,2017.0
499,13121007806,236.0,103.0,0.0,96.0,37.0,0.0,0.0,0.0,2012.0
500,13121007806,278.0,119.0,0.0,38.0,37.0,0.0,0.0,84.0,2013.0
501,13121007806,218.0,69.0,0.0,0.0,44.0,0.0,0.0,105.0,2014.0
502,13121007806,173.0,21.0,0.0,0.0,0.0,0.0,0.0,152.0,2015.0
503,13121007806,187.0,16.0,0.0,0.0,0.0,0.0,0.0,171.0,2016.0
504,13121007806,220.0,62.0,0.0,0.0,0.0,0.0,0.0,158.0,2017.0
505,13121007805,175.0,93.0,20.0,9.0,0.0,29.0,0.0,24.0,2012.0
506,13121007805,196.0,112.0,19.0,0.0,0.0,20.0,0.0,45.0,2013.0
507,13121007805,246.0,164.0,18.0,0.0,0.0,19.0,0.0,45.0,2014.0
508,13121007805,278.0,168.0,18.0,0.0,0.0,21.0,0.0,71.0,2015.0
509,13121007805,278.0,170.0,0.0,20.0,0.0,19.0,0.0,69.0,2016.0
510,13121007805,262.0,146.0,0.0,22.0,0.0,0.0,0.0,94.0,2017.0
511,13121002800,371.0,164.0,0.0,0.0,0.0,35.0,0.0,172.0,2012.0
512,13121002800,380.0,193.0,13.0,0.0,12.0,38.0,0.0,124.0,2013.0
513,13121002800,369.0,180.0,16.0,0.0,12.0,48.0,0.0,113.0,2014.0
514,13121002800,291.0,144.0,22.0,0.0,12.0,51.0,0.0,62.0,2015.0
515,13121002800,265.0,81.0,22.0,12.0,13.0,53.0,0.0,84.0,2016.0
516,13121002800,259.0,76.0,40.0,13.0,15.0,30.0,0.0,85.0,2017.0
517,13121002600,212.0,33.0,0.0,21.0,0.0,0.0,0.0,158.0,2012.0
518,13121002600,161.0,40.0,0.0,0.0,0.0,0.0,0.0,121.0,2013.0
519,13121002600,157.0,37.0,0.0,0.0,0.0,0.0,0.0,120.0,2014.0
520,13121002600,133.0,35.0,0.0,0.0,0.0,0.0,0.0,98.0,2015.0
521,13121002600,89.0,24.0,0.0,0.0,0.0,0.0,0.0,65.0,2016.0
522,13121002600,65.0,13.0,0.0,0.0,0.0,0.0,0.0,52.0,2017.0
523,13121003000,173.0,41.0,0.0,0.0,0.0,0.0,0.0,132.0,2012.0
524,13121003000,151.0,38.0,34.0,0.0,0.0,0.0,0.0,79.0,2013.0
525,13121003000,82.0,41.0,13.0,0.0,0.0,0.0,0.0,28.0,2014.0
526,13121003000,60.0,14.0,12.0,0.0,0.0,29.0,0.0,5.0,2015.0
527,13121003000,47.0,0.0,14.0,0.0,0.0,33.0,0.0,0.0,2016.0
528,13121003000,114.0,0.0,15.0,0.0,0.0,99.0,0.0,0.0,2017.0
529,13121002400,549.0,61.0,0.0,53.0,0.0,0.0,0.0,435.0,2012.0
530,13121002400,648.0,73.0,6.0,52.0,0.0,33.0,0.0,484.0,2013.0
531,13121002400,689.0,87.0,7.0,73.0,0.0,53.0,0.0,469.0,2014.0
532,13121002400,579.0,97.0,5.0,39.0,0.0,76.0,0.0,362.0,2015.0
533,13121002400,619.0,118.0,6.0,21.0,15.0,86.0,0.0,373.0,2016.0
534,13121002400,600.0,99.0,6.0,19.0,15.0,85.0,0.0,376.0,2017.0
535,13121003200,191.0,0.0,9.0,69.0,0.0,0.0,0.0,113.0,2012.0
536,13121003200,185.0,32.0,8.0,63.0,0.0,0.0,0.0,82.0,2013.0
537,13121003200,165.0,51.0,5.0,30.0,23.0,0.0,0.0,56.0,2014.0
538,13121003200,196.0,48.0,4.0,29.0,20.0,13.0,0.0,82.0,2015.0
539,13121003200,274.0,74.0,0.0,14.0,34.0,20.0,0.0,132.0,2016.0
540,13121003200,311.0,74.0,16.0,16.0,33.0,37.0,0.0,135.0,2017.0
541,13121003100,97.0,34.0,0.0,44.0,0.0,0.0,0.0,19.0,2012.0
542,13121003100,100.0,37.0,0.0,45.0,0.0,0.0,0.0,18.0,2013.0
543,13121003100,60.0,15.0,0.0,29.0,0.0,0.0,0.0,16.0,2014.0
544,13121003100,61.0,15.0,0.0,16.0,0.0,0.0,0.0,30.0,2015.0
545,13121003100,65.0,16.0,0.0,16.0,0.0,0.0,0.0,33.0,2016.0
546,13121003100,118.0,43.0,0.0,14.0,0.0,0.0,0.0,61.0,2017.0
547,13121003500,173.0,78.0,0.0,0.0,0.0,31.0,0.0,64.0,2012.0
548,13121003500,175.0,81.0,0.0,17.0,0.0,0.0,0.0,77.0,2013.0
549,13121003500,145.0,25.0,0.0,20.0,0.0,6.0,0.0,94.0,2014.0
550,13121003500,130.0,43.0,0.0,19.0,0.0,6.0,0.0,62.0,2015.0
551,13121003500,117.0,24.0,15.0,17.0,15.0,11.0,0.0,35.0,2016.0
552,13121003500,151.0,40.0,15.0,20.0,15.0,10.0,0.0,51.0,2017.0
553,13121003800,74.0,26.0,7.0,0.0,0.0,8.0,0.0,33.0,2012.0
554,13121003800,108.0,49.0,7.0,0.0,0.0,7.0,0.0,45.0,2013.0
555,13121003800,80.0,39.0,4.0,0.0,0.0,8.0,0.0,29.0,2014.0
556,13121003800,95.0,23.0,3.0,0.0,0.0,8.0,0.0,61.0,2015.0
557,13121003800,98.0,13.0,1.0,0.0,0.0,19.0,0.0,65.0,2016.0
558,13121003800,118.0,21.0,0.0,0.0,0.0,21.0,0.0,76.0,2017.0
559,13121007808,390.0,267.0,0.0,16.0,0.0,0.0,0.0,107.0,2012.0
560,13121007808,434.0,289.0,0.0,15.0,13.0,0.0,0.0,117.0,2013.0
561,13121007808,447.0,276.0,0.0,0.0,15.0,0.0,0.0,156.0,2014.0
562,13121007808,453.0,290.0,0.0,0.0,15.0,0.0,0.0,148.0,2015.0
563,13121007808,426.0,274.0,0.0,0.0,16.0,0.0,0.0,136.0,2016.0
564,13121007808,475.0,266.0,0.0,0.0,17.0,0.0,0.0,192.0,2017.0
565,13121008000,574.0,111.0,0.0,102.0,0.0,0.0,0.0,361.0,2012.0
566,13121008000,504.0,99.0,0.0,51.0,23.0,0.0,0.0,331.0,2013.0
567,13121008000,469.0,119.0,0.0,24.0,20.0,0.0,0.0,306.0,2014.0
568,13121008000,495.0,120.0,0.0,24.0,20.0,0.0,0.0,331.0,2015.0
569,13121008000,544.0,63.0,0.0,0.0,22.0,0.0,0.0,459.0,2016.0
570,13121008000,546.0,56.0,0.0,18.0,20.0,0.0,0.0,452.0,2017.0
571,13121007807,397.0,112.0,0.0,124.0,0.0,0.0,0.0,161.0,2012.0
572,13121007807,454.0,111.0,0.0,119.0,0.0,0.0,0.0,224.0,2013.0
573,13121007807,380.0,91.0,0.0,74.0,0.0,0.0,0.0,215.0,2014.0
574,13121007807,432.0,105.0,0.0,20.0,0.0,0.0,0.0,307.0,2015.0
575,13121007807,402.0,92.0,0.0,19.0,0.0,0.0,0.0,291.0,2016.0
576,13121007807,505.0,71.0,0.0,16.0,0.0,0.0,0.0,418.0,2017.0
577,13121007900,245.0,29.0,0.0,92.0,61.0,0.0,0.0,63.0,2012.0
578,13121007900,391.0,116.0,0.0,126.0,46.0,0.0,0.0,103.0,2013.0
579,13121007900,304.0,96.0,0.0,53.0,48.0,0.0,0.0,107.0,2014.0
580,13121007900,320.0,66.0,0.0,52.0,47.0,0.0,0.0,155.0,2015.0
581,13121007900,407.0,99.0,0.0,48.0,44.0,0.0,0.0,216.0,2016.0
582,13121007900,309.0,67.0,0.0,45.0,0.0,0.0,0.0,197.0,2017.0
583,13121008201,401.0,35.0,0.0,0.0,42.0,0.0,0.0,324.0,2012.0
584,13121008201,313.0,0.0,0.0,0.0,43.0,0.0,0.0,270.0,2013.0
585,13121008201,428.0,113.0,0.0,0.0,41.0,0.0,0.0,274.0,2014.0
586,13121008201,493.0,180.0,0.0,0.0,46.0,0.0,0.0,267.0,2015.0
587,13121008201,672.0,190.0,0.0,0.0,0.0,0.0,0.0,482.0,2016.0
588,13121008201,555.0,165.0,0.0,0.0,0.0,0.0,0.0,390.0,2017.0
589,13121008102,876.0,341.0,0.0,38.0,33.0,42.0,0.0,422.0,2012.0
590,13121008102,823.0,364.0,0.0,33.0,29.0,38.0,0.0,359.0,2013.0
591,13121008102,700.0,243.0,0.0,32.0,28.0,36.0,0.0,361.0,2014.0
592,13121008102,717.0,153.0,0.0,34.0,30.0,38.0,0.0,462.0,2015.0
593,13121008102,671.0,141.0,0.0,33.0,0.0,38.0,0.0,459.0,2016.0
594,13121008102,589.0,154.0,0.0,0.0,0.0,0.0,0.0,435.0,2017.0
595,13121004800,48.0,31.0,0.0,0.0,0.0,0.0,0.0,17.0,2012.0
596,13121004800,59.0,41.0,0.0,0.0,0.0,0.0,0.0,18.0,2013.0
597,13121004800,51.0,35.0,0.0,0.0,0.0,0.0,0.0,16.0,2014.0
598,13121004800,34.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,2015.0
599,13121004800,32.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,2016.0
600,13121004800,20.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2017.0
601,13121005000,129.0,57.0,0.0,34.0,0.0,5.0,0.0,33.0,2012.0
602,13121005000,140.0,57.0,0.0,30.0,0.0,19.0,0.0,34.0,2013.0
603,13121005000,180.0,34.0,0.0,52.0,14.0,15.0,0.0,65.0,2014.0
604,13121005000,154.0,33.0,0.0,49.0,14.0,15.0,0.0,43.0,2015.0
605,13121005000,125.0,11.0,0.0,42.0,15.0,14.0,0.0,43.0,2016.0
606,13121005000,96.0,0.0,0.0,20.0,16.0,13.0,0.0,47.0,2017.0
607,13121003900,317.0,108.0,0.0,21.0,0.0,0.0,0.0,188.0,2012.0
608,13121003900,348.0,134.0,0.0,20.0,0.0,0.0,0.0,194.0,2013.0
609,13121003900,366.0,137.0,0.0,0.0,0.0,0.0,0.0,229.0,2014.0
610,13121003900,351.0,142.0,0.0,0.0,0.0,0.0,0.0,209.0,2015.0
