,GEOID,CONTRACT RENT_Estimate!!Total,CONTRACT RENT_Estimate!!Total!!With cash rent,CONTRACT RENT_Estimate!!Total!!With cash rent!!Less than $100,CONTRACT RENT_Estimate!!Total!!With cash rent!!$100 to $149,CONTRACT RENT_Estimate!!Total!!With cash rent!!$150 to $199,CONTRACT RENT_Estimate!!Total!!With cash rent!!$200 to $249,CONTRACT RENT_Estimate!!Total!!With cash rent!!$250 to $299,CONTRACT RENT_Estimate!!Total!!With cash rent!!$300 to $349,CONTRACT RENT_Estimate!!Total!!With cash rent!!$350 to $399,CONTRACT RENT_Estimate!!Total!!With cash rent!!$400 to $449,CONTRACT RENT_Estimate!!Total!!With cash rent!!$450 to $499,CONTRACT RENT_Estimate!!Total!!With cash rent!!$500 to $549,CONTRACT RENT_Estimate!!Total!!With cash rent!!$550 to $599,CONTRACT RENT_Estimate!!Total!!With cash rent!!$600 to $649,CONTRACT RENT_Estimate!!Total!!With cash rent!!$650 to $699,CONTRACT RENT_Estimate!!Total!!With cash rent!!$700 to $749,CONTRACT RENT_Estimate!!Total!!With cash rent!!$750 to $799,CONTRACT RENT_Estimate!!Total!!With cash rent!!$800 to $899,CONTRACT RENT_Estimate!!Total!!With cash rent!!$900 to $999,"CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999",YEAR
91,13121009802,809.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,44.0,0.0,114.0,112.0,339.0,125.0,30.0,27.0,2012.0
92,13121009802,785.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,43.0,30.0,180.0,319.0,95.0,75.0,27.0,2013.0
93,13121009802,817.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,232.0,201.0,183.0,94.0,25.0,2014.0
94,13121009802,776.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,221.0,190.0,171.0,63.0,9.0,2015.0
95,13121009802,759.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,225.0,149.0,177.0,49.0,41.0,2016.0
96,13121009802,696.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,214.0,139.0,167.0,60.0,59.0,2017.0
97,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0
98,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
99,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
100,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
101,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
102,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
103,13121009700,298.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,38.0,35.0,52.0,45.0,17.0,2012.0
104,13121009700,194.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47.0,10.0,10.0,51.0,29.0,11.0,2013.0
105,13121009700,124.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,10.0,58.0,11.0,6.0,2014.0
106,13121009700,128.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,0.0,13.0,54.0,0.0,0.0,2015.0
107,13121009700,80.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,20.0,5.0,0.0,2016.0
108,13121009700,88.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,17.0,0.0,9.0,21.0,2017.0
109,13121007100,577.0,547.0,0.0,34.0,0.0,28.0,42.0,0.0,24.0,0.0,18.0,92.0,17.0,61.0,35.0,49.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,30.0,2012.0
110,13121007100,441.0,412.0,0.0,8.0,0.0,0.0,46.0,0.0,0.0,16.0,22.0,90.0,57.0,55.0,0.0,14.0,43.0,43.0,18.0,0.0,0.0,0.0,0.0,29.0,2013.0
111,13121007100,390.0,366.0,8.0,7.0,0.0,0.0,40.0,0.0,0.0,16.0,21.0,63.0,104.0,13.0,42.0,5.0,0.0,34.0,13.0,0.0,0.0,0.0,0.0,24.0,2014.0
112,13121007100,421.0,383.0,7.0,6.0,0.0,0.0,20.0,0.0,0.0,17.0,38.0,64.0,108.0,12.0,48.0,19.0,0.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,2015.0
113,13121007100,429.0,390.0,8.0,8.0,0.0,0.0,23.0,0.0,0.0,19.0,22.0,42.0,64.0,59.0,62.0,15.0,5.0,23.0,25.0,0.0,15.0,0.0,0.0,0.0,2016.0
114,13121007100,446.0,433.0,8.0,6.0,0.0,0.0,23.0,0.0,0.0,11.0,16.0,56.0,41.0,81.0,58.0,11.0,22.0,30.0,14.0,34.0,22.0,0.0,0.0,0.0,2017.0
115,13121006200,206.0,206.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,5.0,26.0,4.0,34.0,3.0,27.0,11.0,19.0,12.0,21.0,15.0,0.0,0.0,0.0,2012.0
116,13121006200,302.0,302.0,4.0,0.0,0.0,0.0,0.0,7.0,13.0,15.0,9.0,51.0,5.0,47.0,41.0,8.0,0.0,77.0,8.0,3.0,14.0,0.0,0.0,0.0,2013.0
117,13121006200,280.0,280.0,4.0,0.0,0.0,0.0,9.0,6.0,4.0,13.0,5.0,55.0,12.0,38.0,17.0,17.0,4.0,74.0,0.0,0.0,22.0,0.0,0.0,0.0,2014.0
118,13121006200,284.0,284.0,5.0,0.0,0.0,24.0,6.0,6.0,4.0,24.0,21.0,39.0,17.0,36.0,5.0,23.0,8.0,53.0,8.0,0.0,5.0,0.0,0.0,0.0,2015.0
119,13121006200,267.0,267.0,0.0,0.0,0.0,23.0,21.0,0.0,5.0,17.0,19.0,28.0,15.0,36.0,7.0,34.0,5.0,45.0,9.0,3.0,0.0,0.0,0.0,0.0,2016.0
120,13121006200,309.0,309.0,0.0,0.0,29.0,14.0,22.0,0.0,5.0,0.0,13.0,40.0,17.0,52.0,0.0,34.0,6.0,40.0,11.0,26.0,0.0,0.0,0.0,0.0,2017.0
121,13121001100,1250.0,1223.0,17.0,0.0,50.0,36.0,82.0,11.0,0.0,13.0,0.0,13.0,0.0,83.0,171.0,81.0,15.0,98.0,27.0,188.0,88.0,141.0,109.0,27.0,2012.0
122,13121001100,1270.0,1248.0,0.0,19.0,34.0,32.0,84.0,27.0,0.0,11.0,0.0,12.0,18.0,31.0,219.0,132.0,14.0,105.0,13.0,267.0,102.0,72.0,56.0,22.0,2013.0
123,13121001100,1346.0,1324.0,0.0,13.0,0.0,33.0,84.0,17.0,12.0,19.0,0.0,0.0,11.0,39.0,315.0,58.0,19.0,108.0,64.0,256.0,104.0,99.0,73.0,22.0,2014.0
124,13121001100,1658.0,1634.0,0.0,0.0,47.0,13.0,37.0,17.0,8.0,10.0,0.0,0.0,12.0,42.0,257.0,68.0,15.0,152.0,49.0,249.0,185.0,340.0,65.0,68.0,2015.0
125,13121001100,1621.0,1598.0,0.0,0.0,43.0,15.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,44.0,178.0,26.0,30.0,131.0,94.0,240.0,184.0,327.0,162.0,51.0,2016.0
126,13121001100,1478.0,1478.0,0.0,0.0,15.0,29.0,15.0,0.0,24.0,0.0,0.0,0.0,0.0,44.0,109.0,0.0,12.0,130.0,94.0,170.0,237.0,277.0,204.0,64.0,2017.0
127,13121002500,634.0,604.0,0.0,36.0,9.0,19.0,21.0,34.0,0.0,0.0,44.0,68.0,113.0,38.0,66.0,50.0,24.0,67.0,15.0,0.0,0.0,0.0,0.0,30.0,2012.0
128,13121002500,675.0,640.0,7.0,43.0,9.0,17.0,34.0,39.0,23.0,0.0,51.0,88.0,87.0,60.0,60.0,13.0,20.0,67.0,22.0,0.0,0.0,0.0,0.0,35.0,2013.0
129,13121002500,617.0,612.0,5.0,43.0,10.0,15.0,17.0,44.0,24.0,0.0,61.0,88.0,88.0,52.0,61.0,32.0,20.0,24.0,20.0,8.0,0.0,0.0,0.0,5.0,2014.0
130,13121002500,692.0,687.0,5.0,27.0,9.0,0.0,26.0,69.0,0.0,8.0,47.0,110.0,84.0,61.0,54.0,45.0,66.0,24.0,43.0,9.0,0.0,0.0,0.0,0.0,2015.0
131,13121002500,770.0,764.0,6.0,30.0,18.0,0.0,17.0,86.0,0.0,8.0,36.0,133.0,41.0,97.0,59.0,58.0,84.0,19.0,57.0,15.0,0.0,0.0,0.0,0.0,2016.0
132,13121002500,741.0,723.0,6.0,27.0,6.0,0.0,7.0,89.0,0.0,11.0,37.0,82.0,60.0,47.0,74.0,43.0,88.0,53.0,76.0,17.0,0.0,0.0,0.0,0.0,2017.0
133,13121004200,1029.0,1009.0,12.0,55.0,144.0,87.0,77.0,11.0,52.0,18.0,16.0,20.0,9.0,34.0,124.0,34.0,115.0,66.0,24.0,69.0,14.0,21.0,7.0,20.0,2012.0
134,13121004200,1120.0,1098.0,7.0,46.0,184.0,137.0,78.0,27.0,49.0,19.0,17.0,20.0,40.0,42.0,97.0,32.0,108.0,90.0,41.0,39.0,0.0,19.0,6.0,22.0,2013.0
135,13121004200,1137.0,1092.0,37.0,37.0,173.0,185.0,7.0,42.0,63.0,19.0,17.0,27.0,23.0,63.0,49.0,52.0,147.0,95.0,27.0,25.0,0.0,0.0,4.0,45.0,2014.0
136,13121004200,1089.0,1052.0,54.0,54.0,106.0,132.0,23.0,67.0,64.0,15.0,19.0,26.0,42.0,40.0,57.0,17.0,76.0,127.0,88.0,34.0,0.0,0.0,4.0,7.0,2015.0
137,13121004200,1233.0,1193.0,73.0,80.0,100.0,137.0,105.0,58.0,66.0,16.0,0.0,31.0,67.0,34.0,35.0,45.0,54.0,132.0,113.0,39.0,0.0,0.0,0.0,8.0,2016.0
138,13121004200,1158.0,1127.0,69.0,138.0,80.0,210.0,97.0,70.0,53.0,6.0,0.0,8.0,67.0,6.0,10.0,11.0,37.0,104.0,90.0,53.0,11.0,0.0,0.0,7.0,2017.0
139,13121009101,1818.0,1804.0,0.0,0.0,42.0,126.0,59.0,0.0,0.0,0.0,16.0,23.0,0.0,27.0,14.0,64.0,89.0,350.0,130.0,448.0,296.0,81.0,39.0,14.0,2012.0
140,13121009101,1701.0,1670.0,0.0,0.0,36.0,129.0,0.0,15.0,0.0,0.0,14.0,25.0,16.0,45.0,18.0,13.0,85.0,306.0,159.0,448.0,204.0,104.0,53.0,31.0,2013.0
141,13121009101,1671.0,1623.0,0.0,0.0,49.0,132.0,0.0,18.0,0.0,0.0,16.0,11.0,20.0,41.0,90.0,13.0,68.0,207.0,250.0,288.0,267.0,106.0,47.0,48.0,2014.0
142,13121009101,1660.0,1606.0,0.0,0.0,31.0,99.0,0.0,17.0,43.0,0.0,14.0,0.0,18.0,29.0,71.0,0.0,67.0,143.0,218.0,401.0,238.0,143.0,74.0,0.0,2015.0
143,13121009101,1560.0,1517.0,6.0,0.0,12.0,30.0,0.0,16.0,42.0,0.0,25.0,0.0,0.0,39.0,50.0,20.0,16.0,90.0,104.0,407.0,447.0,158.0,55.0,0.0,2016.0
144,13121009101,1589.0,1553.0,12.0,0.0,0.0,75.0,0.0,17.0,40.0,0.0,0.0,0.0,0.0,23.0,29.0,68.0,19.0,83.0,65.0,404.0,380.0,266.0,62.0,0.0,2017.0
145,13121008904,893.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,12.0,57.0,13.0,0.0,79.0,148.0,141.0,292.0,47.0,26.0,0.0,55.0,2012.0
146,13121008904,875.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,16.0,11.0,0.0,55.0,202.0,103.0,311.0,65.0,14.0,14.0,62.0,2013.0
147,13121008904,891.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,44.0,12.0,11.0,30.0,170.0,98.0,360.0,88.0,11.0,13.0,46.0,2014.0
148,13121008904,901.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,47.0,12.0,11.0,58.0,108.0,116.0,420.0,54.0,34.0,0.0,15.0,2015.0
149,13121008904,1065.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,13.0,13.0,51.0,62.0,213.0,472.0,40.0,63.0,0.0,27.0,2016.0
150,13121008904,1079.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,12.0,48.0,82.0,182.0,403.0,110.0,68.0,37.0,16.0,2017.0
151,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0
152,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
153,13121003700,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
154,13121003700,54.0,54.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
155,13121003700,95.0,95.0,0.0,0.0,12.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
156,13121003700,110.0,110.0,14.0,0.0,12.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
157,13121010211,414.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,21.0,98.0,34.0,100.0,10.0,0.0,0.0,50.0,16.0,31.0,2012.0
158,13121010211,415.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,8.0,87.0,22.0,120.0,19.0,9.0,0.0,58.0,12.0,35.0,2013.0
159,13121010211,306.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,8.0,88.0,0.0,62.0,19.0,13.0,0.0,42.0,0.0,29.0,2014.0
160,13121010211,224.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,9.0,52.0,0.0,30.0,33.0,12.0,0.0,34.0,0.0,0.0,2015.0
161,13121010211,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,54.0,0.0,35.0,33.0,10.0,0.0,4.0,0.0,0.0,2016.0
162,13121010211,179.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,29.0,29.0,14.0,0.0,17.0,7.0,0.0,2017.0
163,13121012000,810.0,788.0,32.0,12.0,66.0,12.0,10.0,48.0,84.0,36.0,77.0,45.0,17.0,77.0,99.0,76.0,40.0,17.0,29.0,11.0,0.0,0.0,0.0,22.0,2012.0
164,13121012000,790.0,790.0,51.0,13.0,61.0,29.0,20.0,28.0,88.0,75.0,67.0,37.0,18.0,78.0,36.0,58.0,46.0,40.0,38.0,7.0,0.0,0.0,0.0,0.0,2013.0
165,13121012000,872.0,872.0,31.0,14.0,57.0,65.0,31.0,28.0,126.0,88.0,61.0,71.0,0.0,44.0,45.0,59.0,54.0,43.0,45.0,10.0,0.0,0.0,0.0,0.0,2014.0
166,13121012000,913.0,913.0,28.0,18.0,53.0,71.0,29.0,4.0,89.0,85.0,91.0,57.0,0.0,56.0,26.0,79.0,52.0,76.0,72.0,10.0,0.0,17.0,0.0,0.0,2015.0
167,13121012000,950.0,950.0,18.0,14.0,24.0,70.0,47.0,7.0,101.0,37.0,123.0,57.0,0.0,90.0,9.0,76.0,51.0,70.0,83.0,15.0,10.0,40.0,0.0,0.0,2016.0
168,13121012000,933.0,919.0,16.0,5.0,6.0,65.0,46.0,28.0,49.0,63.0,86.0,82.0,34.0,73.0,36.0,74.0,46.0,33.0,85.0,22.0,8.0,54.0,0.0,0.0,2017.0
169,13121009000,548.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,0.0,81.0,79.0,87.0,152.0,65.0,9.0,18.0,8.0,2012.0
170,13121009000,588.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,28.0,0.0,17.0,24.0,110.0,88.0,210.0,63.0,0.0,18.0,8.0,2013.0
171,13121009000,659.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,28.0,0.0,0.0,74.0,114.0,69.0,245.0,46.0,0.0,54.0,7.0,2014.0
172,13121009000,726.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,78.0,120.0,79.0,215.0,106.0,24.0,61.0,0.0,2015.0
173,13121009000,761.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,17.0,111.0,109.0,235.0,153.0,32.0,47.0,0.0,2016.0
174,13121009000,890.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,77.0,93.0,286.0,180.0,148.0,40.0,0.0,2017.0
175,13121007002,457.0,457.0,0.0,17.0,0.0,0.0,0.0,23.0,20.0,22.0,18.0,17.0,20.0,3.0,34.0,154.0,0.0,59.0,13.0,0.0,46.0,11.0,0.0,0.0,2012.0
176,13121007002,459.0,459.0,0.0,21.0,0.0,0.0,0.0,0.0,31.0,13.0,0.0,60.0,0.0,39.0,0.0,126.0,62.0,12.0,20.0,15.0,60.0,0.0,0.0,0.0,2013.0
177,13121007002,467.0,467.0,0.0,0.0,0.0,21.0,0.0,0.0,41.0,16.0,0.0,58.0,0.0,64.0,14.0,81.0,61.0,22.0,10.0,20.0,59.0,0.0,0.0,0.0,2014.0
178,13121007002,519.0,519.0,29.0,0.0,0.0,13.0,0.0,0.0,58.0,0.0,25.0,69.0,0.0,96.0,10.0,98.0,54.0,15.0,8.0,21.0,23.0,0.0,0.0,0.0,2015.0
179,13121007002,538.0,532.0,31.0,0.0,0.0,7.0,0.0,0.0,43.0,24.0,0.0,62.0,24.0,91.0,20.0,53.0,122.0,32.0,0.0,23.0,0.0,0.0,0.0,0.0,2016.0
180,13121007002,643.0,634.0,39.0,0.0,0.0,9.0,0.0,0.0,33.0,24.0,0.0,86.0,26.0,120.0,36.0,43.0,32.0,156.0,0.0,0.0,30.0,0.0,0.0,0.0,2017.0
181,13121009900,542.0,525.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,22.0,72.0,75.0,132.0,91.0,28.0,36.0,17.0,2012.0
182,13121009900,635.0,635.0,0.0,0.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,42.0,91.0,85.0,196.0,141.0,25.0,10.0,0.0,2013.0
183,13121009900,607.0,607.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,45.0,105.0,15.0,249.0,101.0,36.0,21.0,0.0,2014.0
184,13121009900,578.0,578.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,61.0,85.0,0.0,236.0,92.0,59.0,0.0,0.0,2015.0
185,13121009900,627.0,627.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,55.0,64.0,58.0,243.0,103.0,65.0,0.0,0.0,2016.0
186,13121009900,634.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,26.0,276.0,189.0,85.0,0.0,0.0,2017.0
187,13121010303,1048.0,1048.0,0.0,63.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,98.0,213.0,175.0,109.0,124.0,117.0,51.0,0.0,0.0,2012.0
188,13121010303,1241.0,1241.0,0.0,45.0,57.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,101.0,92.0,354.0,130.0,199.0,120.0,66.0,0.0,0.0,2013.0
189,13121010303,1263.0,1263.0,0.0,46.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,29.0,369.0,184.0,184.0,86.0,98.0,0.0,0.0,2014.0
190,13121010303,1295.0,1295.0,0.0,58.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,178.0,50.0,469.0,148.0,246.0,50.0,0.0,0.0,0.0,2015.0
191,13121010303,1205.0,1205.0,0.0,55.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,65.0,478.0,167.0,212.0,71.0,35.0,0.0,0.0,2016.0
192,13121010303,1148.0,1148.0,0.0,60.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,86.0,270.0,226.0,301.0,73.0,29.0,0.0,0.0,2017.0
193,13121001700,1010.0,1003.0,144.0,53.0,0.0,0.0,0.0,18.0,0.0,29.0,27.0,82.0,43.0,106.0,7.0,15.0,29.0,39.0,98.0,154.0,92.0,52.0,15.0,7.0,2012.0
194,13121001700,1301.0,1297.0,149.0,69.0,25.0,0.0,30.0,16.0,0.0,32.0,37.0,70.0,46.0,94.0,7.0,16.0,29.0,45.0,137.0,231.0,157.0,95.0,12.0,4.0,2013.0
195,13121001700,1391.0,1386.0,102.0,17.0,38.0,19.0,21.0,16.0,0.0,12.0,58.0,98.0,10.0,72.0,24.0,40.0,47.0,100.0,130.0,234.0,204.0,135.0,9.0,5.0,2014.0
196,13121001700,1546.0,1540.0,87.0,8.0,52.0,19.0,18.0,17.0,0.0,0.0,47.0,72.0,60.0,48.0,43.0,67.0,47.0,150.0,151.0,176.0,244.0,227.0,7.0,0.0,2015.0
197,13121001700,1680.0,1680.0,22.0,8.0,76.0,20.0,20.0,18.0,0.0,0.0,55.0,33.0,59.0,7.0,21.0,0.0,93.0,213.0,141.0,178.0,311.0,336.0,55.0,14.0,2016.0
198,13121001700,1797.0,1797.0,22.0,34.0,66.0,80.0,20.0,0.0,0.0,0.0,49.0,15.0,45.0,0.0,20.0,0.0,75.0,126.0,121.0,215.0,312.0,448.0,133.0,16.0,2017.0
199,13121000600,1627.0,1604.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,92.0,75.0,111.0,223.0,158.0,304.0,274.0,175.0,106.0,23.0,2012.0
200,13121000600,1710.0,1665.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,18.0,0.0,67.0,71.0,52.0,261.0,250.0,466.0,225.0,149.0,74.0,45.0,2013.0
201,13121000600,1778.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,40.0,20.0,57.0,15.0,42.0,297.0,204.0,501.0,292.0,168.0,45.0,30.0,2014.0
202,13121000600,1825.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,59.0,83.0,0.0,49.0,273.0,197.0,524.0,313.0,224.0,0.0,0.0,2015.0
203,13121000600,1780.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.0,3.0,34.0,128.0,0.0,21.0,108.0,157.0,516.0,223.0,370.0,8.0,0.0,2016.0
204,13121000600,1907.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,72.0,9.0,57.0,87.0,19.0,0.0,91.0,128.0,463.0,282.0,542.0,8.0,0.0,2017.0
205,13121000200,1018.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,31.0,39.0,126.0,0.0,137.0,251.0,141.0,54.0,76.0,60.0,29.0,2012.0
206,13121000200,968.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,29.0,36.0,153.0,0.0,132.0,174.0,232.0,66.0,11.0,61.0,38.0,2013.0
207,13121000200,869.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,39.0,123.0,8.0,143.0,200.0,123.0,60.0,25.0,59.0,46.0,2014.0
208,13121000200,893.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,123.0,0.0,133.0,199.0,159.0,126.0,33.0,28.0,26.0,2015.0
209,13121000200,920.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,127.0,0.0,71.0,226.0,192.0,135.0,68.0,12.0,13.0,2016.0
210,13121000200,832.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,71.0,43.0,112.0,235.0,120.0,147.0,12.0,15.0,2017.0
211,13121000400,445.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,61.0,0.0,0.0,110.0,33.0,41.0,78.0,61.0,39.0,0.0,2012.0
