,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
82,13121001100,164.0,0.0,15.0,16.0,0.0,0.0,13.0,0.0,142.0,0.0,16.0,17.0,0.0,23.0,0.0,86.0,129.0,10.0,0.0,8.0,12.0,11.0,61.0,19.0,209.0,75.0,57.0,48.0,16.0,0.0,13.0,0.0,260.0,91.0,84.0,23.0,16.0,0.0,18.0,12.0,2015.0
83,13121001100,90.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,214.0,0.0,13.0,31.0,0.0,21.0,0.0,149.0,63.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,136.0,0.0,67.0,44.0,14.0,0.0,11.0,0.0,354.0,123.0,126.0,37.0,14.0,16.0,15.0,10.0,2016.0
84,13121001100,109.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,166.0,0.0,14.0,31.0,0.0,8.0,0.0,113.0,57.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,66.0,0.0,0.0,41.0,14.0,0.0,11.0,0.0,327.0,110.0,140.0,17.0,14.0,31.0,15.0,0.0,2017.0
85,13121002500,94.0,0.0,0.0,22.0,0.0,0.0,0.0,72.0,201.0,15.0,5.0,0.0,9.0,0.0,30.0,137.0,216.0,14.0,25.0,21.0,49.0,15.0,62.0,30.0,69.0,0.0,32.0,29.0,0.0,8.0,0.0,0.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,2014.0
86,13121002500,106.0,0.0,0.0,5.0,0.0,0.0,0.0,85.0,195.0,16.0,4.0,0.0,14.0,0.0,26.0,130.0,218.0,18.0,34.0,19.0,29.0,9.0,87.0,22.0,104.0,0.0,54.0,41.0,0.0,9.0,0.0,0.0,28.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2015.0
87,13121002500,128.0,0.0,0.0,6.0,0.0,0.0,0.0,103.0,205.0,24.0,5.0,0.0,17.0,0.0,11.0,148.0,228.0,17.0,34.0,27.0,29.0,8.0,91.0,16.0,99.0,0.0,41.0,41.0,0.0,17.0,0.0,0.0,70.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,2016.0
88,13121002500,123.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,163.0,18.0,6.0,0.0,21.0,0.0,0.0,110.0,233.0,15.0,20.0,42.0,30.0,20.0,62.0,39.0,115.0,0.0,33.0,64.0,0.0,18.0,0.0,0.0,72.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,2017.0
89,13121004200,439.0,7.0,8.0,91.0,45.0,0.0,40.0,193.0,198.0,29.0,18.0,35.0,24.0,0.0,60.0,25.0,257.0,67.0,8.0,5.0,69.0,21.0,54.0,33.0,66.0,0.0,45.0,21.0,0.0,0.0,0.0,0.0,110.0,81.0,24.0,5.0,0.0,0.0,0.0,0.0,2014.0
90,13121004200,369.0,7.0,15.0,68.0,40.0,0.0,30.0,156.0,261.0,54.0,18.0,56.0,46.0,0.0,40.0,39.0,231.0,50.0,7.0,7.0,27.0,31.0,72.0,37.0,88.0,28.0,23.0,7.0,0.0,30.0,0.0,0.0,95.0,58.0,30.0,7.0,0.0,0.0,0.0,0.0,2015.0
91,13121004200,441.0,17.0,16.0,59.0,95.0,0.0,43.0,134.0,295.0,60.0,20.0,88.0,36.0,0.0,19.0,63.0,228.0,66.0,8.0,0.0,30.0,8.0,84.0,32.0,114.0,31.0,27.0,16.0,8.0,32.0,0.0,0.0,92.0,56.0,36.0,0.0,0.0,0.0,0.0,0.0,2016.0
92,13121004200,402.0,8.0,35.0,97.0,91.0,0.0,36.0,85.0,327.0,59.0,57.0,100.0,24.0,0.0,18.0,60.0,212.0,65.0,0.0,0.0,22.0,19.0,85.0,21.0,95.0,32.0,0.0,17.0,18.0,28.0,0.0,0.0,85.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,2017.0
93,13121009101,246.0,0.0,0.0,0.0,0.0,96.0,17.0,113.0,102.0,15.0,17.0,16.0,0.0,0.0,0.0,54.0,297.0,19.0,0.0,58.0,31.0,71.0,12.0,75.0,167.0,0.0,32.0,18.0,61.0,45.0,11.0,0.0,382.0,60.0,151.0,130.0,24.0,0.0,0.0,0.0,2014.0
94,13121009101,186.0,0.0,0.0,0.0,0.0,83.0,17.0,57.0,159.0,14.0,16.0,14.0,0.0,0.0,0.0,115.0,247.0,0.0,0.0,52.0,36.0,48.0,12.0,68.0,110.0,0.0,0.0,28.0,30.0,41.0,11.0,0.0,459.0,110.0,194.0,112.0,31.0,0.0,0.0,0.0,2015.0
95,13121009101,88.0,3.0,0.0,3.0,0.0,14.0,0.0,43.0,134.0,12.0,16.0,0.0,0.0,0.0,0.0,106.0,199.0,0.0,0.0,75.0,39.0,0.0,18.0,37.0,65.0,0.0,12.0,0.0,24.0,29.0,0.0,0.0,514.0,76.0,176.0,158.0,99.0,0.0,0.0,0.0,2016.0
96,13121009101,107.0,6.0,0.0,20.0,0.0,0.0,0.0,52.0,133.0,14.0,15.0,0.0,0.0,0.0,0.0,104.0,48.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,155.0,0.0,12.0,95.0,12.0,20.0,16.0,0.0,475.0,67.0,162.0,153.0,86.0,0.0,0.0,0.0,2017.0
97,13121008904,65.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,120.0,0.0,0.0,14.0,0.0,42.0,16.0,37.0,133.0,14.0,0.0,0.0,41.0,45.0,33.0,0.0,214.0,40.0,50.0,90.0,12.0,0.0,0.0,0.0,2014.0
98,13121008904,69.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,147.0,0.0,0.0,17.0,0.0,12.0,43.0,75.0,150.0,15.0,0.0,0.0,54.0,49.0,32.0,0.0,213.0,42.0,131.0,26.0,14.0,0.0,0.0,0.0,2015.0
99,13121008904,72.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,114.0,0.0,0.0,0.0,0.0,13.0,31.0,70.0,220.0,0.0,0.0,14.0,137.0,43.0,26.0,0.0,204.0,44.0,120.0,25.0,15.0,0.0,0.0,0.0,2016.0
100,13121008904,62.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,107.0,0.0,0.0,0.0,0.0,38.0,31.0,38.0,195.0,0.0,0.0,14.0,101.0,42.0,38.0,0.0,254.0,34.0,132.0,12.0,43.0,33.0,0.0,0.0,2017.0
101,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
102,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
103,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,41.0,27.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
104,13121003700,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
105,13121010211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,125.0,0.0,0.0,0.0,19.0,31.0,0.0,75.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,31.0,8.0,0.0,23.0,0.0,0.0,0.0,0.0,2014.0
106,13121010211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,66.0,0.0,0.0,0.0,16.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,58.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,2015.0
107,13121010211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,71.0,0.0,0.0,0.0,20.0,0.0,0.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,51.0,16.0,0.0,35.0,0.0,0.0,0.0,0.0,2016.0
108,13121010211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,69.0,0.0,0.0,0.0,16.0,0.0,0.0,53.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,45.0,16.0,0.0,29.0,0.0,0.0,0.0,0.0,2017.0
109,13121012000,447.0,5.0,0.0,42.0,30.0,32.0,14.0,216.0,187.0,0.0,14.0,16.0,12.0,16.0,32.0,97.0,66.0,7.0,41.0,0.0,0.0,0.0,18.0,0.0,97.0,19.0,17.0,23.0,16.0,22.0,0.0,0.0,51.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,2014.0
110,13121012000,356.0,5.0,0.0,38.0,25.0,40.0,5.0,160.0,228.0,0.0,14.0,15.0,19.0,20.0,28.0,132.0,93.0,13.0,36.0,0.0,20.0,16.0,8.0,0.0,125.0,25.0,15.0,28.0,17.0,23.0,17.0,0.0,65.0,49.0,16.0,0.0,0.0,0.0,0.0,0.0,2015.0
111,13121012000,290.0,0.0,0.0,34.0,17.0,36.0,0.0,111.0,236.0,0.0,27.0,22.0,16.0,20.0,32.0,119.0,147.0,20.0,15.0,0.0,54.0,23.0,12.0,23.0,209.0,58.0,33.0,36.0,15.0,26.0,33.0,8.0,22.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,2016.0
112,13121012000,203.0,0.0,0.0,39.0,11.0,21.0,7.0,68.0,225.0,0.0,17.0,15.0,31.0,17.0,33.0,98.0,203.0,20.0,35.0,15.0,41.0,24.0,14.0,54.0,211.0,49.0,49.0,30.0,27.0,0.0,48.0,8.0,34.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,2017.0
113,13121009000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,122.0,0.0,0.0,0.0,7.0,66.0,37.0,12.0,122.0,0.0,0.0,60.0,32.0,30.0,0.0,0.0,115.0,21.0,60.0,24.0,10.0,0.0,0.0,0.0,2014.0
114,13121009000,87.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,100.0,0.0,0.0,0.0,9.0,37.0,34.0,20.0,138.0,0.0,0.0,71.0,26.0,27.0,0.0,14.0,141.0,33.0,49.0,48.0,11.0,0.0,0.0,0.0,2015.0
115,13121009000,57.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,67.0,0.0,0.0,0.0,0.0,8.0,32.0,27.0,103.0,0.0,0.0,62.0,25.0,0.0,0.0,16.0,235.0,25.0,58.0,86.0,18.0,26.0,0.0,0.0,2016.0
116,13121009000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,82.0,0.0,0.0,0.0,0.0,8.0,10.0,64.0,158.0,0.0,0.0,58.0,26.0,49.0,10.0,15.0,281.0,23.0,43.0,107.0,55.0,29.0,0.0,0.0,2017.0
117,13121007002,144.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,109.0,21.0,0.0,0.0,0.0,59.0,0.0,29.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,49.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,2014.0
118,13121007002,122.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,146.0,0.0,0.0,7.0,0.0,0.0,0.0,139.0,79.0,35.0,0.0,0.0,0.0,44.0,0.0,0.0,72.0,0.0,47.0,22.0,0.0,0.0,3.0,0.0,87.0,34.0,53.0,0.0,0.0,0.0,0.0,0.0,2015.0
119,13121007002,79.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,158.0,0.0,0.0,8.0,0.0,0.0,0.0,144.0,80.0,30.0,0.0,0.0,10.0,15.0,25.0,0.0,129.0,0.0,110.0,11.0,0.0,0.0,8.0,0.0,37.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,2016.0
120,13121007002,57.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,203.0,0.0,0.0,8.0,0.0,0.0,0.0,186.0,98.0,40.0,0.0,0.0,10.0,13.0,25.0,10.0,165.0,0.0,113.0,44.0,0.0,0.0,8.0,0.0,89.0,38.0,28.0,23.0,0.0,0.0,0.0,0.0,2017.0
121,13121009900,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,81.0,0.0,0.0,0.0,11.0,25.0,14.0,31.0,164.0,0.0,47.0,24.0,0.0,46.0,47.0,0.0,84.0,22.0,12.0,14.0,0.0,0.0,36.0,0.0,2014.0
122,13121009900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,55.0,0.0,0.0,0.0,13.0,13.0,16.0,13.0,205.0,0.0,0.0,74.0,0.0,54.0,61.0,16.0,95.0,28.0,14.0,34.0,0.0,0.0,19.0,0.0,2015.0
123,13121009900,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,63.0,0.0,0.0,0.0,12.0,12.0,16.0,23.0,242.0,0.0,0.0,67.0,55.0,47.0,58.0,15.0,84.0,20.0,13.0,34.0,0.0,0.0,17.0,0.0,2016.0
124,13121009900,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,207.0,0.0,0.0,39.0,79.0,13.0,58.0,18.0,88.0,11.0,13.0,52.0,12.0,0.0,0.0,0.0,2017.0
125,13121010303,142.0,0.0,0.0,0.0,0.0,0.0,46.0,96.0,131.0,0.0,18.0,0.0,0.0,0.0,0.0,113.0,203.0,0.0,0.0,0.0,0.0,12.0,121.0,70.0,225.0,0.0,16.0,17.0,118.0,45.0,29.0,0.0,162.0,0.0,71.0,0.0,71.0,20.0,0.0,0.0,2014.0
126,13121010303,154.0,0.0,0.0,0.0,0.0,0.0,45.0,109.0,135.0,0.0,18.0,0.0,0.0,0.0,0.0,117.0,175.0,0.0,0.0,0.0,0.0,54.0,111.0,10.0,309.0,13.0,17.0,50.0,105.0,43.0,81.0,0.0,240.0,0.0,114.0,17.0,97.0,12.0,0.0,0.0,2015.0
127,13121010303,116.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,155.0,0.0,17.0,0.0,0.0,0.0,0.0,138.0,181.0,0.0,0.0,0.0,0.0,53.0,85.0,43.0,293.0,10.0,16.0,69.0,35.0,82.0,81.0,0.0,185.0,35.0,99.0,34.0,0.0,17.0,0.0,0.0,2016.0
128,13121010303,129.0,0.0,0.0,0.0,0.0,0.0,45.0,64.0,112.0,0.0,16.0,0.0,0.0,0.0,0.0,96.0,171.0,0.0,0.0,0.0,15.0,54.0,59.0,43.0,258.0,15.0,17.0,75.0,55.0,0.0,96.0,0.0,331.0,37.0,121.0,39.0,98.0,36.0,0.0,0.0,2017.0
129,13121001700,410.0,35.0,0.0,0.0,0.0,0.0,21.0,276.0,180.0,0.0,0.0,9.0,21.0,16.0,0.0,129.0,178.0,0.0,0.0,33.0,10.0,35.0,59.0,41.0,90.0,0.0,30.0,6.0,20.0,34.0,0.0,0.0,198.0,0.0,60.0,97.0,41.0,0.0,0.0,0.0,2014.0
130,13121001700,350.0,22.0,0.0,0.0,0.0,0.0,20.0,231.0,149.0,0.0,0.0,6.0,18.0,17.0,0.0,102.0,179.0,0.0,0.0,26.0,9.0,73.0,56.0,15.0,170.0,0.0,44.0,5.0,74.0,36.0,0.0,11.0,275.0,26.0,76.0,98.0,65.0,0.0,10.0,0.0,2015.0
131,13121001700,252.0,0.0,0.0,0.0,0.0,0.0,20.0,158.0,115.0,0.0,0.0,0.0,20.0,18.0,0.0,77.0,193.0,29.0,0.0,7.0,11.0,59.0,56.0,31.0,229.0,0.0,19.0,23.0,81.0,41.0,25.0,40.0,386.0,28.0,85.0,186.0,63.0,13.0,11.0,0.0,2016.0
132,13121001700,176.0,0.0,0.0,0.0,0.0,0.0,20.0,93.0,167.0,0.0,0.0,29.0,20.0,32.0,0.0,86.0,195.0,61.0,0.0,0.0,0.0,54.0,47.0,33.0,207.0,0.0,19.0,24.0,75.0,25.0,22.0,42.0,370.0,0.0,56.0,186.0,66.0,42.0,20.0,0.0,2017.0
133,13121000600,393.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,108.0,0.0,0.0,0.0,0.0,14.0,0.0,64.0,224.0,0.0,0.0,0.0,22.0,27.0,59.0,116.0,388.0,25.0,0.0,116.0,103.0,69.0,31.0,44.0,354.0,116.0,93.0,98.0,17.0,10.0,20.0,0.0,2014.0
134,13121000600,513.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,117.0,0.0,0.0,0.0,0.0,12.0,0.0,75.0,193.0,0.0,0.0,0.0,0.0,30.0,36.0,127.0,373.0,15.0,5.0,149.0,88.0,72.0,25.0,19.0,327.0,89.0,51.0,162.0,16.0,0.0,9.0,0.0,2015.0
135,13121000600,394.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,141.0,0.0,0.0,0.0,0.0,11.0,3.0,100.0,245.0,0.0,0.0,0.0,26.0,31.0,40.0,139.0,268.0,24.0,20.0,47.0,86.0,56.0,7.0,18.0,335.0,75.0,67.0,133.0,15.0,0.0,45.0,0.0,2016.0
136,13121000600,358.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,171.0,0.0,0.0,0.0,0.0,10.0,9.0,131.0,208.0,0.0,0.0,0.0,30.0,9.0,62.0,89.0,242.0,27.0,25.0,33.0,50.0,87.0,0.0,9.0,413.0,0.0,94.0,182.0,25.0,54.0,47.0,0.0,2017.0
137,13121000200,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,106.0,0.0,0.0,0.0,16.0,8.0,62.0,8.0,106.0,0.0,21.0,41.0,0.0,31.0,0.0,0.0,198.0,83.0,86.0,14.0,15.0,0.0,0.0,0.0,2014.0
138,13121000200,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,127.0,0.0,0.0,0.0,18.0,10.0,72.0,18.0,95.0,0.0,15.0,41.0,0.0,39.0,0.0,0.0,182.0,68.0,87.0,18.0,9.0,0.0,0.0,0.0,2015.0
139,13121000200,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,127.0,0.0,0.0,0.0,20.0,0.0,78.0,20.0,82.0,0.0,0.0,40.0,0.0,42.0,0.0,0.0,192.0,49.0,103.0,32.0,8.0,0.0,0.0,0.0,2016.0
140,13121000200,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,120.0,0.0,0.0,0.0,18.0,0.0,80.0,22.0,66.0,0.0,0.0,24.0,0.0,42.0,0.0,0.0,183.0,29.0,103.0,40.0,11.0,0.0,0.0,0.0,2017.0
