,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
259,13121011800,515.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,157.0,0.0,8.0,0.0,12.0,17.0,65.0,55.0,163.0,0.0,8.0,23.0,37.0,22.0,54.0,19.0,133.0,0.0,23.0,5.0,51.0,18.0,36.0,0.0,81.0,16.0,44.0,16.0,0.0,0.0,0.0,5.0,2016.0
260,13121011800,446.0,0.0,0.0,5.0,0.0,0.0,0.0,123.0,109.0,0.0,8.0,0.0,11.0,0.0,26.0,64.0,131.0,0.0,0.0,0.0,45.0,34.0,34.0,18.0,146.0,0.0,37.0,23.0,36.0,10.0,40.0,0.0,72.0,25.0,26.0,21.0,0.0,0.0,0.0,0.0,2017.0
261,13089020600,106.0,0.0,0.0,0.0,0.0,12.0,0.0,90.0,105.0,0.0,0.0,0.0,0.0,0.0,59.0,46.0,106.0,8.0,0.0,0.0,10.0,13.0,38.0,37.0,82.0,0.0,0.0,20.0,15.0,5.0,42.0,0.0,54.0,9.0,6.0,28.0,7.0,4.0,0.0,0.0,2014.0
262,13089020600,128.0,0.0,0.0,0.0,0.0,11.0,0.0,85.0,99.0,0.0,0.0,0.0,0.0,0.0,33.0,66.0,118.0,3.0,0.0,0.0,10.0,35.0,52.0,18.0,62.0,0.0,0.0,11.0,17.0,6.0,28.0,0.0,81.0,43.0,6.0,21.0,7.0,4.0,0.0,0.0,2015.0
263,13089020600,124.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,148.0,0.0,0.0,0.0,0.0,15.0,20.0,113.0,158.0,7.0,0.0,0.0,11.0,25.0,65.0,50.0,73.0,0.0,0.0,9.0,20.0,21.0,23.0,0.0,72.0,44.0,6.0,14.0,8.0,0.0,0.0,0.0,2016.0
264,13089020600,122.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,167.0,0.0,0.0,0.0,0.0,0.0,18.0,149.0,113.0,8.0,0.0,0.0,11.0,25.0,47.0,22.0,54.0,0.0,0.0,10.0,22.0,22.0,0.0,0.0,29.0,9.0,6.0,7.0,7.0,0.0,0.0,0.0,2017.0
265,13089020400,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,60.0,0.0,0.0,8.0,9.0,0.0,29.0,14.0,125.0,26.0,32.0,53.0,14.0,0.0,0.0,0.0,76.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,2014.0
266,13089020400,34.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,44.0,0.0,0.0,7.0,0.0,21.0,7.0,9.0,158.0,29.0,51.0,63.0,15.0,0.0,0.0,0.0,79.0,51.0,28.0,0.0,0.0,0.0,0.0,0.0,2015.0
267,13089020400,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,72.0,0.0,0.0,8.0,0.0,33.0,31.0,0.0,177.0,25.0,45.0,82.0,25.0,0.0,0.0,0.0,63.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,2016.0
268,13089020400,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,69.0,0.0,0.0,10.0,0.0,20.0,39.0,0.0,190.0,27.0,43.0,96.0,8.0,16.0,0.0,0.0,67.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,2017.0
269,13089020500,115.0,22.0,0.0,0.0,0.0,0.0,12.0,68.0,97.0,35.0,0.0,8.0,0.0,0.0,21.0,33.0,155.0,0.0,24.0,8.0,0.0,60.0,18.0,45.0,158.0,23.0,59.0,46.0,30.0,0.0,0.0,0.0,78.0,26.0,29.0,16.0,7.0,0.0,0.0,0.0,2014.0
270,13089020500,156.0,25.0,11.0,0.0,0.0,0.0,0.0,120.0,84.0,8.0,0.0,8.0,0.0,10.0,28.0,30.0,159.0,0.0,24.0,9.0,0.0,63.0,19.0,44.0,133.0,28.0,30.0,49.0,26.0,0.0,0.0,0.0,93.0,21.0,33.0,32.0,7.0,0.0,0.0,0.0,2015.0
271,13089020500,263.0,27.0,14.0,0.0,0.0,0.0,0.0,173.0,136.0,15.0,43.0,11.0,0.0,11.0,39.0,17.0,106.0,0.0,11.0,12.0,10.0,32.0,24.0,17.0,124.0,19.0,23.0,53.0,22.0,0.0,7.0,0.0,50.0,7.0,0.0,36.0,7.0,0.0,0.0,0.0,2016.0
272,13089020500,210.0,13.0,12.0,0.0,0.0,0.0,11.0,127.0,106.0,13.0,61.0,0.0,0.0,12.0,0.0,20.0,64.0,0.0,0.0,0.0,10.0,26.0,25.0,3.0,99.0,7.0,21.0,32.0,30.0,0.0,9.0,0.0,53.0,10.0,0.0,40.0,0.0,3.0,0.0,0.0,2017.0
273,13089020801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,38.0,0.0,9.0,0.0,29.0,0.0,0.0,0.0,2014.0
274,13089020801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,2015.0
275,13089020801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,33.0,0.0,0.0,0.0,0.0,14.0,40.0,0.0,5.0,4.0,31.0,0.0,0.0,0.0,2016.0
276,13089020801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,29.0,0.0,0.0,0.0,0.0,9.0,44.0,0.0,4.0,11.0,29.0,0.0,0.0,0.0,2017.0
277,13089020900,216.0,0.0,0.0,53.0,11.0,0.0,0.0,87.0,88.0,0.0,0.0,0.0,0.0,0.0,36.0,52.0,148.0,0.0,0.0,0.0,0.0,38.0,47.0,63.0,243.0,46.0,42.0,25.0,0.0,29.0,101.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2014.0
278,13089020900,272.0,0.0,0.0,37.0,14.0,0.0,38.0,93.0,96.0,0.0,0.0,0.0,0.0,0.0,40.0,56.0,164.0,14.0,0.0,0.0,0.0,45.0,48.0,57.0,239.0,51.0,50.0,27.0,0.0,30.0,81.0,0.0,66.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,2015.0
279,13089020900,212.0,0.0,0.0,43.0,14.0,0.0,32.0,67.0,97.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,181.0,13.0,0.0,27.0,0.0,44.0,42.0,55.0,109.0,0.0,52.0,21.0,0.0,36.0,0.0,0.0,79.0,0.0,38.0,34.0,0.0,0.0,7.0,0.0,2016.0
280,13089020900,167.0,0.0,0.0,0.0,16.0,0.0,30.0,71.0,87.0,0.0,0.0,0.0,0.0,0.0,30.0,57.0,130.0,17.0,0.0,27.0,0.0,44.0,16.0,26.0,135.0,14.0,58.0,63.0,0.0,0.0,0.0,0.0,126.0,0.0,17.0,87.0,13.0,0.0,9.0,0.0,2017.0
281,13121001002,149.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,0.0,0.0,0.0,0.0,9.0,0.0,30.0,49.0,0.0,0.0,0.0,17.0,16.0,3.0,13.0,63.0,0.0,0.0,16.0,33.0,6.0,2.0,6.0,65.0,19.0,22.0,3.0,21.0,0.0,0.0,0.0,2014.0
282,13121001002,160.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,67.0,0.0,0.0,0.0,16.0,18.0,11.0,22.0,61.0,0.0,0.0,0.0,24.0,19.0,5.0,8.0,76.0,24.0,25.0,2.0,22.0,3.0,0.0,0.0,2015.0
283,13121001002,164.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,58.0,0.0,0.0,0.0,9.0,13.0,9.0,27.0,53.0,0.0,0.0,0.0,21.0,16.0,3.0,9.0,86.0,17.0,22.0,12.0,27.0,8.0,0.0,0.0,2016.0
284,13121001002,185.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,55.0,0.0,0.0,0.0,4.0,10.0,13.0,28.0,69.0,0.0,0.0,0.0,18.0,32.0,11.0,4.0,94.0,18.0,24.0,15.0,17.0,8.0,12.0,0.0,2017.0
285,13121000700,42.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,13.0,0.0,8.0,0.0,3.0,0.0,2014.0
286,13121000700,38.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,16.0,0.0,6.0,0.0,4.0,0.0,2015.0
287,13121000700,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,46.0,8.0,13.0,18.0,2.0,0.0,5.0,0.0,2016.0
288,13121000700,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,63.0,19.0,20.0,13.0,0.0,0.0,11.0,0.0,2017.0
289,13121008700,269.0,17.0,5.0,0.0,0.0,0.0,0.0,190.0,383.0,60.0,16.0,20.0,16.0,39.0,110.0,122.0,437.0,27.0,29.0,44.0,115.0,28.0,46.0,119.0,131.0,8.0,0.0,26.0,67.0,22.0,0.0,8.0,166.0,111.0,55.0,0.0,0.0,0.0,0.0,0.0,2014.0
290,13121008700,289.0,19.0,5.0,0.0,21.0,0.0,0.0,156.0,404.0,36.0,22.0,18.0,15.0,46.0,130.0,137.0,454.0,25.0,11.0,63.0,136.0,28.0,39.0,118.0,167.0,54.0,0.0,42.0,62.0,0.0,0.0,9.0,144.0,81.0,54.0,0.0,0.0,0.0,0.0,0.0,2015.0
291,13121008700,200.0,19.0,0.0,0.0,21.0,0.0,0.0,80.0,504.0,31.0,21.0,18.0,8.0,25.0,205.0,196.0,503.0,24.0,0.0,115.0,193.0,81.0,22.0,59.0,160.0,44.0,22.0,42.0,43.0,0.0,0.0,9.0,107.0,25.0,39.0,34.0,0.0,0.0,0.0,0.0,2016.0
292,13121008700,190.0,0.0,40.0,0.0,27.0,0.0,0.0,60.0,571.0,50.0,0.0,39.0,65.0,51.0,176.0,190.0,478.0,18.0,0.0,144.0,164.0,91.0,16.0,36.0,307.0,28.0,68.0,57.0,83.0,46.0,0.0,10.0,127.0,46.0,34.0,38.0,0.0,0.0,0.0,0.0,2017.0
293,13089020100,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,47.0,0.0,26.0,0.0,0.0,7.0,0.0,14.0,81.0,0.0,0.0,15.0,7.0,52.0,7.0,0.0,2014.0
294,13089020100,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,16.0,0.0,0.0,6.0,0.0,6.0,58.0,0.0,0.0,0.0,7.0,45.0,6.0,0.0,2015.0
295,13089020100,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,32.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,58.0,0.0,0.0,0.0,7.0,44.0,7.0,0.0,2016.0
296,13089020100,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,22.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2017.0
297,13089020200,35.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,53.0,0.0,0.0,6.0,0.0,0.0,0.0,47.0,80.0,0.0,0.0,42.0,0.0,8.0,30.0,0.0,77.0,0.0,26.0,35.0,8.0,8.0,0.0,0.0,61.0,17.0,30.0,8.0,6.0,0.0,0.0,0.0,2014.0
298,13089020200,39.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,55.0,0.0,0.0,7.0,0.0,0.0,0.0,48.0,70.0,0.0,0.0,35.0,0.0,8.0,27.0,0.0,22.0,0.0,6.0,0.0,8.0,8.0,0.0,0.0,110.0,54.0,18.0,31.0,7.0,0.0,0.0,0.0,2015.0
299,13089020200,37.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,0.0,0.0,29.0,0.0,7.0,29.0,0.0,33.0,0.0,6.0,20.0,0.0,7.0,0.0,0.0,106.0,62.0,18.0,20.0,6.0,0.0,0.0,0.0,2016.0
300,13089020200,44.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,0.0,0.0,8.0,0.0,8.0,26.0,0.0,46.0,0.0,0.0,38.0,0.0,8.0,0.0,0.0,133.0,72.0,28.0,33.0,0.0,0.0,0.0,0.0,2017.0
301,13089020300,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,92.0,0.0,10.0,33.0,17.0,26.0,0.0,6.0,142.0,12.0,25.0,35.0,30.0,29.0,11.0,0.0,2014.0
302,13089020300,57.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,69.0,0.0,0.0,26.0,0.0,0.0,43.0,0.0,97.0,0.0,9.0,33.0,19.0,30.0,0.0,6.0,102.0,0.0,36.0,24.0,0.0,33.0,9.0,0.0,2015.0
303,13089020300,53.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,97.0,0.0,9.0,29.0,25.0,28.0,0.0,6.0,116.0,21.0,26.0,23.0,0.0,30.0,8.0,8.0,2016.0
304,13089020300,56.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,102.0,0.0,10.0,38.0,19.0,28.0,0.0,7.0,100.0,24.0,0.0,27.0,0.0,33.0,8.0,8.0,2017.0
305,13121006802,290.0,12.0,0.0,0.0,8.0,0.0,0.0,101.0,57.0,7.0,0.0,26.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,23.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
306,13121006802,308.0,21.0,0.0,0.0,7.0,0.0,6.0,100.0,39.0,6.0,0.0,22.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,23.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
307,13121006802,300.0,33.0,0.0,0.0,8.0,0.0,9.0,108.0,45.0,5.0,0.0,24.0,0.0,5.0,5.0,6.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,31.0,11.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
308,13121006802,259.0,33.0,0.0,5.0,10.0,0.0,10.0,77.0,86.0,8.0,0.0,22.0,0.0,8.0,14.0,34.0,47.0,13.0,13.0,7.0,0.0,0.0,7.0,0.0,37.0,12.0,22.0,3.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
309,13121006900,62.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,111.0,0.0,0.0,15.0,23.0,32.0,20.0,21.0,53.0,0.0,34.0,0.0,19.0,0.0,0.0,0.0,93.0,50.0,6.0,29.0,8.0,0.0,0.0,0.0,2014.0
310,13121006900,35.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,115.0,0.0,0.0,39.0,20.0,29.0,12.0,15.0,103.0,20.0,14.0,36.0,17.0,0.0,16.0,0.0,125.0,64.0,28.0,25.0,8.0,0.0,0.0,0.0,2015.0
311,13121006900,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,115.0,0.0,0.0,26.0,20.0,26.0,27.0,16.0,140.0,18.0,39.0,44.0,28.0,0.0,11.0,0.0,95.0,62.0,27.0,0.0,6.0,0.0,0.0,0.0,2016.0
312,13121006900,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,129.0,0.0,0.0,25.0,20.0,23.0,47.0,14.0,126.0,26.0,23.0,45.0,16.0,0.0,16.0,0.0,123.0,52.0,53.0,0.0,18.0,0.0,0.0,0.0,2017.0
313,13121007001,262.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,163.0,0.0,0.0,36.0,47.0,0.0,36.0,44.0,84.0,16.0,10.0,49.0,9.0,0.0,0.0,0.0,69.0,29.0,14.0,26.0,0.0,0.0,0.0,0.0,2014.0
314,13121007001,255.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,204.0,0.0,0.0,0.0,0.0,8.0,0.0,167.0,156.0,0.0,0.0,32.0,58.0,0.0,8.0,58.0,119.0,33.0,22.0,47.0,8.0,9.0,0.0,0.0,46.0,0.0,20.0,26.0,0.0,0.0,0.0,0.0,2015.0
315,13121007001,301.0,0.0,0.0,0.0,21.0,7.0,0.0,152.0,189.0,0.0,0.0,0.0,0.0,11.0,0.0,157.0,133.0,0.0,0.0,32.0,57.0,7.0,9.0,28.0,113.0,34.0,9.0,31.0,30.0,9.0,0.0,0.0,65.0,0.0,19.0,46.0,0.0,0.0,0.0,0.0,2016.0
316,13121007001,192.0,0.0,0.0,0.0,21.0,5.0,0.0,123.0,179.0,0.0,0.0,0.0,0.0,11.0,0.0,146.0,222.0,0.0,0.0,44.0,64.0,29.0,41.0,44.0,137.0,67.0,11.0,16.0,36.0,7.0,0.0,0.0,78.0,0.0,20.0,47.0,0.0,11.0,0.0,0.0,2017.0
317,13121007602,117.0,4.0,0.0,0.0,0.0,0.0,0.0,108.0,89.0,4.0,0.0,6.0,8.0,0.0,0.0,65.0,154.0,0.0,11.0,8.0,21.0,19.0,22.0,73.0,116.0,0.0,14.0,90.0,0.0,12.0,0.0,0.0,66.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,2014.0
