,GEOID,CONTRACT RENT_Estimate!!Total,CONTRACT RENT_Estimate!!Total!!With cash rent,CONTRACT RENT_Estimate!!Total!!With cash rent!!Less than $100,CONTRACT RENT_Estimate!!Total!!With cash rent!!$100 to $149,CONTRACT RENT_Estimate!!Total!!With cash rent!!$150 to $199,CONTRACT RENT_Estimate!!Total!!With cash rent!!$200 to $249,CONTRACT RENT_Estimate!!Total!!With cash rent!!$250 to $299,CONTRACT RENT_Estimate!!Total!!With cash rent!!$300 to $349,CONTRACT RENT_Estimate!!Total!!With cash rent!!$350 to $399,CONTRACT RENT_Estimate!!Total!!With cash rent!!$400 to $449,CONTRACT RENT_Estimate!!Total!!With cash rent!!$450 to $499,CONTRACT RENT_Estimate!!Total!!With cash rent!!$500 to $549,CONTRACT RENT_Estimate!!Total!!With cash rent!!$550 to $599,CONTRACT RENT_Estimate!!Total!!With cash rent!!$600 to $649,CONTRACT RENT_Estimate!!Total!!With cash rent!!$650 to $699,CONTRACT RENT_Estimate!!Total!!With cash rent!!$700 to $749,CONTRACT RENT_Estimate!!Total!!With cash rent!!$750 to $799,CONTRACT RENT_Estimate!!Total!!With cash rent!!$800 to $899,CONTRACT RENT_Estimate!!Total!!With cash rent!!$900 to $999,"CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,000 to $3,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,500 or more",CONTRACT RENT_Estimate!!Total!!No cash rent,YEAR
356,13089023108,1098.0,1064.0,18.0,0.0,0.0,17.0,52.0,7.0,0.0,22.0,10.0,34.0,73.0,55.0,110.0,120.0,192.0,245.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2017.0
357,13089023111,228.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,10.0,19.0,38.0,23.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2017.0
358,13089023112,1899.0,1854.0,0.0,16.0,29.0,18.0,16.0,9.0,22.0,0.0,0.0,160.0,296.0,423.0,259.0,275.0,147.0,112.0,11.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
359,13089023113,906.0,897.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,41.0,222.0,215.0,133.0,43.0,115.0,36.0,12.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,2017.0
360,13089023114,250.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,10.0,4.0,52.0,62.0,57.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,2017.0
361,13089023115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
362,13089023204,622.0,612.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,32.0,0.0,44.0,0.0,47.0,120.0,56.0,19.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2017.0
363,13089023206,1122.0,1107.0,0.0,0.0,0.0,89.0,15.0,28.0,0.0,58.0,24.0,0.0,28.0,35.0,13.0,83.0,99.0,160.0,240.0,225.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,2017.0
364,13089023208,902.0,885.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,101.0,95.0,14.0,53.0,69.0,158.0,158.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,17.0,2017.0
365,13089023209,381.0,381.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,18.0,4.0,139.0,111.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
366,13089023210,1371.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,45.0,131.0,24.0,59.0,164.0,122.0,82.0,282.0,313.0,43.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
367,13089023211,634.0,617.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,70.0,90.0,66.0,44.0,88.0,58.0,39.0,82.0,0.0,36.0,0.0,0.0,0.0,0.0,17.0,2017.0
368,13089023212,516.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,80.0,0.0,62.0,22.0,128.0,92.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
369,13089023213,1165.0,1142.0,0.0,0.0,0.0,20.0,0.0,14.0,10.0,17.0,0.0,52.0,66.0,80.0,54.0,89.0,86.0,347.0,125.0,110.0,72.0,0.0,0.0,0.0,0.0,0.0,23.0,2017.0
370,13089023214,1232.0,1225.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,52.0,72.0,24.0,251.0,54.0,96.0,61.0,259.0,167.0,144.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,2017.0
371,13089023303,1095.0,1079.0,66.0,21.0,46.0,3.0,4.0,20.0,22.0,33.0,42.0,48.0,25.0,68.0,101.0,49.0,109.0,78.0,144.0,115.0,15.0,63.0,0.0,0.0,7.0,0.0,16.0,2017.0
372,13089023306,455.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,95.0,0.0,15.0,0.0,0.0,84.0,63.0,150.0,0.0,0.0,0.0,0.0,0.0,41.0,2017.0
373,13089023309,1758.0,1758.0,0.0,0.0,0.0,0.0,38.0,85.0,0.0,0.0,17.0,45.0,124.0,0.0,187.0,17.0,135.0,466.0,336.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
374,13089023310,2929.0,2813.0,26.0,50.0,22.0,31.0,40.0,0.0,14.0,0.0,28.0,109.0,144.0,232.0,90.0,257.0,443.0,601.0,400.0,286.0,40.0,0.0,0.0,0.0,0.0,0.0,116.0,2017.0
375,13089023311,313.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,11.0,31.0,63.0,156.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
376,13089023312,734.0,692.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,17.0,0.0,0.0,42.0,0.0,0.0,39.0,18.0,137.0,103.0,166.0,109.0,0.0,0.0,0.0,0.0,0.0,42.0,2017.0
377,13089023313,486.0,486.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,26.0,0.0,6.0,22.0,0.0,0.0,23.0,0.0,72.0,136.0,168.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
378,13089023314,605.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,35.0,155.0,52.0,93.0,118.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2017.0
379,13089023315,262.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,8.0,22.0,134.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
380,13089023316,776.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,35.0,0.0,16.0,189.0,136.0,317.0,0.0,0.0,14.0,0.0,0.0,0.0,55.0,2017.0
381,13089023410,1079.0,1043.0,30.0,0.0,51.0,20.0,0.0,11.0,14.0,0.0,50.0,47.0,67.0,138.0,162.0,129.0,122.0,108.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2017.0
382,13089023411,558.0,558.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,162.0,19.0,43.0,23.0,21.0,0.0,100.0,105.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
383,13089023412,422.0,408.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,30.0,103.0,35.0,40.0,0.0,24.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2017.0
384,13089023413,161.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,0.0,0.0,0.0,0.0,11.0,0.0,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2017.0
385,13089023414,808.0,779.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,116.0,138.0,45.0,77.0,149.0,71.0,96.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2017.0
386,13089023416,872.0,854.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,12.0,223.0,178.0,253.0,99.0,0.0,0.0,0.0,0.0,0.0,18.0,2017.0
387,13089023418,3303.0,3249.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,59.0,50.0,169.0,440.0,658.0,821.0,657.0,230.0,102.0,0.0,0.0,0.0,0.0,54.0,2017.0
388,13089023419,751.0,736.0,0.0,41.0,14.0,0.0,12.0,4.0,0.0,12.0,0.0,11.0,0.0,36.0,46.0,57.0,66.0,124.0,98.0,176.0,39.0,0.0,0.0,0.0,0.0,0.0,15.0,2017.0
389,13089023421,1788.0,1751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,50.0,197.0,65.0,376.0,202.0,267.0,342.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2017.0
390,13089023422,536.0,527.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,113.0,160.0,141.0,62.0,0.0,0.0,0.0,0.0,0.0,9.0,2017.0
391,13089023423,496.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,37.0,13.0,0.0,0.0,0.0,0.0,16.0,77.0,156.0,0.0,0.0,42.0,0.0,0.0,66.0,2017.0
392,13089023424,399.0,330.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,22.0,0.0,35.0,45.0,123.0,49.0,27.0,0.0,0.0,0.0,0.0,69.0,2017.0
393,13089023425,608.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,15.0,117.0,159.0,188.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
394,13089023426,281.0,275.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,36.0,29.0,21.0,106.0,32.0,7.0,0.0,0.0,0.0,0.0,6.0,2017.0
395,13089023427,181.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,13.0,20.0,43.0,39.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2017.0
396,13089023428,2562.0,2562.0,0.0,0.0,21.0,0.0,0.0,14.0,30.0,0.0,0.0,40.0,52.0,148.0,225.0,543.0,280.0,664.0,280.0,207.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,2017.0
397,13089023501,846.0,839.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,61.0,117.0,25.0,103.0,138.0,24.0,162.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2017.0
398,13089023504,737.0,695.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,110.0,104.0,58.0,57.0,80.0,40.0,84.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2017.0
399,13089023505,375.0,364.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,36.0,51.0,150.0,36.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2017.0
400,13089023506,662.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,202.0,29.0,16.0,10.0,44.0,132.0,0.0,0.0,149.0,12.0,0.0,0.0,0.0,0.0,0.0,23.0,2017.0
401,13089023507,534.0,509.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,37.0,25.0,32.0,111.0,58.0,88.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2017.0
402,13089023601,328.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,19.0,43.0,13.0,41.0,57.0,64.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,2017.0
403,13089023602,324.0,304.0,4.0,0.0,0.0,6.0,4.0,0.0,4.0,42.0,4.0,23.0,0.0,7.0,0.0,51.0,54.0,31.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
404,13089023603,804.0,784.0,6.0,49.0,0.0,0.0,15.0,0.0,10.0,0.0,42.0,62.0,112.0,7.0,38.0,119.0,81.0,131.0,62.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,2017.0
405,13089023700,1398.0,1398.0,78.0,39.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,16.0,74.0,122.0,209.0,121.0,23.0,238.0,62.0,295.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,2017.0
406,13089023801,528.0,489.0,21.0,24.0,0.0,0.0,9.0,28.0,0.0,8.0,0.0,5.0,0.0,55.0,30.0,32.0,52.0,17.0,21.0,54.0,37.0,77.0,19.0,0.0,0.0,0.0,39.0,2017.0
407,13089023802,905.0,897.0,0.0,22.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,32.0,0.0,32.0,9.0,96.0,150.0,144.0,82.0,75.0,81.0,150.0,0.0,0.0,0.0,0.0,8.0,2017.0
408,13089023803,674.0,674.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,34.0,0.0,0.0,62.0,0.0,116.0,70.0,103.0,47.0,183.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,2017.0
494,13121000100,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,12.0,49.0,40.0,59.0,88.0,72.0,13.0,11.0,21.0,0.0,2017.0
495,13121000200,832.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,71.0,43.0,112.0,235.0,120.0,147.0,12.0,15.0,0.0,0.0,33.0,2017.0
496,13121000400,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,42.0,34.0,16.0,64.0,144.0,23.0,4.0,0.0,0.0,0.0,2017.0
497,13121000500,1316.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,75.0,13.0,15.0,65.0,0.0,65.0,76.0,113.0,266.0,266.0,78.0,108.0,29.0,36.0,12.0,75.0,2017.0
498,13121000600,1907.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,72.0,9.0,57.0,87.0,19.0,0.0,91.0,128.0,463.0,282.0,542.0,8.0,0.0,31.0,0.0,61.0,2017.0
499,13121000700,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,2.0,56.0,23.0,7.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,2017.0
500,13121001001,417.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,11.0,5.0,9.0,19.0,10.0,9.0,51.0,80.0,123.0,36.0,29.0,7.0,0.0,11.0,2017.0
501,13121001002,486.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,25.0,34.0,18.0,53.0,26.0,140.0,71.0,76.0,7.0,0.0,0.0,0.0,4.0,2017.0
502,13121001100,1478.0,1478.0,0.0,0.0,15.0,29.0,15.0,0.0,24.0,0.0,0.0,0.0,0.0,44.0,109.0,0.0,12.0,130.0,94.0,170.0,237.0,277.0,204.0,64.0,17.0,37.0,0.0,2017.0
503,13121001201,1875.0,1875.0,0.0,0.0,17.0,82.0,119.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,170.0,169.0,122.0,439.0,199.0,286.0,90.0,99.0,0.0,0.0,0.0,2017.0
504,13121001202,1494.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,254.0,271.0,350.0,226.0,217.0,51.0,0.0,0.0,24.0,19.0,2017.0
505,13121001300,1391.0,1391.0,0.0,40.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,103.0,71.0,73.0,122.0,120.0,187.0,317.0,185.0,119.0,27.0,0.0,0.0,0.0,0.0,2017.0
506,13121001400,711.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,41.0,22.0,83.0,53.0,207.0,116.0,145.0,20.0,0.0,0.0,0.0,0.0,2017.0
507,13121001500,1547.0,1516.0,0.0,19.0,56.0,96.0,33.0,0.0,0.0,0.0,31.0,42.0,96.0,58.0,153.0,70.0,96.0,157.0,106.0,258.0,135.0,35.0,46.0,0.0,29.0,0.0,31.0,2017.0
508,13121001600,1002.0,1002.0,0.0,0.0,10.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,17.0,45.0,38.0,92.0,114.0,67.0,41.0,285.0,204.0,50.0,0.0,8.0,0.0,0.0,2017.0
509,13121001700,1797.0,1797.0,22.0,34.0,66.0,80.0,20.0,0.0,0.0,0.0,49.0,15.0,45.0,0.0,20.0,0.0,75.0,126.0,121.0,215.0,312.0,448.0,133.0,16.0,0.0,0.0,0.0,2017.0
510,13121001800,2138.0,2108.0,172.0,32.0,79.0,240.0,63.0,51.0,14.0,84.0,12.0,142.0,32.0,0.0,72.0,51.0,28.0,102.0,38.0,570.0,228.0,98.0,0.0,0.0,0.0,0.0,30.0,2017.0
511,13121001900,910.0,891.0,25.0,0.0,10.0,0.0,37.0,15.0,0.0,10.0,78.0,0.0,0.0,19.0,0.0,33.0,0.0,48.0,62.0,252.0,185.0,79.0,18.0,20.0,0.0,0.0,19.0,2017.0
512,13121002100,511.0,511.0,9.0,17.0,3.0,6.0,6.0,0.0,64.0,0.0,1.0,0.0,22.0,9.0,79.0,12.0,0.0,97.0,26.0,64.0,38.0,45.0,13.0,0.0,0.0,0.0,0.0,2017.0
513,13121002300,387.0,378.0,14.0,0.0,9.0,7.0,0.0,10.0,11.0,11.0,20.0,34.0,79.0,29.0,20.0,5.0,28.0,67.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2017.0
514,13121002400,542.0,519.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,54.0,3.0,57.0,30.0,34.0,60.0,65.0,12.0,49.0,56.0,36.0,0.0,39.0,0.0,0.0,0.0,0.0,23.0,2017.0
515,13121002500,741.0,723.0,6.0,27.0,6.0,0.0,7.0,89.0,0.0,11.0,37.0,82.0,60.0,47.0,74.0,43.0,88.0,53.0,76.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2017.0
516,13121002600,535.0,523.0,28.0,8.0,7.0,0.0,10.0,0.0,0.0,7.0,22.0,10.0,0.0,17.0,42.0,101.0,62.0,79.0,36.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2017.0
517,13121002800,1244.0,1244.0,40.0,16.0,29.0,113.0,25.0,43.0,12.0,30.0,10.0,14.0,36.0,0.0,12.0,16.0,59.0,29.0,86.0,299.0,178.0,179.0,4.0,14.0,0.0,0.0,0.0,2017.0
518,13121002900,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,21.0,19.0,0.0,31.0,22.0,8.0,10.0,73.0,103.0,221.0,187.0,122.0,24.0,0.0,0.0,0.0,0.0,2017.0
519,13121003000,888.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,106.0,157.0,193.0,94.0,159.0,52.0,0.0,0.0,0.0,44.0,2017.0
520,13121003100,491.0,491.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,51.0,32.0,8.0,15.0,6.0,98.0,43.0,39.0,35.0,5.0,20.0,56.0,50.0,21.0,0.0,5.0,0.0,0.0,2017.0
521,13121003200,376.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,5.0,25.0,68.0,112.0,52.0,84.0,0.0,0.0,0.0,0.0,0.0,2017.0
522,13121003500,335.0,321.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,48.0,74.0,136.0,18.0,29.0,0.0,6.0,0.0,0.0,14.0,2017.0
523,13121003600,620.0,620.0,10.0,0.0,0.0,117.0,10.0,19.0,0.0,17.0,0.0,5.0,42.0,56.0,41.0,18.0,21.0,72.0,79.0,55.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,2017.0
524,13121003800,146.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,16.0,10.0,11.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
525,13121003900,514.0,469.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,6.0,12.0,56.0,18.0,58.0,58.0,69.0,0.0,71.0,47.0,42.0,13.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
526,13121004000,571.0,549.0,14.0,21.0,5.0,10.0,0.0,0.0,0.0,35.0,35.0,75.0,12.0,49.0,47.0,45.0,39.0,98.0,6.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2017.0
527,13121004100,447.0,427.0,0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,42.0,11.0,39.0,31.0,26.0,40.0,22.0,65.0,92.0,27.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
528,13121004200,1158.0,1127.0,69.0,138.0,80.0,210.0,97.0,70.0,53.0,6.0,0.0,8.0,67.0,6.0,10.0,11.0,37.0,104.0,90.0,53.0,11.0,0.0,0.0,7.0,0.0,0.0,31.0,2017.0
529,13121004300,562.0,562.0,22.0,14.0,14.0,6.0,26.0,24.0,0.0,28.0,15.0,0.0,7.0,18.0,71.0,32.0,73.0,64.0,41.0,55.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,2017.0
530,13121004400,1080.0,1053.0,236.0,55.0,57.0,69.0,40.0,48.0,56.0,11.0,0.0,0.0,8.0,48.0,86.0,38.0,23.0,112.0,50.0,99.0,0.0,17.0,0.0,0.0,0.0,0.0,27.0,2017.0
531,13121004800,559.0,519.0,58.0,40.0,30.0,14.0,5.0,4.0,0.0,11.0,10.0,0.0,13.0,0.0,26.0,34.0,42.0,33.0,33.0,101.0,42.0,7.0,10.0,0.0,0.0,6.0,40.0,2017.0
532,13121004900,354.0,354.0,0.0,0.0,9.0,18.0,57.0,0.0,0.0,3.0,0.0,29.0,44.0,11.0,0.0,0.0,10.0,10.0,7.0,57.0,40.0,59.0,0.0,0.0,0.0,0.0,0.0,2017.0
533,13121005000,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,30.0,12.0,0.0,6.0,40.0,65.0,57.0,33.0,26.0,18.0,5.0,0.0,0.0,0.0,2017.0
534,13121005200,829.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,76.0,0.0,17.0,0.0,0.0,34.0,231.0,261.0,115.0,54.0,0.0,0.0,0.0,24.0,2017.0
535,13121005300,465.0,445.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,32.0,62.0,44.0,72.0,103.0,0.0,9.0,0.0,0.0,20.0,2017.0
536,13121005501,623.0,556.0,30.0,9.0,24.0,10.0,0.0,0.0,9.0,32.0,9.0,0.0,36.0,54.0,34.0,44.0,0.0,141.0,16.0,57.0,48.0,3.0,0.0,0.0,0.0,0.0,67.0,2017.0
537,13121005502,902.0,892.0,78.0,39.0,16.0,8.0,78.0,18.0,49.0,35.0,59.0,37.0,10.0,62.0,29.0,55.0,66.0,149.0,75.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2017.0
538,13121005700,596.0,582.0,78.0,26.0,17.0,27.0,15.0,11.0,0.0,42.0,16.0,25.0,36.0,23.0,34.0,61.0,43.0,71.0,27.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,2017.0
539,13121005800,346.0,328.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,5.0,30.0,9.0,19.0,0.0,16.0,37.0,49.0,52.0,0.0,0.0,0.0,2.0,0.0,18.0,2017.0
540,13121006000,809.0,800.0,0.0,20.0,32.0,0.0,0.0,10.0,0.0,49.0,8.0,177.0,63.0,33.0,25.0,110.0,21.0,104.0,7.0,109.0,12.0,20.0,0.0,0.0,0.0,0.0,9.0,2017.0
541,13121006100,695.0,617.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,54.0,0.0,37.0,71.0,125.0,31.0,160.0,89.0,10.0,10.0,0.0,12.0,0.0,0.0,0.0,78.0,2017.0
542,13121006200,309.0,309.0,0.0,0.0,29.0,14.0,22.0,0.0,5.0,0.0,13.0,40.0,17.0,52.0,0.0,34.0,6.0,40.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
543,13121006300,363.0,318.0,0.0,0.0,0.0,11.0,0.0,18.0,7.0,35.0,0.0,30.0,0.0,42.0,19.0,63.0,19.0,33.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
544,13121006400,230.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,39.0,44.0,46.0,0.0,0.0,10.0,22.0,0.0,23.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,2017.0
545,13121006500,613.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,45.0,50.0,35.0,97.0,194.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,24.0,2017.0
546,13121006601,332.0,303.0,12.0,0.0,0.0,21.0,12.0,11.0,0.0,0.0,23.0,28.0,18.0,20.0,19.0,29.0,25.0,32.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2017.0
547,13121006602,366.0,354.0,15.0,0.0,0.0,0.0,28.0,24.0,20.0,11.0,46.0,15.0,37.0,56.0,41.0,5.0,27.0,22.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,2017.0
548,13121006700,954.0,929.0,143.0,18.0,56.0,20.0,0.0,28.0,26.0,18.0,30.0,150.0,19.0,24.0,0.0,67.0,36.0,141.0,109.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,2017.0
