,GEOID,OCCUPANCY STATUS_Estimate!!Total,OCCUPANCY STATUS_Estimate!!Total!!Occupied,OCCUPANCY STATUS_Estimate!!Total!!Vacant,YEAR
523,13121003000,1684.0,1511.0,173.0,2012.0
524,13121003000,1741.0,1590.0,151.0,2013.0
525,13121003000,1743.0,1661.0,82.0,2014.0
526,13121003000,1775.0,1715.0,60.0,2015.0
527,13121003000,1809.0,1762.0,47.0,2016.0
528,13121003000,1884.0,1770.0,114.0,2017.0
529,13121002400,1404.0,855.0,549.0,2012.0
530,13121002400,1376.0,728.0,648.0,2013.0
531,13121002400,1425.0,736.0,689.0,2014.0
532,13121002400,1458.0,879.0,579.0,2015.0
533,13121002400,1461.0,842.0,619.0,2016.0
534,13121002400,1478.0,878.0,600.0,2017.0
535,13121003200,1450.0,1259.0,191.0,2012.0
536,13121003200,1436.0,1251.0,185.0,2013.0
537,13121003200,1444.0,1279.0,165.0,2014.0
538,13121003200,1457.0,1261.0,196.0,2015.0
539,13121003200,1462.0,1188.0,274.0,2016.0
540,13121003200,1472.0,1161.0,311.0,2017.0
541,13121003100,808.0,711.0,97.0,2012.0
542,13121003100,802.0,702.0,100.0,2013.0
543,13121003100,834.0,774.0,60.0,2014.0
544,13121003100,825.0,764.0,61.0,2015.0
545,13121003100,860.0,795.0,65.0,2016.0
546,13121003100,951.0,833.0,118.0,2017.0
547,13121003500,865.0,692.0,173.0,2012.0
548,13121003500,813.0,638.0,175.0,2013.0
549,13121003500,738.0,593.0,145.0,2014.0
550,13121003500,740.0,610.0,130.0,2015.0
551,13121003500,748.0,631.0,117.0,2016.0
552,13121003500,713.0,562.0,151.0,2017.0
553,13121003800,315.0,241.0,74.0,2012.0
554,13121003800,291.0,183.0,108.0,2013.0
555,13121003800,282.0,202.0,80.0,2014.0
556,13121003800,298.0,203.0,95.0,2015.0
557,13121003800,282.0,184.0,98.0,2016.0
558,13121003800,289.0,171.0,118.0,2017.0
559,13121007808,1692.0,1302.0,390.0,2012.0
560,13121007808,1748.0,1314.0,434.0,2013.0
561,13121007808,1780.0,1333.0,447.0,2014.0
562,13121007808,1843.0,1390.0,453.0,2015.0
563,13121007808,1880.0,1454.0,426.0,2016.0
564,13121007808,1926.0,1451.0,475.0,2017.0
565,13121008000,2353.0,1779.0,574.0,2012.0
566,13121008000,2346.0,1842.0,504.0,2013.0
567,13121008000,2333.0,1864.0,469.0,2014.0
568,13121008000,2339.0,1844.0,495.0,2015.0
569,13121008000,2413.0,1869.0,544.0,2016.0
570,13121008000,2461.0,1915.0,546.0,2017.0
571,13121007807,1368.0,971.0,397.0,2012.0
572,13121007807,1414.0,960.0,454.0,2013.0
573,13121007807,1363.0,983.0,380.0,2014.0
574,13121007807,1375.0,943.0,432.0,2015.0
575,13121007807,1451.0,1049.0,402.0,2016.0
576,13121007807,1501.0,996.0,505.0,2017.0
577,13121007900,2352.0,2107.0,245.0,2012.0
578,13121007900,2414.0,2023.0,391.0,2013.0
579,13121007900,2358.0,2054.0,304.0,2014.0
580,13121007900,2412.0,2092.0,320.0,2015.0
581,13121007900,2428.0,2021.0,407.0,2016.0
582,13121007900,2468.0,2159.0,309.0,2017.0
583,13121008201,2940.0,2539.0,401.0,2012.0
584,13121008201,3026.0,2713.0,313.0,2013.0
585,13121008201,3009.0,2581.0,428.0,2014.0
586,13121008201,3046.0,2553.0,493.0,2015.0
587,13121008201,2982.0,2310.0,672.0,2016.0
588,13121008201,2913.0,2358.0,555.0,2017.0
589,13121008102,3339.0,2463.0,876.0,2012.0
590,13121008102,3260.0,2437.0,823.0,2013.0
591,13121008102,3101.0,2401.0,700.0,2014.0
592,13121008102,3169.0,2452.0,717.0,2015.0
593,13121008102,3302.0,2631.0,671.0,2016.0
594,13121008102,3282.0,2693.0,589.0,2017.0
595,13121004800,522.0,474.0,48.0,2012.0
596,13121004800,575.0,516.0,59.0,2013.0
597,13121004800,606.0,555.0,51.0,2014.0
598,13121004800,624.0,590.0,34.0,2015.0
599,13121004800,632.0,600.0,32.0,2016.0
600,13121004800,598.0,578.0,20.0,2017.0
601,13121005000,1072.0,943.0,129.0,2012.0
602,13121005000,1023.0,883.0,140.0,2013.0
603,13121005000,1016.0,836.0,180.0,2014.0
604,13121005000,1030.0,876.0,154.0,2015.0
605,13121005000,1033.0,908.0,125.0,2016.0
606,13121005000,1031.0,935.0,96.0,2017.0
607,13121003900,855.0,538.0,317.0,2012.0
608,13121003900,890.0,542.0,348.0,2013.0
609,13121003900,932.0,566.0,366.0,2014.0
610,13121003900,965.0,614.0,351.0,2015.0
611,13121003900,988.0,659.0,329.0,2016.0
612,13121003900,1089.0,737.0,352.0,2017.0
613,13121004100,1163.0,716.0,447.0,2012.0
614,13121004100,1150.0,696.0,454.0,2013.0
615,13121004100,1144.0,676.0,468.0,2014.0
616,13121004100,1140.0,683.0,457.0,2015.0
617,13121004100,1148.0,696.0,452.0,2016.0
618,13121004100,1161.0,662.0,499.0,2017.0
619,13121004900,1237.0,1084.0,153.0,2012.0
620,13121004900,1209.0,1080.0,129.0,2013.0
621,13121004900,1197.0,1045.0,152.0,2014.0
622,13121004900,1204.0,1126.0,78.0,2015.0
623,13121004900,1261.0,1178.0,83.0,2016.0
624,13121004900,1271.0,1077.0,194.0,2017.0
625,13121004000,1220.0,842.0,378.0,2012.0
626,13121004000,1234.0,879.0,355.0,2013.0
627,13121004000,1238.0,846.0,392.0,2014.0
628,13121004000,1266.0,877.0,389.0,2015.0
629,13121004000,1310.0,918.0,392.0,2016.0
630,13121004000,1319.0,945.0,374.0,2017.0
631,13121004400,1003.0,715.0,288.0,2012.0
632,13121004400,1139.0,863.0,276.0,2013.0
633,13121004400,1228.0,911.0,317.0,2014.0
634,13121004400,1247.0,1011.0,236.0,2015.0
635,13121004400,1315.0,1080.0,235.0,2016.0
636,13121004400,1348.0,1126.0,222.0,2017.0
637,13121005300,1796.0,1639.0,157.0,2012.0
638,13121005300,1758.0,1582.0,176.0,2013.0
639,13121005300,1752.0,1554.0,198.0,2014.0
640,13121005300,1758.0,1530.0,228.0,2015.0
641,13121005300,1764.0,1556.0,208.0,2016.0
642,13121005300,1769.0,1585.0,184.0,2017.0
643,13121008400,2037.0,1289.0,748.0,2012.0
644,13121008400,2027.0,1231.0,796.0,2013.0
645,13121008400,1990.0,1254.0,736.0,2014.0
646,13121008400,2061.0,1264.0,797.0,2015.0
647,13121008400,2008.0,1177.0,831.0,2016.0
648,13121008400,2134.0,1215.0,919.0,2017.0
649,13121008302,1281.0,786.0,495.0,2012.0
650,13121008302,1227.0,736.0,491.0,2013.0
651,13121008302,1272.0,624.0,648.0,2014.0
652,13121008302,1266.0,710.0,556.0,2015.0
653,13121008302,1180.0,669.0,511.0,2016.0
654,13121008302,1177.0,671.0,506.0,2017.0
655,13121005200,2182.0,1909.0,273.0,2012.0
656,13121005200,2219.0,1981.0,238.0,2013.0
657,13121005200,2332.0,2119.0,213.0,2014.0
658,13121005200,2519.0,2344.0,175.0,2015.0
659,13121005200,2637.0,2460.0,177.0,2016.0
660,13121005200,2621.0,2390.0,231.0,2017.0
661,13121008500,1917.0,1199.0,718.0,2012.0
662,13121008500,1891.0,1151.0,740.0,2013.0
663,13121008500,1864.0,1063.0,801.0,2014.0
664,13121008500,1739.0,1068.0,671.0,2015.0
665,13121008500,1698.0,1016.0,682.0,2016.0
666,13121008500,1654.0,1048.0,606.0,2017.0
667,13121008202,1221.0,837.0,384.0,2012.0
668,13121008202,1111.0,774.0,337.0,2013.0
669,13121008202,986.0,727.0,259.0,2014.0
670,13121008202,930.0,749.0,181.0,2015.0
671,13121008202,941.0,741.0,200.0,2016.0
672,13121008202,957.0,741.0,216.0,2017.0
673,13121008601,2242.0,1516.0,726.0,2012.0
674,13121008601,2284.0,1637.0,647.0,2013.0
675,13121008601,2166.0,1578.0,588.0,2014.0
676,13121008601,2162.0,1612.0,550.0,2015.0
677,13121008601,2113.0,1559.0,554.0,2016.0
678,13121008601,2162.0,1534.0,628.0,2017.0
679,13121008301,1582.0,967.0,615.0,2012.0
680,13121008301,1562.0,994.0,568.0,2013.0
681,13121008301,1554.0,923.0,631.0,2014.0
682,13121008301,1585.0,965.0,620.0,2015.0
683,13121008301,1606.0,919.0,687.0,2016.0
684,13121008301,1637.0,927.0,710.0,2017.0
685,13121005501,1210.0,908.0,302.0,2012.0
686,13121005501,1234.0,949.0,285.0,2013.0
687,13121005501,1238.0,960.0,278.0,2014.0
688,13121005501,1230.0,960.0,270.0,2015.0
689,13121005501,1213.0,896.0,317.0,2016.0
690,13121005501,1230.0,903.0,327.0,2017.0
691,13121005700,897.0,556.0,341.0,2012.0
692,13121005700,914.0,575.0,339.0,2013.0
693,13121005700,928.0,658.0,270.0,2014.0
694,13121005700,903.0,656.0,247.0,2015.0
695,13121005700,943.0,671.0,272.0,2016.0
696,13121005700,925.0,664.0,261.0,2017.0
697,13121006400,598.0,358.0,240.0,2012.0
698,13121006400,533.0,307.0,226.0,2013.0
699,13121006400,519.0,348.0,171.0,2014.0
700,13121006400,517.0,332.0,185.0,2015.0
701,13121006400,501.0,346.0,155.0,2016.0
702,13121006400,473.0,348.0,125.0,2017.0
703,13121006300,1099.0,663.0,436.0,2012.0
704,13121006300,1141.0,742.0,399.0,2013.0
705,13121006300,1129.0,669.0,460.0,2014.0
706,13121006300,1129.0,621.0,508.0,2015.0
707,13121006300,1160.0,629.0,531.0,2016.0
708,13121006300,1161.0,597.0,564.0,2017.0
709,13121006100,1773.0,1260.0,513.0,2012.0
710,13121006100,1762.0,1312.0,450.0,2013.0
711,13121006100,1750.0,1259.0,491.0,2014.0
712,13121006100,1782.0,1290.0,492.0,2015.0
713,13121006100,1796.0,1324.0,472.0,2016.0
714,13121006100,1774.0,1330.0,444.0,2017.0
715,13121005502,1445.0,1147.0,298.0,2012.0
716,13121005502,1493.0,1206.0,287.0,2013.0
717,13121005502,1506.0,1229.0,277.0,2014.0
718,13121005502,1428.0,1140.0,288.0,2015.0
719,13121005502,1355.0,1041.0,314.0,2016.0
720,13121005502,1379.0,1104.0,275.0,2017.0
721,13121005800,750.0,483.0,267.0,2012.0
722,13121005800,721.0,484.0,237.0,2013.0
723,13121005800,778.0,539.0,239.0,2014.0
724,13121005800,779.0,585.0,194.0,2015.0
725,13121005800,800.0,612.0,188.0,2016.0
726,13121005800,805.0,638.0,167.0,2017.0
727,13121006500,1814.0,1395.0,419.0,2012.0
728,13121006500,1765.0,1320.0,445.0,2013.0
729,13121006500,1759.0,1294.0,465.0,2014.0
730,13121006500,1791.0,1347.0,444.0,2015.0
731,13121006500,1816.0,1336.0,480.0,2016.0
732,13121006500,1845.0,1452.0,393.0,2017.0
733,13121008602,936.0,605.0,331.0,2012.0
734,13121008602,756.0,479.0,277.0,2013.0
735,13121008602,592.0,453.0,139.0,2014.0
736,13121008602,592.0,478.0,114.0,2015.0
737,13121008602,593.0,525.0,68.0,2016.0
738,13121008602,631.0,587.0,44.0,2017.0
739,13121008800,2330.0,2004.0,326.0,2012.0
740,13121008800,2333.0,2073.0,260.0,2013.0
741,13121008800,2291.0,2017.0,274.0,2014.0
742,13121008800,2265.0,1932.0,333.0,2015.0
743,13121008800,2301.0,2003.0,298.0,2016.0
744,13121008800,2359.0,1935.0,424.0,2017.0
745,13121009200,3517.0,3057.0,460.0,2012.0
746,13121009200,3707.0,3135.0,572.0,2013.0
747,13121009200,3880.0,3429.0,451.0,2014.0
748,13121009200,4032.0,3530.0,502.0,2015.0
749,13121009200,4124.0,3586.0,538.0,2016.0
750,13121009200,4133.0,3446.0,687.0,2017.0
751,13121007500,2083.0,1554.0,529.0,2012.0
752,13121007500,2065.0,1538.0,527.0,2013.0
753,13121007500,1999.0,1464.0,535.0,2014.0
754,13121007500,2001.0,1534.0,467.0,2015.0
755,13121007500,1959.0,1501.0,458.0,2016.0
756,13121007500,1965.0,1555.0,410.0,2017.0
757,13121008101,465.0,441.0,24.0,2012.0
758,13121008101,463.0,399.0,64.0,2013.0
759,13121008101,454.0,392.0,62.0,2014.0
760,13121008101,455.0,388.0,67.0,2015.0
761,13121008101,464.0,395.0,69.0,2016.0
762,13121008101,488.0,432.0,56.0,2017.0
763,13121006000,1774.0,1354.0,420.0,2012.0
764,13121006000,1751.0,1308.0,443.0,2013.0
765,13121006000,1697.0,1237.0,460.0,2014.0
766,13121006000,1716.0,1228.0,488.0,2015.0
767,13121006000,1745.0,1272.0,473.0,2016.0
768,13121006000,1764.0,1327.0,437.0,2017.0
