,GEOID,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$10,000 to $14,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$15,000 to $19,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$20,000 to $24,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$25,000 to $29,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$30,000 to $34,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$35,000 to $39,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$40,000 to $44,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$45,000 to $49,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$50,000 to $59,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$60,000 to $74,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$75,000 to $99,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$100,000 to $124,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$125,000 to $149,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$150,000 to $199,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$200,000 or more",YEAR
573,13121007807,983.0,293.0,139.0,109.0,62.0,47.0,77.0,27.0,56.0,0.0,67.0,41.0,34.0,9.0,0.0,22.0,0.0,2014.0
574,13121007807,943.0,250.0,121.0,85.0,80.0,50.0,77.0,40.0,62.0,9.0,50.0,33.0,63.0,10.0,0.0,13.0,0.0,2015.0
575,13121007807,1049.0,289.0,176.0,85.0,78.0,66.0,68.0,56.0,60.0,19.0,46.0,20.0,66.0,8.0,0.0,12.0,0.0,2016.0
576,13121007807,996.0,287.0,117.0,81.0,38.0,77.0,75.0,62.0,45.0,34.0,53.0,36.0,77.0,8.0,0.0,6.0,0.0,2017.0
577,13121007900,2107.0,70.0,85.0,51.0,227.0,72.0,76.0,27.0,87.0,136.0,231.0,242.0,321.0,234.0,91.0,119.0,38.0,2012.0
578,13121007900,2023.0,77.0,95.0,70.0,168.0,34.0,56.0,118.0,80.0,125.0,208.0,274.0,331.0,128.0,63.0,155.0,41.0,2013.0
579,13121007900,2054.0,39.0,58.0,74.0,188.0,42.0,93.0,117.0,83.0,229.0,122.0,282.0,287.0,133.0,105.0,118.0,84.0,2014.0
580,13121007900,2092.0,51.0,61.0,109.0,116.0,37.0,154.0,184.0,87.0,165.0,175.0,256.0,287.0,147.0,109.0,97.0,57.0,2015.0
581,13121007900,2021.0,78.0,97.0,60.0,93.0,37.0,156.0,157.0,118.0,88.0,225.0,191.0,353.0,160.0,80.0,85.0,43.0,2016.0
582,13121007900,2159.0,125.0,130.0,48.0,69.0,28.0,143.0,97.0,136.0,142.0,311.0,194.0,366.0,153.0,87.0,82.0,48.0,2017.0
583,13121008201,2539.0,430.0,337.0,212.0,108.0,199.0,188.0,88.0,143.0,51.0,156.0,122.0,276.0,108.0,71.0,38.0,12.0,2012.0
584,13121008201,2713.0,443.0,416.0,272.0,96.0,253.0,180.0,69.0,92.0,70.0,133.0,88.0,322.0,122.0,98.0,47.0,12.0,2013.0
585,13121008201,2581.0,426.0,339.0,316.0,23.0,308.0,115.0,86.0,155.0,49.0,227.0,89.0,206.0,148.0,54.0,40.0,0.0,2014.0
586,13121008201,2553.0,470.0,293.0,301.0,42.0,413.0,110.0,93.0,125.0,56.0,264.0,108.0,107.0,95.0,43.0,0.0,33.0,2015.0
587,13121008201,2310.0,380.0,233.0,290.0,58.0,328.0,91.0,145.0,148.0,41.0,181.0,148.0,93.0,127.0,31.0,16.0,0.0,2016.0
588,13121008201,2358.0,259.0,170.0,362.0,72.0,277.0,106.0,212.0,170.0,55.0,146.0,166.0,145.0,95.0,29.0,79.0,15.0,2017.0
589,13121008102,2463.0,652.0,303.0,255.0,164.0,215.0,170.0,169.0,62.0,60.0,158.0,108.0,10.0,80.0,25.0,32.0,0.0,2012.0
590,13121008102,2437.0,627.0,243.0,280.0,159.0,174.0,184.0,127.0,156.0,64.0,101.0,97.0,61.0,114.0,40.0,10.0,0.0,2013.0
591,13121008102,2401.0,528.0,250.0,312.0,253.0,162.0,192.0,75.0,223.0,87.0,101.0,133.0,51.0,24.0,3.0,7.0,0.0,2014.0
592,13121008102,2452.0,565.0,310.0,320.0,208.0,102.0,159.0,89.0,102.0,90.0,87.0,294.0,54.0,29.0,6.0,37.0,0.0,2015.0
593,13121008102,2631.0,486.0,335.0,340.0,350.0,146.0,122.0,117.0,100.0,95.0,136.0,240.0,86.0,33.0,19.0,26.0,0.0,2016.0
594,13121008102,2693.0,363.0,376.0,262.0,350.0,241.0,187.0,155.0,15.0,89.0,196.0,262.0,100.0,43.0,17.0,37.0,0.0,2017.0
595,13121004800,474.0,194.0,115.0,13.0,34.0,24.0,29.0,0.0,7.0,0.0,18.0,29.0,11.0,0.0,0.0,0.0,0.0,2012.0
596,13121004800,516.0,231.0,113.0,15.0,56.0,23.0,21.0,7.0,8.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,2013.0
597,13121004800,555.0,242.0,79.0,35.0,63.0,10.0,37.0,6.0,15.0,12.0,24.0,6.0,19.0,0.0,0.0,7.0,0.0,2014.0
598,13121004800,590.0,189.0,80.0,43.0,57.0,23.0,33.0,17.0,36.0,12.0,33.0,23.0,32.0,0.0,0.0,12.0,0.0,2015.0
599,13121004800,600.0,175.0,103.0,42.0,46.0,19.0,18.0,22.0,54.0,24.0,25.0,22.0,35.0,0.0,0.0,15.0,0.0,2016.0
600,13121004800,578.0,194.0,82.0,49.0,47.0,30.0,0.0,32.0,57.0,22.0,19.0,29.0,7.0,0.0,0.0,10.0,0.0,2017.0
601,13121005000,943.0,68.0,61.0,30.0,21.0,23.0,64.0,67.0,16.0,71.0,115.0,77.0,126.0,38.0,27.0,83.0,56.0,2012.0
602,13121005000,883.0,38.0,64.0,21.0,31.0,34.0,48.0,31.0,19.0,41.0,135.0,64.0,151.0,49.0,26.0,57.0,74.0,2013.0
603,13121005000,836.0,33.0,20.0,50.0,51.0,43.0,35.0,46.0,16.0,27.0,71.0,70.0,168.0,56.0,15.0,79.0,56.0,2014.0
604,13121005000,876.0,41.0,27.0,34.0,62.0,36.0,42.0,49.0,10.0,18.0,56.0,82.0,155.0,73.0,40.0,81.0,70.0,2015.0
605,13121005000,908.0,47.0,5.0,39.0,72.0,45.0,61.0,38.0,11.0,42.0,76.0,68.0,153.0,63.0,31.0,76.0,81.0,2016.0
606,13121005000,935.0,29.0,7.0,19.0,37.0,75.0,38.0,48.0,24.0,45.0,54.0,53.0,157.0,82.0,62.0,87.0,118.0,2017.0
607,13121003900,538.0,180.0,64.0,40.0,28.0,22.0,32.0,21.0,18.0,54.0,19.0,31.0,18.0,5.0,0.0,6.0,0.0,2012.0
608,13121003900,542.0,167.0,55.0,50.0,21.0,29.0,27.0,13.0,37.0,63.0,36.0,0.0,34.0,5.0,0.0,5.0,0.0,2013.0
609,13121003900,566.0,159.0,68.0,50.0,20.0,32.0,29.0,20.0,36.0,71.0,31.0,0.0,40.0,4.0,0.0,6.0,0.0,2014.0
610,13121003900,614.0,149.0,77.0,46.0,28.0,53.0,16.0,17.0,40.0,55.0,36.0,6.0,67.0,5.0,13.0,6.0,0.0,2015.0
611,13121003900,659.0,122.0,108.0,33.0,16.0,61.0,12.0,55.0,53.0,62.0,31.0,16.0,66.0,5.0,11.0,5.0,3.0,2016.0
612,13121003900,737.0,109.0,90.0,41.0,30.0,64.0,19.0,66.0,112.0,34.0,41.0,38.0,69.0,0.0,13.0,5.0,6.0,2017.0
613,13121004100,716.0,141.0,37.0,116.0,69.0,3.0,62.0,40.0,37.0,19.0,43.0,95.0,28.0,14.0,0.0,12.0,0.0,2012.0
614,13121004100,696.0,134.0,62.0,115.0,80.0,5.0,44.0,49.0,27.0,29.0,32.0,76.0,23.0,13.0,0.0,7.0,0.0,2013.0
615,13121004100,676.0,98.0,54.0,137.0,54.0,44.0,40.0,41.0,20.0,22.0,34.0,67.0,42.0,10.0,0.0,13.0,0.0,2014.0
616,13121004100,683.0,99.0,43.0,107.0,70.0,55.0,46.0,39.0,22.0,27.0,21.0,70.0,50.0,17.0,0.0,17.0,0.0,2015.0
617,13121004100,696.0,105.0,51.0,77.0,46.0,56.0,48.0,50.0,23.0,44.0,31.0,81.0,47.0,32.0,0.0,5.0,0.0,2016.0
618,13121004100,662.0,60.0,41.0,49.0,45.0,59.0,43.0,66.0,44.0,20.0,43.0,83.0,50.0,41.0,7.0,5.0,6.0,2017.0
619,13121004900,1084.0,167.0,32.0,15.0,33.0,57.0,3.0,63.0,8.0,55.0,110.0,140.0,123.0,95.0,61.0,72.0,50.0,2012.0
620,13121004900,1080.0,146.0,61.0,30.0,44.0,54.0,3.0,46.0,20.0,43.0,133.0,92.0,130.0,73.0,53.0,97.0,55.0,2013.0
621,13121004900,1045.0,162.0,76.0,34.0,87.0,6.0,22.0,19.0,25.0,11.0,121.0,86.0,147.0,83.0,50.0,43.0,73.0,2014.0
622,13121004900,1126.0,86.0,86.0,46.0,99.0,7.0,24.0,31.0,30.0,26.0,112.0,122.0,141.0,112.0,43.0,77.0,84.0,2015.0
623,13121004900,1178.0,45.0,152.0,22.0,116.0,12.0,17.0,45.0,20.0,17.0,117.0,93.0,147.0,121.0,60.0,98.0,96.0,2016.0
624,13121004900,1077.0,59.0,90.0,10.0,73.0,57.0,26.0,17.0,18.0,15.0,48.0,97.0,150.0,135.0,34.0,140.0,108.0,2017.0
625,13121004000,842.0,127.0,133.0,94.0,34.0,85.0,74.0,45.0,32.0,18.0,70.0,51.0,58.0,5.0,12.0,4.0,0.0,2012.0
626,13121004000,879.0,159.0,88.0,112.0,22.0,108.0,57.0,52.0,17.0,28.0,98.0,55.0,24.0,40.0,12.0,2.0,5.0,2013.0
627,13121004000,846.0,195.0,55.0,111.0,53.0,62.0,45.0,54.0,10.0,35.0,91.0,62.0,28.0,25.0,13.0,3.0,4.0,2014.0
628,13121004000,877.0,173.0,41.0,91.0,55.0,63.0,47.0,68.0,37.0,26.0,123.0,49.0,42.0,32.0,18.0,9.0,3.0,2015.0
629,13121004000,918.0,207.0,71.0,75.0,54.0,71.0,38.0,74.0,40.0,34.0,105.0,47.0,30.0,46.0,15.0,9.0,2.0,2016.0
630,13121004000,945.0,238.0,74.0,61.0,41.0,86.0,45.0,102.0,32.0,28.0,62.0,56.0,35.0,24.0,43.0,12.0,6.0,2017.0
631,13121004400,715.0,212.0,42.0,140.0,119.0,47.0,22.0,0.0,8.0,9.0,38.0,0.0,19.0,59.0,0.0,0.0,0.0,2012.0
632,13121004400,863.0,221.0,78.0,198.0,167.0,24.0,20.0,33.0,5.0,9.0,38.0,12.0,38.0,20.0,0.0,0.0,0.0,2013.0
633,13121004400,911.0,245.0,116.0,147.0,171.0,23.0,49.0,35.0,14.0,10.0,43.0,10.0,27.0,21.0,0.0,0.0,0.0,2014.0
634,13121004400,1011.0,246.0,170.0,131.0,181.0,22.0,46.0,38.0,11.0,50.0,57.0,8.0,28.0,23.0,0.0,0.0,0.0,2015.0
635,13121004400,1080.0,237.0,208.0,101.0,219.0,67.0,30.0,38.0,10.0,42.0,60.0,8.0,37.0,23.0,0.0,0.0,0.0,2016.0
636,13121004400,1126.0,243.0,260.0,86.0,168.0,120.0,41.0,46.0,0.0,57.0,26.0,18.0,45.0,16.0,0.0,0.0,0.0,2017.0
637,13121005300,1639.0,89.0,57.0,32.0,36.0,68.0,53.0,9.0,65.0,62.0,50.0,149.0,211.0,192.0,204.0,210.0,152.0,2012.0
638,13121005300,1582.0,103.0,46.0,29.0,26.0,55.0,54.0,18.0,45.0,38.0,100.0,145.0,182.0,198.0,192.0,170.0,181.0,2013.0
639,13121005300,1554.0,71.0,51.0,37.0,12.0,47.0,39.0,27.0,40.0,75.0,83.0,120.0,225.0,247.0,164.0,140.0,176.0,2014.0
640,13121005300,1530.0,87.0,25.0,53.0,17.0,52.0,28.0,27.0,91.0,55.0,74.0,55.0,271.0,236.0,120.0,129.0,210.0,2015.0
641,13121005300,1556.0,75.0,55.0,36.0,33.0,48.0,31.0,29.0,50.0,73.0,75.0,57.0,242.0,291.0,94.0,182.0,185.0,2016.0
642,13121005300,1585.0,68.0,44.0,31.0,34.0,63.0,0.0,14.0,77.0,40.0,84.0,64.0,311.0,284.0,113.0,166.0,192.0,2017.0
643,13121008400,1289.0,253.0,312.0,144.0,77.0,73.0,126.0,25.0,28.0,15.0,68.0,40.0,104.0,0.0,24.0,0.0,0.0,2012.0
644,13121008400,1231.0,288.0,208.0,99.0,156.0,56.0,88.0,67.0,32.0,32.0,37.0,52.0,116.0,0.0,0.0,0.0,0.0,2013.0
645,13121008400,1254.0,228.0,302.0,109.0,141.0,85.0,46.0,123.0,11.0,32.0,18.0,48.0,111.0,0.0,0.0,0.0,0.0,2014.0
646,13121008400,1264.0,207.0,230.0,109.0,200.0,75.0,83.0,87.0,23.0,24.0,28.0,69.0,104.0,0.0,0.0,25.0,0.0,2015.0
647,13121008400,1177.0,274.0,158.0,128.0,154.0,134.0,77.0,87.0,21.0,26.0,9.0,28.0,58.0,0.0,0.0,23.0,0.0,2016.0
648,13121008400,1215.0,233.0,158.0,140.0,156.0,156.0,51.0,100.0,34.0,24.0,32.0,32.0,30.0,0.0,44.0,25.0,0.0,2017.0
649,13121008302,786.0,150.0,134.0,65.0,97.0,18.0,39.0,52.0,14.0,52.0,33.0,67.0,48.0,0.0,6.0,0.0,11.0,2012.0
650,13121008302,736.0,120.0,112.0,37.0,82.0,24.0,62.0,52.0,18.0,52.0,40.0,90.0,25.0,0.0,7.0,0.0,15.0,2013.0
651,13121008302,624.0,81.0,99.0,32.0,80.0,36.0,39.0,29.0,23.0,19.0,44.0,90.0,32.0,0.0,7.0,0.0,13.0,2014.0
652,13121008302,710.0,56.0,126.0,60.0,66.0,68.0,44.0,28.0,50.0,0.0,43.0,115.0,37.0,0.0,6.0,0.0,11.0,2015.0
653,13121008302,669.0,60.0,81.0,67.0,68.0,96.0,45.0,51.0,27.0,0.0,51.0,77.0,35.0,0.0,0.0,5.0,6.0,2016.0
654,13121008302,671.0,69.0,76.0,67.0,62.0,80.0,56.0,48.0,37.0,0.0,38.0,77.0,46.0,0.0,0.0,6.0,9.0,2017.0
655,13121005200,1909.0,325.0,17.0,12.0,33.0,43.0,55.0,27.0,35.0,16.0,193.0,189.0,277.0,257.0,151.0,140.0,139.0,2012.0
656,13121005200,1981.0,247.0,9.0,26.0,15.0,80.0,12.0,57.0,47.0,66.0,211.0,180.0,286.0,305.0,138.0,122.0,180.0,2013.0
657,13121005200,2119.0,233.0,0.0,17.0,29.0,120.0,79.0,56.0,47.0,97.0,209.0,120.0,297.0,363.0,105.0,228.0,119.0,2014.0
658,13121005200,2344.0,216.0,16.0,18.0,46.0,123.0,74.0,55.0,64.0,85.0,232.0,192.0,401.0,357.0,120.0,229.0,116.0,2015.0
659,13121005200,2460.0,146.0,14.0,37.0,77.0,46.0,85.0,96.0,33.0,83.0,247.0,155.0,460.0,327.0,173.0,351.0,130.0,2016.0
660,13121005200,2390.0,85.0,12.0,38.0,71.0,49.0,106.0,86.0,84.0,99.0,165.0,160.0,318.0,291.0,218.0,404.0,204.0,2017.0
661,13121008500,1199.0,235.0,157.0,106.0,97.0,167.0,55.0,46.0,22.0,29.0,52.0,79.0,61.0,0.0,41.0,37.0,15.0,2012.0
662,13121008500,1151.0,195.0,139.0,81.0,101.0,146.0,66.0,65.0,41.0,46.0,66.0,79.0,55.0,0.0,14.0,50.0,7.0,2013.0
663,13121008500,1063.0,141.0,142.0,99.0,79.0,179.0,14.0,91.0,28.0,9.0,114.0,42.0,64.0,0.0,12.0,34.0,15.0,2014.0
664,13121008500,1068.0,100.0,118.0,135.0,120.0,173.0,20.0,69.0,33.0,36.0,111.0,55.0,49.0,0.0,17.0,18.0,14.0,2015.0
665,13121008500,1016.0,62.0,134.0,120.0,99.0,160.0,36.0,76.0,37.0,34.0,109.0,104.0,28.0,0.0,17.0,0.0,0.0,2016.0
666,13121008500,1048.0,81.0,88.0,165.0,119.0,107.0,56.0,48.0,86.0,13.0,134.0,116.0,20.0,0.0,15.0,0.0,0.0,2017.0
667,13121008202,837.0,191.0,98.0,125.0,58.0,39.0,40.0,34.0,135.0,7.0,11.0,43.0,10.0,22.0,0.0,24.0,0.0,2012.0
668,13121008202,774.0,142.0,79.0,73.0,68.0,60.0,85.0,29.0,104.0,8.0,18.0,46.0,24.0,17.0,0.0,21.0,0.0,2013.0
669,13121008202,727.0,135.0,90.0,70.0,57.0,60.0,89.0,11.0,64.0,41.0,28.0,31.0,32.0,0.0,0.0,19.0,0.0,2014.0
670,13121008202,749.0,90.0,104.0,80.0,47.0,83.0,80.0,23.0,61.0,38.0,30.0,50.0,44.0,0.0,0.0,19.0,0.0,2015.0
671,13121008202,741.0,62.0,125.0,74.0,36.0,86.0,107.0,15.0,51.0,33.0,40.0,68.0,35.0,0.0,4.0,5.0,0.0,2016.0
672,13121008202,741.0,57.0,104.0,88.0,42.0,115.0,83.0,21.0,45.0,23.0,26.0,65.0,56.0,0.0,5.0,11.0,0.0,2017.0
673,13121008601,1516.0,388.0,125.0,252.0,97.0,136.0,104.0,55.0,31.0,53.0,157.0,54.0,25.0,33.0,0.0,6.0,0.0,2012.0
674,13121008601,1637.0,431.0,139.0,238.0,155.0,153.0,140.0,63.0,34.0,18.0,149.0,68.0,33.0,13.0,0.0,3.0,0.0,2013.0
675,13121008601,1578.0,398.0,161.0,214.0,153.0,147.0,143.0,61.0,24.0,30.0,134.0,65.0,29.0,14.0,0.0,5.0,0.0,2014.0
676,13121008601,1612.0,403.0,184.0,169.0,168.0,176.0,96.0,79.0,28.0,52.0,118.0,52.0,65.0,16.0,0.0,6.0,0.0,2015.0
677,13121008601,1559.0,383.0,189.0,173.0,148.0,194.0,61.0,74.0,43.0,54.0,82.0,81.0,56.0,13.0,0.0,8.0,0.0,2016.0
678,13121008601,1534.0,351.0,146.0,174.0,205.0,175.0,110.0,40.0,80.0,50.0,70.0,66.0,29.0,38.0,0.0,0.0,0.0,2017.0
679,13121008301,967.0,163.0,100.0,98.0,112.0,86.0,86.0,74.0,34.0,10.0,83.0,70.0,31.0,7.0,0.0,0.0,13.0,2012.0
680,13121008301,994.0,181.0,90.0,83.0,163.0,95.0,52.0,32.0,17.0,48.0,90.0,46.0,71.0,7.0,0.0,0.0,19.0,2013.0
681,13121008301,923.0,170.0,22.0,98.0,77.0,96.0,78.0,81.0,19.0,58.0,81.0,80.0,49.0,0.0,8.0,0.0,6.0,2014.0
682,13121008301,965.0,166.0,43.0,120.0,100.0,69.0,75.0,88.0,20.0,54.0,88.0,63.0,49.0,14.0,8.0,0.0,8.0,2015.0
683,13121008301,919.0,109.0,37.0,102.0,92.0,76.0,80.0,78.0,14.0,46.0,84.0,96.0,57.0,33.0,7.0,0.0,8.0,2016.0
684,13121008301,927.0,139.0,81.0,68.0,114.0,108.0,71.0,29.0,48.0,50.0,81.0,49.0,34.0,37.0,9.0,0.0,9.0,2017.0
685,13121005501,908.0,134.0,147.0,138.0,42.0,42.0,31.0,33.0,14.0,0.0,14.0,85.0,82.0,47.0,33.0,34.0,32.0,2012.0
686,13121005501,949.0,198.0,140.0,135.0,32.0,72.0,36.0,65.0,21.0,0.0,32.0,60.0,56.0,19.0,21.0,31.0,31.0,2013.0
687,13121005501,960.0,214.0,149.0,85.0,27.0,70.0,50.0,52.0,15.0,5.0,39.0,88.0,57.0,15.0,32.0,54.0,8.0,2014.0
688,13121005501,960.0,239.0,133.0,119.0,2.0,63.0,31.0,44.0,16.0,10.0,70.0,63.0,75.0,22.0,35.0,38.0,0.0,2015.0
689,13121005501,896.0,225.0,100.0,123.0,4.0,27.0,48.0,50.0,14.0,28.0,57.0,53.0,48.0,18.0,43.0,54.0,4.0,2016.0
690,13121005501,903.0,200.0,82.0,122.0,9.0,31.0,62.0,43.0,47.0,42.0,68.0,53.0,49.0,10.0,23.0,46.0,16.0,2017.0
691,13121005700,556.0,148.0,105.0,48.0,50.0,84.0,30.0,17.0,0.0,16.0,20.0,0.0,38.0,0.0,0.0,0.0,0.0,2012.0
692,13121005700,575.0,150.0,105.0,62.0,51.0,52.0,48.0,7.0,6.0,10.0,43.0,0.0,41.0,0.0,0.0,0.0,0.0,2013.0
693,13121005700,658.0,160.0,135.0,55.0,77.0,43.0,37.0,29.0,5.0,24.0,43.0,5.0,45.0,0.0,0.0,0.0,0.0,2014.0
694,13121005700,656.0,151.0,162.0,59.0,68.0,10.0,43.0,44.0,13.0,24.0,29.0,5.0,36.0,0.0,0.0,0.0,12.0,2015.0
695,13121005700,671.0,146.0,141.0,76.0,78.0,13.0,42.0,55.0,15.0,25.0,23.0,12.0,26.0,7.0,0.0,0.0,12.0,2016.0
696,13121005700,664.0,96.0,126.0,117.0,59.0,37.0,36.0,55.0,12.0,21.0,43.0,15.0,17.0,9.0,0.0,9.0,12.0,2017.0
697,13121006400,358.0,65.0,5.0,49.0,48.0,46.0,29.0,16.0,0.0,18.0,29.0,34.0,12.0,7.0,0.0,0.0,0.0,2012.0
698,13121006400,307.0,60.0,14.0,37.0,14.0,39.0,19.0,6.0,16.0,0.0,61.0,11.0,15.0,15.0,0.0,0.0,0.0,2013.0
699,13121006400,348.0,47.0,22.0,30.0,40.0,26.0,17.0,4.0,27.0,0.0,72.0,24.0,15.0,24.0,0.0,0.0,0.0,2014.0
700,13121006400,332.0,45.0,16.0,28.0,55.0,21.0,14.0,4.0,25.0,17.0,37.0,34.0,17.0,19.0,0.0,0.0,0.0,2015.0
701,13121006400,346.0,33.0,13.0,30.0,39.0,38.0,2.0,4.0,21.0,23.0,20.0,70.0,14.0,29.0,10.0,0.0,0.0,2016.0
702,13121006400,348.0,30.0,16.0,10.0,44.0,50.0,5.0,4.0,26.0,28.0,32.0,66.0,0.0,23.0,10.0,0.0,4.0,2017.0
703,13121006300,663.0,164.0,36.0,128.0,68.0,64.0,41.0,9.0,38.0,16.0,42.0,33.0,17.0,7.0,0.0,0.0,0.0,2012.0
704,13121006300,742.0,213.0,7.0,100.0,92.0,59.0,54.0,10.0,41.0,28.0,51.0,53.0,26.0,8.0,0.0,0.0,0.0,2013.0
705,13121006300,669.0,172.0,26.0,114.0,61.0,74.0,38.0,9.0,28.0,5.0,60.0,53.0,15.0,14.0,0.0,0.0,0.0,2014.0
706,13121006300,621.0,180.0,17.0,91.0,63.0,64.0,38.0,10.0,35.0,10.0,48.0,26.0,16.0,17.0,0.0,0.0,6.0,2015.0
707,13121006300,629.0,184.0,19.0,68.0,49.0,63.0,47.0,23.0,34.0,14.0,63.0,38.0,11.0,10.0,0.0,0.0,6.0,2016.0
708,13121006300,597.0,145.0,49.0,54.0,52.0,34.0,40.0,39.0,17.0,10.0,75.0,29.0,22.0,12.0,6.0,7.0,6.0,2017.0
709,13121006100,1260.0,247.0,207.0,100.0,108.0,61.0,100.0,50.0,50.0,42.0,69.0,110.0,84.0,7.0,14.0,11.0,0.0,2012.0
710,13121006100,1312.0,257.0,277.0,90.0,58.0,60.0,98.0,90.0,69.0,63.0,73.0,65.0,70.0,29.0,13.0,0.0,0.0,2013.0
711,13121006100,1259.0,215.0,213.0,86.0,100.0,43.0,84.0,111.0,90.0,41.0,46.0,76.0,103.0,31.0,0.0,20.0,0.0,2014.0
712,13121006100,1290.0,199.0,180.0,128.0,73.0,43.0,78.0,136.0,101.0,53.0,63.0,74.0,106.0,37.0,8.0,11.0,0.0,2015.0
713,13121006100,1324.0,304.0,149.0,108.0,62.0,35.0,69.0,142.0,88.0,38.0,97.0,101.0,39.0,80.0,9.0,3.0,0.0,2016.0
714,13121006100,1330.0,280.0,128.0,89.0,101.0,78.0,79.0,125.0,71.0,21.0,114.0,127.0,35.0,69.0,10.0,3.0,0.0,2017.0
715,13121005502,1147.0,297.0,249.0,88.0,73.0,143.0,19.0,20.0,14.0,22.0,106.0,28.0,40.0,10.0,0.0,0.0,38.0,2012.0
716,13121005502,1206.0,309.0,238.0,153.0,60.0,80.0,71.0,29.0,34.0,24.0,101.0,28.0,40.0,10.0,10.0,0.0,19.0,2013.0
717,13121005502,1229.0,300.0,242.0,162.0,71.0,106.0,53.0,16.0,66.0,24.0,103.0,17.0,12.0,27.0,0.0,0.0,30.0,2014.0
718,13121005502,1140.0,314.0,220.0,171.0,58.0,57.0,87.0,17.0,36.0,24.0,109.0,16.0,0.0,31.0,0.0,0.0,0.0,2015.0
719,13121005502,1041.0,330.0,155.0,97.0,62.0,61.0,93.0,9.0,24.0,44.0,74.0,42.0,0.0,43.0,0.0,0.0,7.0,2016.0
720,13121005502,1104.0,289.0,137.0,143.0,28.0,97.0,76.0,19.0,45.0,28.0,65.0,76.0,66.0,27.0,0.0,0.0,8.0,2017.0
721,13121005800,483.0,133.0,65.0,52.0,55.0,17.0,50.0,0.0,9.0,19.0,8.0,25.0,10.0,6.0,20.0,0.0,14.0,2012.0
722,13121005800,484.0,101.0,59.0,78.0,32.0,12.0,66.0,0.0,0.0,18.0,20.0,25.0,41.0,10.0,0.0,22.0,0.0,2013.0
723,13121005800,539.0,93.0,65.0,90.0,18.0,11.0,88.0,0.0,0.0,10.0,44.0,46.0,64.0,10.0,0.0,0.0,0.0,2014.0
724,13121005800,585.0,114.0,28.0,105.0,33.0,29.0,47.0,0.0,6.0,7.0,54.0,53.0,65.0,19.0,10.0,15.0,0.0,2015.0
725,13121005800,612.0,88.0,34.0,72.0,63.0,37.0,50.0,23.0,4.0,16.0,60.0,36.0,78.0,20.0,9.0,17.0,5.0,2016.0
726,13121005800,638.0,75.0,28.0,69.0,69.0,65.0,26.0,21.0,24.0,20.0,74.0,38.0,63.0,27.0,9.0,20.0,10.0,2017.0
727,13121006500,1395.0,176.0,150.0,40.0,52.0,50.0,35.0,130.0,131.0,57.0,142.0,136.0,154.0,94.0,18.0,9.0,21.0,2012.0
728,13121006500,1320.0,211.0,90.0,59.0,46.0,46.0,58.0,66.0,153.0,33.0,180.0,81.0,151.0,89.0,31.0,18.0,8.0,2013.0
729,13121006500,1294.0,164.0,67.0,104.0,80.0,47.0,58.0,47.0,151.0,57.0,139.0,87.0,149.0,84.0,47.0,13.0,0.0,2014.0
