,GEOID,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!1-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!2-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!3-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!4-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!5-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!6-person households,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY HOUSEHOLD SIZE_Estimate!!Total!!7-or-more-person households,YEAR
609,13121010108,148000.0,43750.0,207250.0,202875.0,206964.0,250001.0,-666666666.0,-666666666.0,2017.0
610,13121010110,70456.0,50113.0,84592.0,135750.0,115926.0,-666666666.0,-666666666.0,-666666666.0,2017.0
611,13121010113,51344.0,41778.0,83750.0,46275.0,26838.0,51250.0,-666666666.0,-666666666.0,2017.0
612,13121010114,66186.0,48100.0,112642.0,-666666666.0,250001.0,169813.0,-666666666.0,-666666666.0,2017.0
613,13121010115,116923.0,48405.0,135893.0,147045.0,250001.0,250001.0,-666666666.0,-666666666.0,2017.0
614,13121010117,55782.0,38688.0,70469.0,61019.0,-666666666.0,56696.0,-666666666.0,-666666666.0,2017.0
615,13121010118,43902.0,32625.0,57401.0,73514.0,42894.0,18207.0,-666666666.0,-666666666.0,2017.0
616,13121010119,43621.0,37475.0,54919.0,-666666666.0,-666666666.0,28796.0,-666666666.0,-666666666.0,2017.0
617,13121010120,67727.0,65039.0,70208.0,81094.0,81071.0,-666666666.0,-666666666.0,-666666666.0,2017.0
618,13121010121,86402.0,39205.0,144931.0,146667.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
619,13121010122,78542.0,61350.0,90179.0,85714.0,180792.0,160724.0,-666666666.0,-666666666.0,2017.0
620,13121010123,69479.0,68750.0,70391.0,77163.0,60027.0,95104.0,-666666666.0,-666666666.0,2017.0
621,13121010204,163214.0,55000.0,172614.0,195673.0,187438.0,250001.0,-666666666.0,-666666666.0,2017.0
622,13121010205,111103.0,51741.0,119423.0,196397.0,250001.0,201635.0,-666666666.0,-666666666.0,2017.0
623,13121010206,177188.0,59861.0,194107.0,224000.0,250001.0,250001.0,250001.0,-666666666.0,2017.0
624,13121010208,56897.0,40236.0,79050.0,73269.0,136522.0,-666666666.0,-666666666.0,-666666666.0,2017.0
625,13121010209,60614.0,50994.0,74042.0,99375.0,-666666666.0,189439.0,-666666666.0,-666666666.0,2017.0
626,13121010210,72979.0,48645.0,103750.0,-666666666.0,136810.0,107130.0,-666666666.0,-666666666.0,2017.0
627,13121010211,138393.0,51447.0,139702.0,250001.0,-666666666.0,250001.0,-666666666.0,-666666666.0,2017.0
628,13121010212,52270.0,37269.0,77171.0,145000.0,-666666666.0,39327.0,30250.0,-666666666.0,2017.0
629,13121010301,65340.0,27322.0,64038.0,83864.0,83009.0,126136.0,89147.0,-666666666.0,2017.0
630,13121010303,63209.0,41848.0,67500.0,82014.0,-666666666.0,77719.0,130959.0,-666666666.0,2017.0
631,13121010304,79397.0,47973.0,102798.0,88702.0,91042.0,-666666666.0,136458.0,-666666666.0,2017.0
632,13121010400,50294.0,43156.0,60908.0,52000.0,37656.0,56000.0,-666666666.0,127250.0,2017.0
633,13121010507,39190.0,32306.0,35417.0,47398.0,-666666666.0,71700.0,-666666666.0,-666666666.0,2017.0
634,13121010508,46983.0,39032.0,38875.0,60764.0,106053.0,-666666666.0,53625.0,-666666666.0,2017.0
635,13121010510,38223.0,25552.0,51563.0,53750.0,60972.0,-666666666.0,-666666666.0,-666666666.0,2017.0
636,13121010511,58173.0,43566.0,58864.0,45234.0,81591.0,81984.0,-666666666.0,-666666666.0,2017.0
637,13121010512,30819.0,22342.0,50215.0,31806.0,39085.0,43198.0,-666666666.0,-666666666.0,2017.0
638,13121010513,43931.0,36864.0,44617.0,52310.0,78171.0,75145.0,-666666666.0,-666666666.0,2017.0
639,13121010514,56991.0,40014.0,60244.0,62827.0,85890.0,92206.0,66302.0,101570.0,2017.0
640,13121010515,43316.0,21833.0,43846.0,62938.0,82813.0,-666666666.0,81507.0,-666666666.0,2017.0
641,13121010516,50030.0,33287.0,47206.0,54668.0,77604.0,54405.0,86438.0,-666666666.0,2017.0
642,13121010601,29786.0,21220.0,62625.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
643,13121010603,29066.0,21144.0,30739.0,-666666666.0,38486.0,-666666666.0,-666666666.0,-666666666.0,2017.0
644,13121010604,33133.0,28329.0,48393.0,-666666666.0,-666666666.0,63125.0,-666666666.0,-666666666.0,2017.0
645,13121010800,44828.0,40174.0,46806.0,-666666666.0,70820.0,48333.0,35068.0,-666666666.0,2017.0
646,13121011000,27344.0,19766.0,38250.0,-666666666.0,35625.0,68403.0,40536.0,-666666666.0,2017.0
647,13121011100,51848.0,32106.0,65817.0,69844.0,75550.0,-666666666.0,-666666666.0,-666666666.0,2017.0
648,13121011201,35470.0,25278.0,38705.0,36071.0,40909.0,54219.0,-666666666.0,-666666666.0,2017.0
649,13121011202,40150.0,28542.0,38750.0,49183.0,41250.0,-666666666.0,108304.0,-666666666.0,2017.0
650,13121011301,51148.0,42083.0,50494.0,70625.0,57386.0,-666666666.0,-666666666.0,-666666666.0,2017.0
651,13121011303,45000.0,40054.0,49850.0,61250.0,55069.0,63750.0,26630.0,-666666666.0,2017.0
652,13121011305,25823.0,20775.0,30472.0,31250.0,30298.0,64063.0,-666666666.0,-666666666.0,2017.0
653,13121011306,34907.0,20721.0,43158.0,-666666666.0,61458.0,-666666666.0,-666666666.0,-666666666.0,2017.0
654,13121011405,63890.0,44722.0,93725.0,63735.0,72606.0,109236.0,-666666666.0,-666666666.0,2017.0
655,13121011410,116102.0,62475.0,116011.0,133268.0,205809.0,187083.0,-666666666.0,-666666666.0,2017.0
656,13121011411,70663.0,37283.0,103333.0,95404.0,82500.0,-666666666.0,-666666666.0,-666666666.0,2017.0
657,13121011412,85333.0,48806.0,100194.0,94901.0,107303.0,86563.0,-666666666.0,-666666666.0,2017.0
658,13121011414,72663.0,49107.0,75000.0,-666666666.0,-666666666.0,102364.0,-666666666.0,-666666666.0,2017.0
659,13121011416,103813.0,81000.0,98565.0,198542.0,110625.0,108182.0,189191.0,-666666666.0,2017.0
660,13121011417,96538.0,31683.0,99179.0,114293.0,166328.0,-666666666.0,-666666666.0,-666666666.0,2017.0
661,13121011418,130653.0,78798.0,132381.0,128250.0,156467.0,212202.0,132065.0,-666666666.0,2017.0
662,13121011419,105714.0,62292.0,97083.0,135066.0,171167.0,250001.0,-666666666.0,-666666666.0,2017.0
663,13121011420,41275.0,35542.0,45594.0,-666666666.0,36820.0,40479.0,40580.0,-666666666.0,2017.0
664,13121011421,47428.0,47500.0,43750.0,60486.0,45083.0,-666666666.0,-666666666.0,39706.0,2017.0
665,13121011422,64402.0,44669.0,86458.0,73125.0,178125.0,-666666666.0,-666666666.0,-666666666.0,2017.0
666,13121011423,116250.0,57167.0,121433.0,143750.0,126250.0,163523.0,-666666666.0,-666666666.0,2017.0
667,13121011424,104861.0,62344.0,118576.0,119348.0,147354.0,-666666666.0,-666666666.0,-666666666.0,2017.0
668,13121011425,198808.0,55714.0,194286.0,247083.0,199477.0,228346.0,-666666666.0,-666666666.0,2017.0
669,13121011426,101500.0,33889.0,107833.0,86750.0,139750.0,199250.0,-666666666.0,213750.0,2017.0
670,13121011427,108295.0,45404.0,110000.0,147930.0,130057.0,106324.0,-666666666.0,-666666666.0,2017.0
671,13121011503,147394.0,80221.0,116645.0,158958.0,164817.0,139853.0,-666666666.0,-666666666.0,2017.0
672,13121011504,193419.0,-666666666.0,173950.0,238359.0,214514.0,212961.0,250001.0,-666666666.0,2017.0
673,13121011505,179000.0,45625.0,159583.0,164556.0,211538.0,202625.0,-666666666.0,-666666666.0,2017.0
674,13121011506,155980.0,53802.0,147344.0,171667.0,166154.0,216688.0,-666666666.0,-666666666.0,2017.0
675,13121011610,102656.0,60375.0,105543.0,128235.0,171776.0,128698.0,53419.0,-666666666.0,2017.0
676,13121011611,59095.0,48254.0,65884.0,53438.0,78952.0,-666666666.0,-666666666.0,-666666666.0,2017.0
677,13121011612,110329.0,-666666666.0,94286.0,112237.0,189583.0,-666666666.0,-666666666.0,-666666666.0,2017.0
678,13121011613,101902.0,56090.0,105823.0,88456.0,134857.0,88625.0,160189.0,-666666666.0,2017.0
679,13121011614,74191.0,49255.0,84408.0,93856.0,93990.0,-666666666.0,-666666666.0,-666666666.0,2017.0
680,13121011615,136921.0,48750.0,120917.0,230978.0,146019.0,198304.0,187778.0,-666666666.0,2017.0
681,13121011616,71145.0,62215.0,64788.0,118381.0,73155.0,-666666666.0,-666666666.0,-666666666.0,2017.0
682,13121011617,106367.0,80238.0,100417.0,132054.0,137411.0,171905.0,-666666666.0,116350.0,2017.0
683,13121011618,110335.0,42153.0,148750.0,123750.0,117625.0,181458.0,-666666666.0,-666666666.0,2017.0
684,13121011619,80469.0,50605.0,69265.0,81420.0,107104.0,144625.0,86324.0,-666666666.0,2017.0
685,13121011620,120227.0,45463.0,107500.0,132390.0,161417.0,143068.0,250001.0,-666666666.0,2017.0
686,13121011621,155842.0,57917.0,148382.0,153244.0,204495.0,250001.0,-666666666.0,-666666666.0,2017.0
687,13121011622,137643.0,116118.0,115042.0,167763.0,150372.0,127969.0,211875.0,-666666666.0,2017.0
688,13121011623,104164.0,61331.0,102731.0,118145.0,103917.0,156902.0,124081.0,-666666666.0,2017.0
689,13121011624,184830.0,-666666666.0,184545.0,162461.0,194688.0,250001.0,250001.0,-666666666.0,2017.0
690,13121011625,107175.0,51490.0,98667.0,101250.0,144464.0,129423.0,250001.0,-666666666.0,2017.0
691,13121011626,94803.0,46083.0,109038.0,154340.0,92212.0,133167.0,-666666666.0,206136.0,2017.0
692,13121011800,16087.0,-666666666.0,36635.0,-666666666.0,42617.0,-666666666.0,-666666666.0,-666666666.0,2017.0
693,13121011900,26032.0,21184.0,43194.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
694,13121012000,28902.0,15353.0,47727.0,38698.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
695,13121012300,48155.0,22221.0,94886.0,71293.0,-666666666.0,236435.0,-666666666.0,-666666666.0,2017.0
945,13089980000,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
946,13121003700,22679.0,23929.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
947,13121980000,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,2017.0
