,GEOID,GROSS RENT_Estimate!!Total,GROSS RENT_Estimate!!Total!!With cash rent,GROSS RENT_Estimate!!Total!!With cash rent!!Less than $100,GROSS RENT_Estimate!!Total!!With cash rent!!$100 to $149,GROSS RENT_Estimate!!Total!!With cash rent!!$150 to $199,GROSS RENT_Estimate!!Total!!With cash rent!!$200 to $249,GROSS RENT_Estimate!!Total!!With cash rent!!$250 to $299,GROSS RENT_Estimate!!Total!!With cash rent!!$300 to $349,GROSS RENT_Estimate!!Total!!With cash rent!!$350 to $399,GROSS RENT_Estimate!!Total!!With cash rent!!$400 to $449,GROSS RENT_Estimate!!Total!!With cash rent!!$450 to $499,GROSS RENT_Estimate!!Total!!With cash rent!!$500 to $549,GROSS RENT_Estimate!!Total!!With cash rent!!$550 to $599,GROSS RENT_Estimate!!Total!!With cash rent!!$600 to $649,GROSS RENT_Estimate!!Total!!With cash rent!!$650 to $699,GROSS RENT_Estimate!!Total!!With cash rent!!$700 to $749,GROSS RENT_Estimate!!Total!!With cash rent!!$750 to $799,GROSS RENT_Estimate!!Total!!With cash rent!!$800 to $899,GROSS RENT_Estimate!!Total!!With cash rent!!$900 to $999,"GROSS RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","GROSS RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","GROSS RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","GROSS RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","GROSS RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999",YEAR
222,13121007704,930.0,882.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,21.0,156.0,40.0,99.0,143.0,130.0,140.0,63.0,38.0,0.0,0.0,2015.0
223,13121007704,1027.0,982.0,0.0,0.0,51.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,19.0,62.0,74.0,40.0,297.0,137.0,169.0,39.0,68.0,0.0,0.0,2016.0
224,13121007704,1183.0,1122.0,0.0,0.0,54.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,45.0,30.0,91.0,35.0,339.0,186.0,154.0,92.0,66.0,0.0,0.0,2017.0
225,13121009501,436.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,52.0,197.0,31.0,120.0,20.0,2014.0
226,13121009501,340.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,37.0,13.0,32.0,104.0,44.0,0.0,8.0,2015.0
227,13121009501,314.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,38.0,14.0,18.0,79.0,84.0,9.0,8.0,2016.0
228,13121009501,330.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35.0,15.0,17.0,61.0,133.0,16.0,0.0,2017.0
229,13089020700,396.0,377.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,31.0,0.0,6.0,0.0,29.0,23.0,11.0,24.0,101.0,14.0,60.0,25.0,37.0,5.0,19.0,2014.0
230,13089020700,426.0,410.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,13.0,0.0,17.0,0.0,16.0,47.0,12.0,24.0,116.0,18.0,61.0,13.0,57.0,4.0,0.0,2015.0
231,13089020700,430.0,405.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,6.0,48.0,32.0,15.0,116.0,20.0,71.0,29.0,26.0,9.0,0.0,2016.0
232,13089020700,437.0,417.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,40.0,8.0,30.0,43.0,14.0,80.0,39.0,63.0,38.0,35.0,12.0,0.0,2017.0
233,13121008902,2284.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,32.0,45.0,101.0,0.0,327.0,276.0,763.0,449.0,166.0,75.0,32.0,2014.0
234,13121008902,2501.0,2467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,33.0,13.0,50.0,15.0,267.0,313.0,865.0,535.0,244.0,91.0,0.0,2015.0
235,13121008902,2726.0,2712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,13.0,34.0,0.0,50.0,58.0,247.0,221.0,950.0,715.0,268.0,98.0,10.0,2016.0
236,13121008902,2691.0,2691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,20.0,0.0,0.0,103.0,257.0,212.0,775.0,706.0,471.0,50.0,36.0,2017.0
237,13121009403,2317.0,2304.0,24.0,0.0,86.0,93.0,0.0,18.0,0.0,15.0,0.0,67.0,0.0,0.0,30.0,48.0,57.0,271.0,430.0,699.0,223.0,231.0,12.0,13.0,2014.0
238,13121009403,2274.0,2257.0,23.0,0.0,65.0,88.0,0.0,13.0,0.0,14.0,0.0,58.0,0.0,0.0,28.0,50.0,14.0,303.0,373.0,747.0,270.0,201.0,10.0,0.0,2015.0
239,13121009403,2139.0,2056.0,0.0,0.0,46.0,106.0,0.0,10.0,0.0,14.0,0.0,59.0,0.0,0.0,25.0,22.0,45.0,115.0,288.0,725.0,308.0,271.0,22.0,0.0,2016.0
240,13121009403,2173.0,2089.0,0.0,0.0,16.0,89.0,0.0,14.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0,47.0,38.0,28.0,309.0,762.0,298.0,373.0,55.0,0.0,2017.0
241,13121009602,1342.0,1342.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,34.0,92.0,203.0,203.0,256.0,511.0,0.0,2014.0
242,13121009602,1358.0,1358.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,16.0,0.0,32.0,78.0,184.0,209.0,277.0,79.0,111.0,2015.0
243,13121009602,1326.0,1326.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,33.0,75.0,307.0,200.0,259.0,101.0,133.0,2016.0
244,13121009602,1292.0,1292.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.0,31.0,70.0,269.0,217.0,264.0,142.0,74.0,2017.0
245,13121009404,1078.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,23.0,103.0,258.0,166.0,344.0,88.0,27.0,2014.0
246,13121009404,1091.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,33.0,44.0,297.0,142.0,363.0,89.0,12.0,2015.0
247,13121009404,1033.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,33.0,22.0,255.0,215.0,366.0,49.0,0.0,2016.0
248,13121009404,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,41.0,12.0,174.0,254.0,382.0,54.0,0.0,2017.0
249,13121009502,1003.0,989.0,0.0,0.0,0.0,88.0,36.0,30.0,0.0,37.0,0.0,20.0,0.0,70.0,17.0,0.0,57.0,69.0,29.0,167.0,99.0,241.0,29.0,14.0,2014.0
250,13121009502,789.0,759.0,0.0,0.0,0.0,29.0,15.0,25.0,14.0,34.0,0.0,15.0,0.0,15.0,0.0,16.0,51.0,49.0,13.0,195.0,57.0,201.0,30.0,0.0,2015.0
251,13121009502,988.0,964.0,0.0,0.0,0.0,31.0,31.0,59.0,15.0,0.0,17.0,15.0,0.0,15.0,0.0,17.0,63.0,0.0,12.0,233.0,193.0,161.0,93.0,9.0,2016.0
252,13121009502,1110.0,1082.0,0.0,0.0,0.0,28.0,27.0,39.0,13.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,54.0,0.0,219.0,234.0,300.0,112.0,32.0,2017.0
253,13121010114,1632.0,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,64.0,62.0,150.0,458.0,237.0,330.0,227.0,40.0,25.0,20.0,2014.0
254,13121010114,1691.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,52.0,50.0,140.0,381.0,289.0,390.0,226.0,95.0,0.0,0.0,2015.0
255,13121010114,1769.0,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,44.0,0.0,136.0,260.0,378.0,495.0,227.0,122.0,0.0,0.0,2016.0
256,13121010114,1692.0,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,34.0,289.0,232.0,585.0,132.0,305.0,0.0,14.0,2017.0
257,13121011800,1195.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,19.0,44.0,65.0,83.0,114.0,76.0,45.0,170.0,81.0,268.0,120.0,63.0,6.0,0.0,2014.0
258,13121011800,1245.0,1245.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,35.0,19.0,64.0,64.0,98.0,127.0,110.0,46.0,180.0,133.0,215.0,95.0,29.0,0.0,6.0,2015.0
259,13121011800,1112.0,1112.0,0.0,0.0,0.0,0.0,8.0,0.0,29.0,32.0,19.0,29.0,11.0,91.0,109.0,118.0,54.0,130.0,113.0,212.0,89.0,63.0,0.0,5.0,2016.0
260,13121011800,971.0,959.0,0.0,0.0,0.0,5.0,8.0,0.0,11.0,20.0,0.0,30.0,0.0,25.0,103.0,105.0,65.0,113.0,121.0,192.0,81.0,76.0,4.0,0.0,2017.0
261,13089020600,501.0,497.0,0.0,0.0,0.0,4.0,9.0,20.0,24.0,0.0,0.0,11.0,0.0,0.0,6.0,29.0,0.0,67.0,29.0,158.0,91.0,40.0,9.0,4.0,2014.0
262,13089020600,568.0,562.0,0.0,26.0,0.0,4.0,9.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,26.0,0.0,84.0,52.0,153.0,121.0,48.0,10.0,0.0,2015.0
263,13089020600,699.0,693.0,0.0,35.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,23.0,4.0,96.0,87.0,158.0,162.0,85.0,0.0,0.0,2016.0
264,13089020600,601.0,578.0,0.0,31.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,81.0,73.0,157.0,49.0,120.0,0.0,0.0,2017.0
265,13089020400,474.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,100.0,17.0,104.0,28.0,137.0,17.0,36.0,9.0,0.0,2014.0
266,13089020400,492.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,94.0,14.0,91.0,49.0,138.0,26.0,30.0,0.0,0.0,2015.0
267,13089020400,549.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,10.0,82.0,107.0,173.0,10.0,40.0,0.0,0.0,2016.0
268,13089020400,549.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,57.0,92.0,121.0,123.0,29.0,32.0,8.0,0.0,2017.0
269,13089020500,679.0,679.0,7.0,50.0,0.0,0.0,8.0,35.0,25.0,0.0,0.0,27.0,10.0,12.0,53.0,73.0,0.0,39.0,29.0,196.0,85.0,30.0,0.0,0.0,2014.0
270,13089020500,674.0,674.0,8.0,25.0,11.0,0.0,8.0,38.0,26.0,0.0,0.0,31.0,0.0,17.0,65.0,46.0,9.0,39.0,28.0,200.0,105.0,18.0,0.0,0.0,2015.0
271,13089020500,772.0,772.0,0.0,27.0,29.0,43.0,0.0,41.0,0.0,0.0,10.0,49.0,0.0,50.0,58.0,63.0,15.0,32.0,7.0,126.0,166.0,56.0,0.0,0.0,2016.0
272,13089020500,681.0,681.0,0.0,24.0,25.0,37.0,11.0,32.0,0.0,0.0,11.0,46.0,0.0,24.0,49.0,46.0,5.0,31.0,24.0,139.0,123.0,49.0,5.0,0.0,2017.0
273,13089020801,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,19.0,52.0,28.0,51.0,0.0,0.0,2014.0
274,13089020801,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,10.0,6.0,27.0,25.0,17.0,50.0,0.0,0.0,2015.0
275,13089020801,189.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,7.0,21.0,5.0,21.0,78.0,14.0,7.0,2016.0
276,13089020801,205.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,5.0,26.0,4.0,23.0,91.0,9.0,12.0,2017.0
277,13089020900,745.0,745.0,0.0,0.0,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,46.0,96.0,58.0,104.0,88.0,167.0,51.0,0.0,0.0,2014.0
278,13089020900,881.0,881.0,0.0,0.0,15.0,51.0,38.0,0.0,14.0,0.0,0.0,0.0,0.0,18.0,61.0,51.0,103.0,45.0,57.0,147.0,189.0,75.0,17.0,0.0,2015.0
279,13089020900,794.0,794.0,0.0,0.0,16.0,57.0,32.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,82.0,0.0,21.0,132.0,15.0,109.0,131.0,145.0,23.0,0.0,2016.0
280,13089020900,824.0,824.0,0.0,0.0,0.0,33.0,30.0,0.0,0.0,14.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,163.0,15.0,159.0,95.0,191.0,24.0,0.0,2017.0
281,13121001002,440.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,6.0,0.0,32.0,54.0,71.0,115.0,74.0,67.0,5.0,0.0,2014.0
282,13121001002,494.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,47.0,50.0,54.0,126.0,100.0,79.0,5.0,0.0,2015.0
283,13121001002,467.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,7.0,41.0,18.0,41.0,139.0,101.0,79.0,7.0,0.0,2016.0
284,13121001002,486.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,46.0,27.0,38.0,126.0,96.0,96.0,21.0,0.0,2017.0
285,13121000700,140.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,12.0,0.0,47.0,25.0,28.0,0.0,6.0,2014.0
286,13121000700,127.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,51.0,23.0,26.0,0.0,0.0,2015.0
287,13121000700,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,69.0,12.0,16.0,1.0,0.0,2016.0
288,13121000700,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,4.0,0.0,77.0,7.0,11.0,17.0,0.0,2017.0
289,13121008700,1438.0,1400.0,14.0,14.0,45.0,54.0,33.0,20.0,32.0,29.0,51.0,77.0,38.0,63.0,61.0,84.0,58.0,207.0,112.0,310.0,58.0,40.0,0.0,38.0,2014.0
290,13121008700,1515.0,1457.0,16.0,14.0,46.0,50.0,49.0,8.0,34.0,0.0,44.0,70.0,66.0,91.0,75.0,110.0,76.0,208.0,121.0,263.0,75.0,41.0,0.0,0.0,2015.0
291,13121008700,1535.0,1504.0,12.0,13.0,41.0,51.0,47.0,8.0,18.0,0.0,45.0,69.0,40.0,133.0,138.0,166.0,33.0,156.0,148.0,295.0,62.0,29.0,0.0,0.0,2016.0
292,13121008700,1726.0,1674.0,0.0,0.0,81.0,27.0,57.0,18.0,18.0,54.0,30.0,92.0,42.0,144.0,99.0,237.0,51.0,213.0,138.0,308.0,37.0,28.0,0.0,0.0,2017.0
293,13089020100,182.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,13.0,15.0,23.0,100.0,5.0,2014.0
294,13089020100,160.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,31.0,81.0,6.0,2015.0
295,13089020100,223.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,11.0,5.0,27.0,116.0,14.0,2016.0
296,13089020100,205.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8.0,10.0,4.0,93.0,29.0,2017.0
297,13089020200,461.0,461.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,40.0,51.0,45.0,80.0,135.0,17.0,6.0,51.0,0.0,2014.0
298,13089020200,454.0,454.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,23.0,36.0,46.0,65.0,160.0,21.0,7.0,33.0,8.0,2015.0
299,13089020200,417.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0,42.0,45.0,43.0,195.0,20.0,6.0,14.0,7.0,2016.0
300,13089020200,402.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,64.0,66.0,180.0,51.0,9.0,0.0,12.0,2017.0
301,13089020300,482.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,42.0,47.0,108.0,76.0,108.0,51.0,0.0,2014.0
302,13089020300,528.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,51.0,68.0,26.0,145.0,69.0,71.0,89.0,0.0,2015.0
303,13089020300,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,0.0,88.0,115.0,99.0,70.0,66.0,0.0,2016.0
304,13089020300,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,0.0,77.0,127.0,60.0,102.0,58.0,0.0,2017.0
305,13121006802,415.0,369.0,16.0,12.0,7.0,43.0,17.0,0.0,19.0,21.0,16.0,14.0,22.0,9.0,0.0,36.0,24.0,55.0,11.0,40.0,0.0,7.0,0.0,46.0,2014.0
306,13121006802,406.0,352.0,20.0,14.0,10.0,32.0,19.0,0.0,14.0,19.0,14.0,14.0,0.0,11.0,0.0,43.0,36.0,50.0,0.0,44.0,7.0,5.0,0.0,0.0,2015.0
307,13121006802,408.0,345.0,20.0,13.0,9.0,24.0,15.0,0.0,19.0,33.0,5.0,14.0,0.0,0.0,0.0,50.0,41.0,35.0,4.0,33.0,25.0,5.0,0.0,0.0,2016.0
308,13121006802,453.0,384.0,21.0,30.0,22.0,10.0,20.0,13.0,22.0,7.0,44.0,14.0,9.0,0.0,0.0,9.0,41.0,37.0,37.0,37.0,11.0,0.0,0.0,0.0,2017.0
309,13121006900,562.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,35.0,25.0,54.0,112.0,92.0,49.0,79.0,50.0,10.0,42.0,2014.0
310,13121006900,595.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0,53.0,22.0,26.0,69.0,130.0,51.0,104.0,55.0,10.0,0.0,2015.0
311,13121006900,626.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,29.0,55.0,48.0,25.0,68.0,139.0,37.0,96.0,45.0,21.0,0.0,2016.0
312,13121006900,591.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,61.0,23.0,44.0,78.0,126.0,50.0,92.0,57.0,25.0,0.0,2017.0
313,13121007001,754.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,58.0,88.0,89.0,85.0,66.0,89.0,143.0,6.0,33.0,0.0,65.0,2014.0
314,13121007001,797.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,21.0,53.0,76.0,128.0,26.0,91.0,52.0,160.0,39.0,37.0,0.0,0.0,2015.0
315,13121007001,817.0,737.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,13.0,22.0,21.0,54.0,78.0,97.0,29.0,125.0,22.0,183.0,36.0,29.0,0.0,0.0,2016.0
316,13121007001,835.0,770.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,7.0,33.0,34.0,25.0,32.0,100.0,112.0,96.0,84.0,128.0,73.0,9.0,11.0,0.0,2017.0
317,13121007602,562.0,547.0,0.0,4.0,4.0,0.0,10.0,0.0,4.0,0.0,24.0,6.0,0.0,52.0,13.0,46.0,34.0,93.0,29.0,115.0,81.0,32.0,0.0,15.0,2014.0
318,13121007602,590.0,576.0,0.0,31.0,4.0,4.0,10.0,0.0,4.0,0.0,23.0,5.0,0.0,8.0,10.0,67.0,21.0,112.0,32.0,135.0,77.0,33.0,0.0,0.0,2015.0
319,13121007602,538.0,497.0,0.0,31.0,17.0,6.0,14.0,0.0,3.0,0.0,0.0,4.0,0.0,12.0,0.0,50.0,29.0,109.0,25.0,115.0,36.0,46.0,0.0,0.0,2016.0
320,13121007602,539.0,501.0,0.0,32.0,18.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,18.0,34.0,97.0,16.0,141.0,47.0,48.0,0.0,0.0,2017.0
321,13121007802,1218.0,1183.0,0.0,0.0,12.0,13.0,13.0,70.0,12.0,0.0,16.0,29.0,0.0,16.0,119.0,57.0,12.0,229.0,211.0,206.0,75.0,80.0,13.0,35.0,2014.0
322,13121007802,1293.0,1260.0,0.0,0.0,14.0,13.0,13.0,57.0,9.0,0.0,22.0,28.0,0.0,17.0,110.0,137.0,0.0,268.0,174.0,229.0,44.0,110.0,15.0,0.0,2015.0
323,13121007802,1419.0,1365.0,0.0,0.0,75.0,14.0,14.0,51.0,9.0,14.0,0.0,67.0,46.0,20.0,58.0,143.0,14.0,273.0,179.0,176.0,47.0,149.0,16.0,0.0,2016.0
324,13121007802,1423.0,1363.0,0.0,0.0,57.0,16.0,14.0,60.0,70.0,14.0,0.0,17.0,59.0,0.0,29.0,97.0,73.0,279.0,150.0,223.0,71.0,119.0,15.0,0.0,2017.0
325,13121002300,369.0,354.0,9.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,15.0,28.0,17.0,24.0,21.0,15.0,35.0,70.0,35.0,43.0,32.0,0.0,0.0,15.0,2014.0
326,13121002300,378.0,373.0,11.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,23.0,10.0,20.0,21.0,37.0,22.0,38.0,57.0,36.0,50.0,37.0,0.0,0.0,0.0,2015.0
327,13121002300,359.0,341.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,28.0,25.0,24.0,48.0,23.0,48.0,30.0,36.0,40.0,0.0,0.0,0.0,2016.0
328,13121002300,387.0,378.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,21.0,28.0,32.0,24.0,35.0,53.0,33.0,57.0,51.0,0.0,0.0,0.0,2017.0
329,13121002100,588.0,588.0,0.0,0.0,16.0,5.0,3.0,27.0,5.0,10.0,0.0,0.0,18.0,9.0,35.0,67.0,41.0,64.0,71.0,99.0,24.0,29.0,65.0,0.0,2014.0
330,13121002100,616.0,616.0,0.0,0.0,0.0,6.0,10.0,12.0,8.0,0.0,0.0,0.0,43.0,11.0,37.0,87.0,40.0,76.0,76.0,118.0,24.0,29.0,17.0,22.0,2015.0
331,13121002100,582.0,582.0,0.0,0.0,0.0,6.0,10.0,13.0,6.0,0.0,5.0,0.0,53.0,8.0,31.0,47.0,33.0,47.0,81.0,130.0,48.0,29.0,14.0,21.0,2016.0
332,13121002100,511.0,511.0,0.0,0.0,0.0,8.0,5.0,7.0,15.0,6.0,0.0,5.0,48.0,7.0,18.0,0.0,52.0,41.0,69.0,74.0,69.0,74.0,13.0,0.0,2017.0
333,13121007806,1161.0,1149.0,0.0,26.0,0.0,0.0,25.0,17.0,12.0,40.0,0.0,36.0,66.0,20.0,16.0,56.0,87.0,165.0,179.0,183.0,20.0,201.0,0.0,12.0,2014.0
334,13121007806,1232.0,1216.0,0.0,22.0,0.0,15.0,21.0,13.0,11.0,31.0,17.0,118.0,67.0,26.0,28.0,33.0,136.0,189.0,222.0,149.0,0.0,118.0,0.0,0.0,2015.0
335,13121007806,1336.0,1313.0,0.0,13.0,0.0,16.0,45.0,17.0,0.0,52.0,17.0,115.0,48.0,17.0,62.0,0.0,133.0,190.0,263.0,255.0,70.0,0.0,0.0,0.0,2016.0
336,13121007806,1108.0,1096.0,0.0,30.0,0.0,23.0,13.0,42.0,0.0,0.0,18.0,115.0,54.0,12.0,34.0,56.0,0.0,197.0,209.0,251.0,42.0,0.0,0.0,0.0,2017.0
337,13121007805,698.0,698.0,0.0,8.0,26.0,0.0,14.0,0.0,8.0,0.0,0.0,8.0,0.0,22.0,87.0,85.0,71.0,30.0,150.0,145.0,0.0,44.0,0.0,0.0,2014.0
338,13121007805,719.0,712.0,0.0,16.0,20.0,0.0,15.0,0.0,8.0,6.0,0.0,29.0,0.0,27.0,67.0,54.0,122.0,39.0,142.0,108.0,7.0,52.0,0.0,0.0,2015.0
339,13121007805,733.0,726.0,0.0,13.0,48.0,0.0,32.0,0.0,0.0,7.0,0.0,25.0,0.0,37.0,77.0,52.0,84.0,54.0,126.0,88.0,8.0,75.0,0.0,0.0,2016.0
340,13121007805,783.0,757.0,0.0,12.0,51.0,24.0,49.0,0.0,0.0,15.0,7.0,30.0,0.0,7.0,5.0,73.0,72.0,122.0,58.0,105.0,52.0,75.0,0.0,0.0,2017.0
341,13121002800,1114.0,1114.0,79.0,0.0,71.0,145.0,18.0,71.0,41.0,16.0,21.0,0.0,15.0,9.0,49.0,32.0,0.0,0.0,86.0,291.0,89.0,81.0,0.0,0.0,2014.0
342,13121002800,1120.0,1120.0,39.0,0.0,58.0,119.0,40.0,31.0,58.0,17.0,28.0,12.0,13.0,8.0,45.0,25.0,0.0,79.0,49.0,258.0,127.0,107.0,7.0,0.0,2015.0
