,GEOID,GROSS RENT_Estimate!!Total,GROSS RENT_Estimate!!Total!!With cash rent,GROSS RENT_Estimate!!Total!!With cash rent!!Less than $100,GROSS RENT_Estimate!!Total!!With cash rent!!$100 to $149,GROSS RENT_Estimate!!Total!!With cash rent!!$150 to $199,GROSS RENT_Estimate!!Total!!With cash rent!!$200 to $249,GROSS RENT_Estimate!!Total!!With cash rent!!$250 to $299,GROSS RENT_Estimate!!Total!!With cash rent!!$300 to $349,GROSS RENT_Estimate!!Total!!With cash rent!!$350 to $399,GROSS RENT_Estimate!!Total!!With cash rent!!$400 to $449,GROSS RENT_Estimate!!Total!!With cash rent!!$450 to $499,GROSS RENT_Estimate!!Total!!With cash rent!!$500 to $549,GROSS RENT_Estimate!!Total!!With cash rent!!$550 to $599,GROSS RENT_Estimate!!Total!!With cash rent!!$600 to $649,GROSS RENT_Estimate!!Total!!With cash rent!!$650 to $699,GROSS RENT_Estimate!!Total!!With cash rent!!$700 to $749,GROSS RENT_Estimate!!Total!!With cash rent!!$750 to $799,GROSS RENT_Estimate!!Total!!With cash rent!!$800 to $899,GROSS RENT_Estimate!!Total!!With cash rent!!$900 to $999,"GROSS RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","GROSS RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","GROSS RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","GROSS RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","GROSS RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999",YEAR
101,13121003700,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
102,13121003700,54.0,54.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
103,13121003700,95.0,95.0,0.0,0.0,0.0,12.0,14.0,0.0,27.0,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
104,13121003700,110.0,110.0,0.0,0.0,0.0,12.0,14.0,0.0,28.0,0.0,14.0,0.0,0.0,14.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
105,13121010211,306.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,130.0,0.0,32.0,62.0,24.0,18.0,29.0,2014.0
106,13121010211,224.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,104.0,0.0,49.0,26.0,34.0,0.0,0.0,2015.0
107,13121010211,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,54.0,0.0,51.0,27.0,4.0,0.0,0.0,2016.0
108,13121010211,179.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,20.0,16.0,40.0,45.0,27.0,15.0,9.0,0.0,2017.0
109,13121012000,872.0,872.0,22.0,0.0,27.0,77.0,23.0,19.0,76.0,61.0,17.0,31.0,95.0,32.0,29.0,18.0,55.0,76.0,99.0,67.0,16.0,32.0,0.0,0.0,2014.0
110,13121012000,913.0,913.0,22.0,6.0,23.0,82.0,23.0,17.0,25.0,30.0,24.0,43.0,111.0,51.0,27.0,7.0,64.0,26.0,146.0,113.0,23.0,50.0,0.0,0.0,2015.0
111,13121012000,950.0,950.0,18.0,5.0,9.0,78.0,40.0,9.0,27.0,42.0,52.0,51.0,50.0,37.0,26.0,30.0,38.0,68.0,137.0,134.0,15.0,53.0,23.0,0.0,2016.0
112,13121012000,933.0,919.0,16.0,5.0,6.0,65.0,32.0,21.0,24.0,42.0,55.0,61.0,0.0,62.0,52.0,42.0,34.0,67.0,79.0,148.0,46.0,15.0,39.0,0.0,2017.0
113,13121009000,659.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,44.0,109.0,240.0,172.0,11.0,54.0,7.0,2014.0
114,13121009000,726.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,46.0,112.0,216.0,200.0,73.0,43.0,18.0,2015.0
115,13121009000,761.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,31.0,69.0,257.0,241.0,82.0,38.0,9.0,2016.0
116,13121009000,890.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,27.0,319.0,250.0,197.0,26.0,14.0,2017.0
117,13121007002,467.0,467.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,7.0,29.0,0.0,92.0,80.0,118.0,0.0,79.0,0.0,0.0,2014.0
118,13121007002,519.0,519.0,0.0,22.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,65.0,0.0,58.0,160.0,89.0,3.0,44.0,0.0,0.0,2015.0
119,13121007002,538.0,532.0,0.0,23.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,68.0,25.0,110.0,145.0,72.0,8.0,23.0,0.0,0.0,2016.0
120,13121007002,643.0,634.0,0.0,31.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,33.0,0.0,30.0,0.0,54.0,31.0,106.0,157.0,114.0,31.0,30.0,0.0,0.0,2017.0
121,13121009900,607.0,607.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,45.0,67.0,156.0,206.0,62.0,36.0,0.0,2014.0
122,13121009900,578.0,578.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,61.0,59.0,103.0,231.0,60.0,19.0,0.0,2015.0
123,13121009900,627.0,627.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,11.0,55.0,64.0,148.0,166.0,138.0,17.0,0.0,2016.0
124,13121009900,634.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,204.0,181.0,179.0,12.0,0.0,2017.0
125,13121010303,1263.0,1263.0,0.0,0.0,0.0,18.0,0.0,46.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,16.0,69.0,169.0,492.0,169.0,164.0,58.0,0.0,2014.0
126,13121010303,1295.0,1295.0,0.0,0.0,0.0,31.0,0.0,45.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,17.0,122.0,243.0,435.0,205.0,136.0,0.0,0.0,2015.0
127,13121010303,1205.0,1205.0,0.0,0.0,0.0,27.0,0.0,45.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,111.0,226.0,338.0,279.0,125.0,0.0,0.0,2016.0
128,13121010303,1148.0,1148.0,0.0,0.0,0.0,31.0,0.0,45.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,178.0,342.0,276.0,125.0,0.0,0.0,2017.0
129,13121001700,1391.0,1386.0,77.0,16.0,0.0,18.0,8.0,42.0,19.0,17.0,0.0,53.0,13.0,64.0,29.0,17.0,78.0,70.0,58.0,309.0,258.0,231.0,9.0,5.0,2014.0
130,13121001700,1546.0,1540.0,66.0,15.0,0.0,14.0,16.0,38.0,19.0,16.0,0.0,49.0,10.0,41.0,23.0,37.0,71.0,123.0,80.0,325.0,255.0,311.0,31.0,0.0,2015.0
131,13121001700,1680.0,1680.0,22.0,0.0,0.0,37.0,10.0,20.0,40.0,17.0,0.0,53.0,16.0,20.0,0.0,36.0,18.0,103.0,77.0,367.0,293.0,429.0,108.0,14.0,2016.0
132,13121001700,1797.0,1797.0,22.0,0.0,0.0,69.0,11.0,81.0,39.0,0.0,0.0,15.0,0.0,49.0,0.0,19.0,0.0,66.0,70.0,292.0,326.0,506.0,206.0,26.0,2017.0
133,13121000600,1778.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,53.0,0.0,0.0,0.0,28.0,159.0,111.0,648.0,348.0,332.0,55.0,30.0,2014.0
134,13121000600,1825.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,0.0,0.0,13.0,30.0,186.0,102.0,538.0,432.0,421.0,0.0,0.0,2015.0
135,13121000600,1780.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.0,51.0,33.0,12.0,37.0,26.0,137.0,8.0,501.0,313.0,448.0,86.0,0.0,2016.0
136,13121000600,1907.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,53.0,46.0,10.0,39.0,32.0,94.0,53.0,332.0,422.0,576.0,128.0,0.0,2017.0
137,13121000200,869.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,31.0,108.0,125.0,324.0,50.0,60.0,74.0,46.0,2014.0
138,13121000200,893.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,107.0,110.0,322.0,50.0,175.0,21.0,42.0,2015.0
139,13121000200,920.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,78.0,151.0,278.0,77.0,227.0,20.0,13.0,2016.0
140,13121000200,832.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,122.0,236.0,97.0,253.0,32.0,15.0,2017.0
141,13121000400,349.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,29.0,32.0,8.0,11.0,98.0,58.0,60.0,47.0,0.0,2014.0
142,13121000400,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,0.0,9.0,29.0,50.0,79.0,64.0,0.0,7.0,2015.0
143,13121000400,308.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,33.0,17.0,30.0,51.0,50.0,83.0,18.0,18.0,2016.0
144,13121000400,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,12.0,8.0,65.0,33.0,172.0,10.0,27.0,2017.0
145,13121000100,303.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,50.0,19.0,52.0,8.0,36.0,76.0,0.0,2014.0
146,13121000100,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,10.0,10.0,52.0,57.0,8.0,18.0,37.0,31.0,2015.0
147,13121000100,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,42.0,11.0,0.0,64.0,32.0,38.0,16.0,71.0,32.0,2016.0
148,13121000100,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,12.0,49.0,51.0,100.0,68.0,40.0,2017.0
149,13121010206,183.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,13.0,68.0,23.0,27.0,18.0,2014.0
150,13121010206,198.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,52.0,6.0,17.0,7.0,30.0,9.0,0.0,2015.0
151,13121010206,192.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,44.0,0.0,19.0,6.0,28.0,9.0,0.0,2016.0
152,13121010206,176.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,37.0,0.0,21.0,0.0,16.0,0.0,0.0,2017.0
153,13121006602,356.0,352.0,0.0,0.0,0.0,7.0,0.0,6.0,23.0,10.0,9.0,25.0,14.0,14.0,30.0,42.0,12.0,45.0,21.0,83.0,8.0,3.0,0.0,4.0,2014.0
154,13121006602,351.0,337.0,0.0,0.0,10.0,5.0,0.0,6.0,19.0,15.0,13.0,22.0,14.0,9.0,22.0,36.0,25.0,27.0,41.0,71.0,0.0,2.0,0.0,0.0,2015.0
155,13121006602,357.0,344.0,0.0,0.0,6.0,3.0,0.0,7.0,18.0,11.0,18.0,5.0,17.0,22.0,22.0,20.0,24.0,46.0,48.0,74.0,0.0,3.0,0.0,0.0,2016.0
156,13121006602,366.0,354.0,0.0,0.0,4.0,4.0,0.0,7.0,14.0,0.0,10.0,4.0,27.0,24.0,36.0,12.0,36.0,32.0,62.0,75.0,4.0,3.0,0.0,0.0,2017.0
157,13121002900,871.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,18.0,0.0,5.0,76.0,15.0,35.0,56.0,334.0,185.0,126.0,0.0,0.0,2014.0
158,13121002900,877.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,19.0,0.0,11.0,23.0,17.0,44.0,52.0,277.0,234.0,151.0,27.0,0.0,2015.0
159,13121002900,869.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,19.0,0.0,16.0,15.0,17.0,30.0,30.0,272.0,231.0,150.0,40.0,0.0,2016.0
160,13121002900,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,0.0,40.0,16.0,0.0,20.0,50.0,30.0,223.0,245.0,160.0,73.0,0.0,2017.0
161,13121007705,1486.0,1448.0,20.0,28.0,9.0,106.0,18.0,14.0,55.0,56.0,15.0,9.0,48.0,108.0,116.0,55.0,131.0,162.0,114.0,286.0,56.0,31.0,11.0,38.0,2014.0
162,13121007705,1499.0,1459.0,21.0,28.0,9.0,115.0,0.0,0.0,52.0,78.0,24.0,18.0,47.0,49.0,59.0,62.0,118.0,185.0,205.0,282.0,67.0,40.0,0.0,0.0,2015.0
163,13121007705,1430.0,1398.0,16.0,0.0,9.0,101.0,39.0,0.0,58.0,39.0,19.0,7.0,51.0,40.0,78.0,57.0,143.0,183.0,293.0,191.0,46.0,28.0,0.0,0.0,2016.0
164,13121007705,1343.0,1290.0,18.0,0.0,0.0,116.0,40.0,7.0,27.0,79.0,28.0,12.0,24.0,7.0,43.0,52.0,121.0,141.0,270.0,263.0,23.0,19.0,0.0,0.0,2017.0
165,13121009603,1290.0,1290.0,0.0,0.0,0.0,15.0,0.0,0.0,47.0,0.0,40.0,0.0,76.0,39.0,12.0,84.0,89.0,104.0,144.0,476.0,93.0,0.0,71.0,0.0,2014.0
166,13121009603,1373.0,1373.0,0.0,0.0,0.0,15.0,0.0,0.0,41.0,0.0,24.0,0.0,32.0,95.0,12.0,91.0,124.0,102.0,128.0,455.0,94.0,51.0,61.0,14.0,2015.0
167,13121009603,1583.0,1557.0,0.0,0.0,0.0,16.0,0.0,0.0,61.0,0.0,0.0,0.0,37.0,105.0,0.0,67.0,146.0,143.0,116.0,433.0,199.0,148.0,15.0,27.0,2016.0
168,13121009603,1516.0,1494.0,0.0,0.0,0.0,15.0,0.0,14.0,30.0,0.0,0.0,0.0,0.0,63.0,0.0,54.0,114.0,207.0,101.0,328.0,163.0,291.0,36.0,28.0,2017.0
169,13121009601,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,253.0,112.0,167.0,158.0,0.0,2014.0
170,13121009601,741.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,53.0,172.0,136.0,186.0,173.0,11.0,2015.0
171,13121009601,802.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,45.0,120.0,239.0,248.0,99.0,18.0,2016.0
172,13121009601,950.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,147.0,253.0,291.0,106.0,66.0,2017.0
173,13121009801,375.0,375.0,11.0,0.0,53.0,40.0,19.0,37.0,0.0,56.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,32.0,0.0,100.0,0.0,2014.0
174,13121009801,441.0,429.0,11.0,20.0,54.0,56.0,16.0,36.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,0.0,71.0,0.0,2015.0
175,13121009801,522.0,512.0,9.0,20.0,17.0,55.0,17.0,36.0,8.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.0,48.0,0.0,82.0,0.0,2016.0
176,13121009801,565.0,543.0,9.0,20.0,30.0,40.0,17.0,27.0,40.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,106.0,10.0,40.0,0.0,2017.0
177,13121011900,1389.0,1359.0,0.0,71.0,71.0,42.0,39.0,54.0,25.0,23.0,0.0,19.0,0.0,24.0,72.0,76.0,68.0,85.0,246.0,258.0,104.0,61.0,21.0,30.0,2014.0
178,13121011900,1538.0,1507.0,0.0,81.0,79.0,46.0,37.0,60.0,0.0,61.0,0.0,31.0,31.0,17.0,80.0,49.0,29.0,126.0,270.0,286.0,115.0,90.0,19.0,0.0,2015.0
179,13121011900,1596.0,1576.0,0.0,83.0,89.0,85.0,20.0,93.0,0.0,64.0,11.0,21.0,71.0,18.0,77.0,51.0,33.0,80.0,271.0,283.0,124.0,91.0,11.0,0.0,2016.0
180,13121011900,1581.0,1571.0,11.0,63.0,68.0,128.0,19.0,89.0,0.0,36.0,46.0,13.0,66.0,28.0,47.0,46.0,79.0,88.0,126.0,359.0,121.0,131.0,7.0,0.0,2017.0
181,13121001202,1458.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,53.0,0.0,15.0,16.0,21.0,231.0,69.0,392.0,294.0,237.0,82.0,0.0,2014.0
182,13121001202,1534.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,13.0,15.0,20.0,370.0,33.0,334.0,336.0,247.0,42.0,23.0,2015.0
183,13121001202,1538.0,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,0.0,13.0,0.0,33.0,201.0,266.0,276.0,309.0,271.0,70.0,0.0,2016.0
184,13121001202,1494.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,13.0,11.0,117.0,199.0,411.0,316.0,292.0,60.0,10.0,2017.0
185,13121009102,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,94.0,29.0,85.0,125.0,192.0,118.0,127.0,209.0,84.0,134.0,57.0,0.0,2014.0
186,13121009102,1256.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,13.0,142.0,168.0,139.0,115.0,119.0,156.0,101.0,172.0,31.0,17.0,2015.0
187,13121009102,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,94.0,129.0,144.0,33.0,122.0,111.0,246.0,125.0,149.0,25.0,16.0,2016.0
188,13121009102,1138.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,16.0,0.0,14.0,187.0,90.0,62.0,32.0,85.0,268.0,131.0,171.0,28.0,15.0,2017.0
189,13089020802,586.0,537.0,0.0,0.0,17.0,82.0,33.0,45.0,0.0,0.0,10.0,20.0,18.0,7.0,0.0,11.0,28.0,23.0,40.0,127.0,16.0,53.0,7.0,49.0,2014.0
190,13089020802,612.0,598.0,0.0,29.0,24.0,68.0,45.0,53.0,0.0,0.0,9.0,18.0,18.0,7.0,30.0,0.0,53.0,40.0,56.0,113.0,16.0,12.0,7.0,0.0,2015.0
191,13089020802,647.0,638.0,0.0,30.0,18.0,62.0,34.0,92.0,0.0,0.0,9.0,10.0,7.0,25.0,38.0,0.0,59.0,40.0,32.0,139.0,24.0,12.0,7.0,0.0,2016.0
192,13089020802,676.0,669.0,18.0,57.0,50.0,11.0,39.0,62.0,0.0,0.0,0.0,11.0,0.0,24.0,28.0,29.0,56.0,40.0,54.0,143.0,21.0,26.0,0.0,0.0,2017.0
193,13121001201,1498.0,1498.0,0.0,0.0,11.0,98.0,17.0,0.0,0.0,24.0,41.0,0.0,0.0,0.0,67.0,0.0,24.0,224.0,324.0,365.0,94.0,137.0,72.0,0.0,2014.0
194,13121001201,1564.0,1564.0,0.0,0.0,15.0,75.0,21.0,0.0,0.0,25.0,28.0,0.0,0.0,0.0,31.0,0.0,35.0,217.0,339.0,314.0,208.0,151.0,35.0,70.0,2015.0
195,13121001201,1680.0,1680.0,0.0,0.0,28.0,62.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,15.0,12.0,0.0,204.0,225.0,415.0,255.0,262.0,87.0,61.0,2016.0
196,13121001201,1875.0,1875.0,0.0,0.0,17.0,82.0,96.0,0.0,14.0,23.0,43.0,0.0,0.0,0.0,0.0,13.0,0.0,83.0,140.0,476.0,350.0,314.0,106.0,118.0,2017.0
197,13121001001,324.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,21.0,0.0,46.0,100.0,75.0,44.0,9.0,2014.0
198,13121001001,366.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,32.0,0.0,33.0,105.0,78.0,58.0,20.0,2015.0
199,13121001001,387.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,16.0,36.0,11.0,29.0,101.0,98.0,33.0,16.0,2016.0
200,13121001001,417.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,12.0,9.0,17.0,23.0,88.0,142.0,51.0,19.0,2017.0
201,13121008903,370.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,81.0,10.0,0.0,59.0,8.0,28.0,35.0,71.0,0.0,0.0,2014.0
202,13121008903,327.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,81.0,14.0,12.0,47.0,16.0,28.0,36.0,80.0,0.0,0.0,2015.0
203,13121008903,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0,29.0,4.0,57.0,53.0,58.0,57.0,62.0,0.0,0.0,2016.0
204,13121008903,486.0,486.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,7.0,13.0,42.0,6.0,54.0,52.0,70.0,138.0,82.0,3.0,0.0,2017.0
205,13121004300,420.0,420.0,0.0,0.0,5.0,5.0,7.0,4.0,3.0,6.0,0.0,0.0,10.0,14.0,0.0,13.0,81.0,85.0,91.0,68.0,23.0,5.0,0.0,0.0,2014.0
206,13121004300,494.0,494.0,0.0,0.0,5.0,6.0,8.0,4.0,1.0,6.0,0.0,0.0,10.0,14.0,0.0,22.0,73.0,119.0,91.0,70.0,42.0,23.0,0.0,0.0,2015.0
207,13121004300,544.0,544.0,0.0,16.0,5.0,0.0,14.0,4.0,5.0,16.0,4.0,13.0,14.0,14.0,0.0,15.0,56.0,108.0,143.0,60.0,35.0,22.0,0.0,0.0,2016.0
208,13121004300,562.0,562.0,0.0,18.0,6.0,4.0,14.0,0.0,6.0,20.0,24.0,14.0,22.0,0.0,15.0,0.0,37.0,127.0,121.0,49.0,49.0,36.0,0.0,0.0,2017.0
209,13121007603,1918.0,1896.0,8.0,11.0,56.0,98.0,70.0,70.0,51.0,55.0,37.0,86.0,52.0,194.0,177.0,156.0,186.0,208.0,184.0,109.0,76.0,12.0,0.0,22.0,2014.0
210,13121007603,1875.0,1835.0,9.0,0.0,23.0,95.0,48.0,63.0,25.0,43.0,38.0,114.0,51.0,141.0,196.0,206.0,141.0,272.0,174.0,112.0,71.0,13.0,0.0,0.0,2015.0
211,13121007603,1905.0,1882.0,8.0,0.0,19.0,67.0,52.0,86.0,57.0,61.0,37.0,134.0,88.0,163.0,221.0,209.0,154.0,227.0,184.0,49.0,66.0,0.0,0.0,0.0,2016.0
212,13121007603,1981.0,1945.0,20.0,0.0,19.0,57.0,40.0,100.0,141.0,50.0,13.0,128.0,76.0,137.0,209.0,238.0,133.0,258.0,181.0,51.0,94.0,0.0,0.0,0.0,2017.0
213,13121007604,823.0,823.0,30.0,16.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,45.0,52.0,37.0,91.0,227.0,91.0,71.0,15.0,10.0,0.0,0.0,2014.0
214,13121007604,762.0,762.0,39.0,0.0,53.0,0.0,8.0,0.0,0.0,0.0,0.0,32.0,26.0,44.0,59.0,46.0,175.0,87.0,85.0,94.0,0.0,14.0,0.0,0.0,2015.0
215,13121007604,777.0,777.0,32.0,0.0,45.0,0.0,8.0,0.0,0.0,0.0,19.0,28.0,0.0,49.0,63.0,87.0,84.0,121.0,158.0,71.0,0.0,12.0,0.0,0.0,2016.0
216,13121007604,808.0,808.0,28.0,0.0,45.0,0.0,9.0,0.0,0.0,0.0,20.0,0.0,26.0,45.0,83.0,78.0,69.0,174.0,134.0,87.0,0.0,10.0,0.0,0.0,2017.0
217,13121007703,560.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,35.0,59.0,49.0,63.0,70.0,89.0,55.0,30.0,54.0,0.0,10.0,2014.0
218,13121007703,604.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,39.0,70.0,60.0,46.0,93.0,85.0,85.0,32.0,73.0,0.0,0.0,2015.0
219,13121007703,671.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,38.0,54.0,90.0,83.0,140.0,69.0,92.0,37.0,48.0,0.0,0.0,2016.0
220,13121007703,652.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,65.0,20.0,39.0,206.0,86.0,118.0,52.0,55.0,0.0,0.0,2017.0
221,13121007704,984.0,908.0,0.0,0.0,69.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,32.0,147.0,18.0,91.0,75.0,167.0,181.0,66.0,43.0,0.0,76.0,2014.0
