,GEOID,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999",YEAR
497,13121000500,1316.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,14.0,79.0,0.0,0.0,24.0,0.0,0.0,13.0,42.0,0.0,189.0,0.0,0.0,33.0,0.0,0.0,22.0,103.0,31.0,288.0,0.0,49.0,129.0,26.0,0.0,48.0,36.0,0.0,121.0,2017.0
498,13121000600,1907.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,240.0,171.0,0.0,0.0,0.0,0.0,10.0,9.0,131.0,21.0,208.0,0.0,0.0,0.0,30.0,9.0,62.0,89.0,18.0,242.0,27.0,25.0,33.0,50.0,87.0,0.0,9.0,11.0,413.0,2017.0
499,13121000700,146.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,63.0,2017.0
500,13121001001,417.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,52.0,0.0,0.0,0.0,7.0,0.0,6.0,33.0,6.0,26.0,0.0,5.0,0.0,0.0,5.0,7.0,4.0,5.0,92.0,2017.0
501,13121001002,486.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,136.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,55.0,0.0,0.0,0.0,4.0,10.0,13.0,28.0,0.0,69.0,0.0,0.0,0.0,18.0,32.0,11.0,4.0,4.0,94.0,2017.0
502,13121001100,1478.0,109.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,79.0,166.0,0.0,14.0,31.0,0.0,8.0,0.0,113.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,0.0,66.0,0.0,0.0,41.0,14.0,0.0,11.0,0.0,0.0,327.0,2017.0
503,13121001201,1875.0,342.0,0.0,0.0,27.0,0.0,81.0,0.0,155.0,79.0,104.0,0.0,15.0,14.0,23.0,0.0,0.0,52.0,0.0,313.0,57.0,0.0,0.0,0.0,62.0,103.0,91.0,0.0,237.0,0.0,61.0,13.0,98.0,0.0,0.0,65.0,0.0,256.0,2017.0
504,13121001202,1494.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,17.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,174.0,0.0,0.0,0.0,13.0,41.0,35.0,85.0,0.0,171.0,0.0,91.0,16.0,0.0,64.0,0.0,0.0,0.0,405.0,2017.0
505,13121001300,1391.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,35.0,96.0,0.0,164.0,23.0,0.0,20.0,58.0,30.0,10.0,23.0,0.0,262.0,14.0,43.0,62.0,102.0,14.0,27.0,0.0,0.0,265.0,2017.0
506,13121001400,711.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,75.0,0.0,0.0,0.0,0.0,22.0,23.0,30.0,0.0,56.0,0.0,17.0,15.0,0.0,11.0,13.0,0.0,0.0,183.0,2017.0
507,13121001500,1547.0,279.0,0.0,0.0,19.0,16.0,0.0,0.0,168.0,76.0,114.0,49.0,13.0,0.0,0.0,0.0,14.0,38.0,0.0,351.0,0.0,0.0,84.0,43.0,12.0,144.0,68.0,0.0,182.0,47.0,0.0,64.0,28.0,14.0,29.0,0.0,0.0,220.0,2017.0
508,13121001600,1002.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,56.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,0.0,169.0,10.0,0.0,0.0,34.0,66.0,26.0,33.0,0.0,152.0,8.0,15.0,86.0,13.0,0.0,0.0,30.0,0.0,171.0,2017.0
509,13121001700,1797.0,176.0,0.0,0.0,0.0,0.0,0.0,20.0,93.0,63.0,167.0,0.0,0.0,29.0,20.0,32.0,0.0,86.0,0.0,195.0,61.0,0.0,0.0,0.0,54.0,47.0,33.0,0.0,207.0,0.0,19.0,24.0,75.0,25.0,22.0,42.0,0.0,370.0,2017.0
510,13121001800,2138.0,627.0,0.0,0.0,111.0,86.0,0.0,121.0,161.0,148.0,321.0,58.0,17.0,47.0,14.0,13.0,0.0,142.0,30.0,270.0,0.0,41.0,86.0,54.0,14.0,35.0,40.0,0.0,236.0,16.0,41.0,44.0,77.0,24.0,9.0,25.0,0.0,293.0,2017.0
511,13121001900,910.0,88.0,0.0,20.0,10.0,0.0,0.0,0.0,44.0,14.0,58.0,0.0,0.0,5.0,0.0,0.0,10.0,43.0,0.0,175.0,0.0,15.0,29.0,19.0,31.0,55.0,18.0,8.0,102.0,15.0,0.0,18.0,29.0,14.0,26.0,0.0,0.0,216.0,2017.0
512,13121002100,511.0,111.0,0.0,0.0,0.0,0.0,5.0,4.0,102.0,0.0,94.0,0.0,0.0,3.0,15.0,25.0,13.0,38.0,0.0,79.0,0.0,16.0,7.0,3.0,30.0,0.0,23.0,0.0,69.0,6.0,0.0,18.0,15.0,21.0,5.0,4.0,0.0,83.0,2017.0
513,13121002300,387.0,74.0,14.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,87.0,0.0,0.0,0.0,0.0,0.0,35.0,52.0,0.0,106.0,0.0,20.0,0.0,5.0,10.0,37.0,34.0,0.0,80.0,21.0,10.0,36.0,0.0,13.0,0.0,0.0,0.0,33.0,2017.0
514,13121002400,542.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,32.0,95.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,6.0,98.0,0.0,0.0,23.0,26.0,15.0,15.0,19.0,0.0,97.0,10.0,22.0,25.0,13.0,22.0,5.0,0.0,0.0,64.0,2017.0
515,13121002500,741.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,25.0,163.0,18.0,6.0,0.0,21.0,0.0,0.0,110.0,8.0,233.0,15.0,20.0,42.0,30.0,20.0,62.0,39.0,5.0,115.0,0.0,33.0,64.0,0.0,18.0,0.0,0.0,0.0,72.0,2017.0
516,13121002600,535.0,125.0,13.0,12.0,0.0,0.0,0.0,0.0,86.0,14.0,93.0,0.0,0.0,7.0,0.0,0.0,10.0,76.0,0.0,144.0,0.0,0.0,10.0,24.0,37.0,31.0,42.0,0.0,81.0,0.0,17.0,20.0,30.0,0.0,14.0,0.0,0.0,52.0,2017.0
517,13121002800,1244.0,330.0,22.0,14.0,36.0,64.0,0.0,10.0,126.0,58.0,179.0,9.0,3.0,12.0,10.0,0.0,10.0,135.0,0.0,248.0,26.0,0.0,14.0,43.0,4.0,42.0,119.0,0.0,92.0,0.0,27.0,9.0,14.0,18.0,19.0,5.0,0.0,170.0,2017.0
518,13121002900,899.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,0.0,108.0,0.0,0.0,0.0,22.0,0.0,58.0,28.0,0.0,105.0,0.0,0.0,21.0,44.0,15.0,9.0,16.0,0.0,232.0,2017.0
519,13121003000,888.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,118.0,0.0,0.0,0.0,13.0,0.0,59.0,46.0,0.0,137.0,0.0,0.0,58.0,7.0,10.0,31.0,9.0,22.0,210.0,2017.0
520,13121003100,491.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,86.0,0.0,0.0,0.0,0.0,5.0,15.0,66.0,0.0,158.0,0.0,36.0,0.0,6.0,72.0,17.0,27.0,0.0,76.0,15.0,18.0,4.0,5.0,20.0,14.0,0.0,0.0,61.0,2017.0
521,13121003200,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,10.0,32.0,0.0,68.0,0.0,16.0,6.0,27.0,0.0,19.0,0.0,0.0,66.0,2017.0
522,13121003500,335.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,37.0,0.0,0.0,8.0,6.0,23.0,0.0,0.0,0.0,75.0,2017.0
523,13121003600,620.0,138.0,0.0,0.0,114.0,0.0,0.0,0.0,24.0,0.0,124.0,0.0,3.0,28.0,19.0,0.0,13.0,61.0,0.0,73.0,5.0,4.0,14.0,8.0,0.0,28.0,14.0,0.0,83.0,37.0,15.0,13.0,14.0,0.0,4.0,0.0,0.0,164.0,2017.0
524,13121003800,146.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,37.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,17.0,22.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2017.0
525,13121003900,514.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,12.0,83.0,0.0,14.0,0.0,0.0,0.0,0.0,59.0,10.0,78.0,0.0,0.0,0.0,11.0,11.0,32.0,24.0,0.0,176.0,20.0,29.0,44.0,33.0,0.0,29.0,6.0,15.0,49.0,2017.0
526,13121004000,571.0,189.0,0.0,19.0,0.0,0.0,5.0,0.0,123.0,42.0,70.0,0.0,5.0,0.0,0.0,0.0,0.0,60.0,5.0,120.0,0.0,0.0,20.0,11.0,17.0,54.0,18.0,0.0,101.0,5.0,13.0,54.0,14.0,15.0,0.0,0.0,0.0,62.0,2017.0
527,13121004100,447.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,5.0,86.0,7.0,0.0,6.0,19.0,0.0,0.0,44.0,10.0,117.0,7.0,50.0,6.0,30.0,0.0,6.0,18.0,0.0,62.0,2017.0
528,13121004200,1158.0,402.0,8.0,35.0,97.0,91.0,0.0,36.0,85.0,50.0,327.0,59.0,57.0,100.0,24.0,0.0,18.0,60.0,9.0,212.0,65.0,0.0,0.0,22.0,19.0,85.0,21.0,0.0,95.0,32.0,0.0,17.0,18.0,28.0,0.0,0.0,0.0,85.0,2017.0
529,13121004300,562.0,113.0,0.0,18.0,0.0,8.0,0.0,0.0,73.0,14.0,135.0,0.0,0.0,6.0,0.0,0.0,14.0,115.0,0.0,126.0,4.0,0.0,36.0,33.0,7.0,46.0,0.0,0.0,66.0,0.0,5.0,11.0,35.0,0.0,0.0,15.0,0.0,57.0,2017.0
530,13121004400,1080.0,243.0,12.0,0.0,0.0,0.0,36.0,39.0,80.0,76.0,346.0,112.0,28.0,14.0,69.0,13.0,4.0,106.0,0.0,327.0,70.0,0.0,37.0,0.0,117.0,63.0,40.0,0.0,103.0,0.0,0.0,0.0,53.0,47.0,0.0,0.0,3.0,29.0,2017.0
531,13121004800,559.0,194.0,23.0,26.0,5.0,5.0,15.0,5.0,77.0,38.0,131.0,5.0,0.0,25.0,6.0,5.0,0.0,61.0,29.0,77.0,5.0,0.0,5.0,0.0,12.0,13.0,38.0,4.0,111.0,17.0,34.0,20.0,23.0,0.0,17.0,0.0,0.0,29.0,2017.0
532,13121004900,354.0,27.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,100.0,10.0,11.0,36.0,0.0,0.0,0.0,43.0,0.0,120.0,0.0,0.0,44.0,0.0,11.0,9.0,56.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,22.0,2017.0
533,13121005000,320.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,98.0,0.0,0.0,15.0,0.0,34.0,34.0,15.0,0.0,55.0,0.0,0.0,13.0,15.0,19.0,8.0,0.0,0.0,59.0,2017.0
534,13121005200,829.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,49.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,37.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,182.0,0.0,0.0,17.0,20.0,10.0,81.0,54.0,0.0,133.0,2017.0
535,13121005300,465.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,0.0,81.0,0.0,32.0,34.0,0.0,0.0,15.0,0.0,0.0,92.0,2017.0
536,13121005501,623.0,182.0,15.0,0.0,0.0,15.0,0.0,0.0,79.0,73.0,175.0,9.0,0.0,24.0,0.0,0.0,11.0,131.0,0.0,76.0,0.0,15.0,0.0,7.0,0.0,21.0,6.0,27.0,97.0,20.0,0.0,20.0,25.0,26.0,0.0,0.0,6.0,76.0,2017.0
537,13121005502,902.0,276.0,25.0,0.0,23.0,8.0,8.0,17.0,130.0,65.0,242.0,14.0,16.0,8.0,0.0,15.0,62.0,117.0,10.0,166.0,8.0,34.0,35.0,35.0,0.0,45.0,9.0,0.0,80.0,6.0,47.0,17.0,10.0,0.0,0.0,0.0,0.0,98.0,2017.0
538,13121005700,596.0,91.0,11.0,10.0,0.0,0.0,0.0,0.0,43.0,27.0,234.0,31.0,19.0,28.0,16.0,35.0,24.0,71.0,10.0,110.0,15.0,6.0,15.0,19.0,4.0,17.0,34.0,0.0,82.0,0.0,6.0,35.0,20.0,11.0,0.0,10.0,0.0,50.0,2017.0
539,13121005800,346.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,18.0,57.0,0.0,0.0,5.0,0.0,0.0,18.0,34.0,0.0,63.0,0.0,5.0,11.0,0.0,28.0,12.0,7.0,0.0,28.0,0.0,3.0,0.0,9.0,0.0,16.0,0.0,0.0,60.0,2017.0
540,13121006000,809.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,154.0,0.0,9.0,0.0,0.0,9.0,19.0,108.0,9.0,207.0,0.0,0.0,59.0,60.0,26.0,17.0,45.0,0.0,163.0,29.0,66.0,0.0,9.0,22.0,14.0,23.0,0.0,140.0,2017.0
541,13121006100,695.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,44.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,33.0,125.0,0.0,15.0,16.0,16.0,0.0,24.0,43.0,11.0,99.0,0.0,0.0,27.0,53.0,0.0,7.0,12.0,0.0,105.0,2017.0
542,13121006200,309.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,130.0,0.0,16.0,0.0,0.0,25.0,0.0,89.0,0.0,66.0,0.0,0.0,0.0,11.0,20.0,17.0,18.0,0.0,27.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,17.0,2017.0
543,13121006300,363.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,15.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,29.0,63.0,0.0,0.0,24.0,0.0,12.0,17.0,10.0,0.0,49.0,18.0,12.0,7.0,5.0,7.0,0.0,0.0,0.0,64.0,2017.0
544,13121006400,230.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,80.0,0.0,0.0,9.0,21.0,23.0,5.0,22.0,0.0,44.0,13.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,30.0,2017.0
545,13121006500,613.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,79.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,5.0,91.0,0.0,0.0,0.0,0.0,21.0,47.0,23.0,0.0,133.0,0.0,15.0,28.0,31.0,23.0,27.0,0.0,9.0,10.0,2017.0
546,13121006601,332.0,108.0,0.0,0.0,7.0,0.0,0.0,0.0,66.0,35.0,81.0,12.0,0.0,20.0,0.0,0.0,9.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,6.0,11.0,19.0,4.0,57.0,12.0,0.0,0.0,36.0,5.0,0.0,0.0,4.0,37.0,2017.0
547,13121006602,366.0,86.0,0.0,0.0,8.0,0.0,0.0,0.0,52.0,26.0,102.0,0.0,8.0,7.0,0.0,0.0,11.0,76.0,0.0,98.0,0.0,17.0,0.0,36.0,10.0,14.0,21.0,0.0,49.0,11.0,13.0,23.0,0.0,2.0,0.0,0.0,0.0,8.0,2017.0
548,13121006700,954.0,217.0,40.0,20.0,17.0,0.0,0.0,0.0,57.0,83.0,283.0,25.0,8.0,8.0,20.0,24.0,19.0,179.0,0.0,194.0,0.0,0.0,27.0,21.0,30.0,66.0,50.0,0.0,88.0,27.0,0.0,9.0,25.0,0.0,27.0,0.0,0.0,136.0,2017.0
549,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
550,13121006802,453.0,259.0,33.0,0.0,5.0,10.0,0.0,10.0,77.0,124.0,86.0,8.0,0.0,22.0,0.0,8.0,14.0,34.0,0.0,47.0,13.0,13.0,7.0,0.0,0.0,7.0,0.0,7.0,37.0,12.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2017.0
551,13121006900,591.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,129.0,0.0,0.0,25.0,20.0,23.0,47.0,14.0,0.0,126.0,26.0,23.0,45.0,16.0,0.0,16.0,0.0,0.0,123.0,2017.0
552,13121007001,835.0,192.0,0.0,0.0,0.0,21.0,5.0,0.0,123.0,43.0,179.0,0.0,0.0,0.0,0.0,11.0,0.0,146.0,22.0,222.0,0.0,0.0,44.0,64.0,29.0,41.0,44.0,0.0,137.0,67.0,11.0,16.0,36.0,7.0,0.0,0.0,0.0,78.0,2017.0
553,13121007002,643.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,203.0,0.0,0.0,8.0,0.0,0.0,0.0,186.0,9.0,98.0,40.0,0.0,0.0,10.0,13.0,25.0,10.0,0.0,165.0,0.0,113.0,44.0,0.0,0.0,8.0,0.0,0.0,89.0,2017.0
554,13121007100,446.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,8.0,89.0,0.0,0.0,6.0,0.0,0.0,25.0,58.0,0.0,107.0,23.0,0.0,0.0,0.0,0.0,14.0,65.0,5.0,52.0,21.0,11.0,15.0,5.0,0.0,0.0,0.0,0.0,34.0,2017.0
555,13121007200,459.0,81.0,0.0,13.0,0.0,0.0,0.0,0.0,36.0,32.0,163.0,6.0,0.0,7.0,0.0,0.0,3.0,147.0,0.0,112.0,0.0,0.0,16.0,0.0,16.0,47.0,33.0,0.0,67.0,12.0,17.0,19.0,12.0,0.0,7.0,0.0,0.0,13.0,2017.0
556,13121007300,2132.0,383.0,0.0,20.0,0.0,14.0,0.0,0.0,189.0,160.0,529.0,14.0,16.0,64.0,22.0,0.0,53.0,274.0,86.0,567.0,20.0,19.0,138.0,88.0,119.0,119.0,45.0,19.0,222.0,18.0,57.0,122.0,0.0,25.0,0.0,0.0,0.0,275.0,2017.0
557,13121007400,958.0,256.0,11.0,0.0,24.0,0.0,15.0,0.0,70.0,136.0,334.0,20.0,6.0,69.0,55.0,20.0,40.0,124.0,0.0,165.0,17.0,22.0,37.0,0.0,0.0,69.0,20.0,0.0,145.0,41.0,20.0,0.0,23.0,23.0,38.0,0.0,0.0,58.0,2017.0
558,13121007500,1046.0,261.0,0.0,0.0,36.0,0.0,0.0,16.0,162.0,47.0,318.0,45.0,11.0,46.0,46.0,0.0,0.0,170.0,0.0,279.0,0.0,23.0,49.0,22.0,32.0,73.0,80.0,0.0,93.0,54.0,10.0,0.0,29.0,0.0,0.0,0.0,0.0,61.0,2017.0
559,13121007602,539.0,111.0,7.0,13.0,12.0,0.0,0.0,0.0,51.0,28.0,136.0,5.0,0.0,14.0,6.0,0.0,4.0,87.0,20.0,154.0,13.0,0.0,0.0,0.0,39.0,54.0,48.0,0.0,87.0,0.0,30.0,48.0,4.0,0.0,5.0,0.0,0.0,33.0,2017.0
