,GEOID,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Median household income in the past 12 months (in 2016 inflation-adjusted dollars),YEAR
798,13121004800,18365.0,2015.0
799,13121004800,17500.0,2016.0
800,13121004800,16413.0,2017.0
801,13121005000,47378.0,2010.0
802,13121005000,51645.0,2011.0
803,13121005000,54081.0,2012.0
804,13121005000,57670.0,2013.0
805,13121005000,61806.0,2014.0
806,13121005000,72500.0,2015.0
807,13121005000,61607.0,2016.0
808,13121005000,79250.0,2017.0
809,13121003900,15426.0,2010.0
810,13121003900,16995.0,2011.0
811,13121003900,17315.0,2012.0
812,13121003900,19808.0,2013.0
813,13121003900,21875.0,2014.0
814,13121003900,25729.0,2015.0
815,13121003900,29403.0,2016.0
816,13121003900,36174.0,2017.0
817,13121004100,30668.0,2010.0
818,13121004100,31369.0,2011.0
819,13121004100,24621.0,2012.0
820,13121004100,22372.0,2013.0
821,13121004100,24554.0,2014.0
822,13121004100,26278.0,2015.0
823,13121004100,30956.0,2016.0
824,13121004100,38519.0,2017.0
825,13121004900,85789.0,2010.0
826,13121004900,64261.0,2011.0
827,13121004900,59875.0,2012.0
828,13121004900,58485.0,2013.0
829,13121004900,58887.0,2014.0
830,13121004900,62683.0,2015.0
831,13121004900,66786.0,2016.0
832,13121004900,77875.0,2017.0
833,13121004000,28399.0,2010.0
834,13121004000,26745.0,2011.0
835,13121004000,26833.0,2012.0
836,13121004000,26875.0,2013.0
837,13121004000,25388.0,2014.0
838,13121004000,32813.0,2015.0
839,13121004000,27167.0,2016.0
840,13121004000,28191.0,2017.0
841,13121004400,15585.0,2010.0
842,13121004400,16201.0,2011.0
843,13121004400,18638.0,2012.0
844,13121004400,18778.0,2013.0
845,13121004400,18359.0,2014.0
846,13121004400,18750.0,2015.0
847,13121004400,19754.0,2016.0
848,13121004400,18030.0,2017.0
849,13121005300,81981.0,2010.0
850,13121005300,88646.0,2011.0
851,13121005300,91734.0,2012.0
852,13121005300,91250.0,2013.0
853,13121005300,91216.0,2014.0
854,13121005300,92500.0,2015.0
855,13121005300,95259.0,2016.0
856,13121005300,93456.0,2017.0
857,13121008400,16627.0,2010.0
858,13121008400,16278.0,2011.0
859,13121008400,17160.0,2012.0
860,13121008400,20458.0,2013.0
861,13121008400,19250.0,2014.0
862,13121008400,21525.0,2015.0
863,13121008400,20625.0,2016.0
864,13121008400,21708.0,2017.0
865,13121008302,24906.0,2010.0
866,13121008302,23452.0,2011.0
867,13121008302,22292.0,2012.0
868,13121008302,28542.0,2013.0
869,13121008302,27381.0,2014.0
870,13121008302,28500.0,2015.0
871,13121008302,27869.0,2016.0
872,13121008302,28949.0,2017.0
873,13121005200,67188.0,2010.0
874,13121005200,77171.0,2011.0
875,13121005200,75424.0,2012.0
876,13121005200,78438.0,2013.0
877,13121005200,83542.0,2014.0
878,13121005200,76903.0,2015.0
879,13121005200,88591.0,2016.0
880,13121005200,93580.0,2017.0
881,13121008500,24255.0,2010.0
882,13121008500,23698.0,2011.0
883,13121008500,25156.0,2012.0
884,13121008500,27880.0,2013.0
885,13121008500,27740.0,2014.0
886,13121008500,27383.0,2015.0
887,13121008500,28556.0,2016.0
888,13121008500,28364.0,2017.0
889,13121008202,17710.0,2010.0
890,13121008202,18470.0,2011.0
891,13121008202,20296.0,2012.0
892,13121008202,26736.0,2013.0
893,13121008202,25757.0,2014.0
894,13121008202,27346.0,2015.0
895,13121008202,28355.0,2016.0
896,13121008202,27454.0,2017.0
897,13121008601,20992.0,2010.0
898,13121008601,21604.0,2011.0
899,13121008601,19781.0,2012.0
900,13121008601,20236.0,2013.0
901,13121008601,20440.0,2014.0
902,13121008601,21106.0,2015.0
903,13121008601,20777.0,2016.0
904,13121008601,21846.0,2017.0
905,13121008301,21988.0,2010.0
906,13121008301,25122.0,2011.0
907,13121008301,25404.0,2012.0
908,13121008301,24286.0,2013.0
909,13121008301,29926.0,2014.0
910,13121008301,27432.0,2015.0
911,13121008301,31977.0,2016.0
912,13121008301,27023.0,2017.0
913,13121005501,32273.0,2010.0
914,13121005501,25556.0,2011.0
915,13121005501,24125.0,2012.0
916,13121005501,20150.0,2013.0
917,13121005501,25321.0,2014.0
918,13121005501,19691.0,2015.0
919,13121005501,20000.0,2016.0
920,13121005501,30469.0,2017.0
921,13121005700,14554.0,2010.0
922,13121005700,13911.0,2011.0
923,13121005700,16359.0,2012.0
924,13121005700,16310.0,2013.0
925,13121005700,17717.0,2014.0
926,13121005700,16172.0,2015.0
927,13121005700,17782.0,2016.0
928,13121005700,19698.0,2017.0
929,13121006400,24375.0,2010.0
930,13121006400,24323.0,2011.0
931,13121006400,25698.0,2012.0
932,13121006400,27159.0,2013.0
933,13121006400,31324.0,2014.0
934,13121006400,30179.0,2015.0
935,13121006400,44028.0,2016.0
936,13121006400,43690.0,2017.0
937,13121006300,17266.0,2010.0
938,13121006300,19771.0,2011.0
939,13121006300,20486.0,2012.0
940,13121006300,23398.0,2013.0
941,13121006300,22009.0,2014.0
942,13121006300,21875.0,2015.0
943,13121006300,24509.0,2016.0
944,13121006300,24893.0,2017.0
945,13121006100,31250.0,2010.0
946,13121006100,27717.0,2011.0
947,13121006100,22778.0,2012.0
948,13121006100,22500.0,2013.0
949,13121006100,26107.0,2014.0
950,13121006100,31719.0,2015.0
951,13121006100,30256.0,2016.0
952,13121006100,29276.0,2017.0
953,13121005502,18750.0,2010.0
954,13121005502,18750.0,2011.0
955,13121005502,16403.0,2012.0
956,13121005502,16321.0,2013.0
957,13121005502,16726.0,2014.0
958,13121005502,15682.0,2015.0
959,13121005502,16675.0,2016.0
960,13121005502,19469.0,2017.0
961,13121005800,20339.0,2010.0
962,13121005800,18990.0,2011.0
963,13121005800,18482.0,2012.0
964,13121005800,20345.0,2013.0
965,13121005800,25795.0,2014.0
966,13121005800,26250.0,2015.0
967,13121005800,30652.0,2016.0
968,13121005800,31625.0,2017.0
969,13121006500,43346.0,2010.0
970,13121006500,41448.0,2011.0
971,13121006500,43354.0,2012.0
972,13121006500,42442.0,2013.0
973,13121006500,41869.0,2014.0
974,13121006500,41678.0,2015.0
975,13121006500,40375.0,2016.0
976,13121006500,39274.0,2017.0
977,13121008602,18354.0,2010.0
978,13121008602,21809.0,2011.0
979,13121008602,26750.0,2012.0
980,13121008602,33875.0,2013.0
981,13121008602,30563.0,2014.0
982,13121008602,35885.0,2015.0
983,13121008602,35649.0,2016.0
984,13121008602,36815.0,2017.0
985,13121008800,78690.0,2010.0
986,13121008800,86927.0,2011.0
987,13121008800,97000.0,2012.0
988,13121008800,88477.0,2013.0
989,13121008800,93750.0,2014.0
990,13121008800,81333.0,2015.0
991,13121008800,94196.0,2016.0
992,13121008800,95524.0,2017.0
993,13121009200,50293.0,2010.0
994,13121009200,51276.0,2011.0
995,13121009200,51793.0,2012.0
996,13121009200,54130.0,2013.0
997,13121009200,53331.0,2014.0
998,13121009200,59043.0,2015.0
999,13121009200,64902.0,2016.0
1000,13121009200,65957.0,2017.0
1001,13121007500,20126.0,2010.0
1002,13121007500,19472.0,2011.0
1003,13121007500,17941.0,2012.0
1004,13121007500,17545.0,2013.0
1005,13121007500,16695.0,2014.0
1006,13121007500,16196.0,2015.0
1007,13121007500,20051.0,2016.0
1008,13121007500,23563.0,2017.0
1009,13121008101,24679.0,2010.0
1010,13121008101,27188.0,2011.0
1011,13121008101,30574.0,2012.0
1012,13121008101,29178.0,2013.0
1013,13121008101,28929.0,2014.0
1014,13121008101,29300.0,2015.0
1015,13121008101,28924.0,2016.0
1016,13121008101,31833.0,2017.0
1017,13121006000,20972.0,2010.0
1018,13121006000,27958.0,2011.0
1019,13121006000,21441.0,2012.0
1020,13121006000,23409.0,2013.0
1021,13121006000,26359.0,2014.0
1022,13121006000,28707.0,2015.0
1023,13121006000,31909.0,2016.0
1024,13121006000,35549.0,2017.0
